
Grupe de varsta a sotului , Grupa de varsta a sotiei pentru casatorii, Ani, UM: Numar persoane, Valoare
Varsta sotului 20-24 ani, Varsta sotiei 35-39 ani, Anul 1995, Numar persoane, 71
Varsta sotului 20-24 ani, Varsta sotiei 35-39 ani, Anul 1996, Numar persoane, 56
Varsta sotului 20-24 ani, Varsta sotiei 35-39 ani, Anul 1997, Numar persoane, 61
Varsta sotului 20-24 ani, Varsta sotiei 35-39 ani, Anul 1998, Numar persoane, 57
Varsta sotului 20-24 ani, Varsta sotiei 35-39 ani, Anul 1999, Numar persoane, 70
Varsta sotului 20-24 ani, Varsta sotiei 35-39 ani, Anul 2000, Numar persoane, 58
Varsta sotului 20-24 ani, Varsta sotiei 35-39 ani, Anul 2001, Numar persoane, 65
Varsta sotului 20-24 ani, Varsta sotiei 35-39 ani, Anul 2002, Numar persoane, 64
Varsta sotului 20-24 ani, Varsta sotiei 35-39 ani, Anul 2003, Numar persoane, 101
Varsta sotului 20-24 ani, Varsta sotiei 35-39 ani, Anul 2004, Numar persoane, 94
Varsta sotului 20-24 ani, Varsta sotiei 35-39 ani, Anul 2005, Numar persoane, 121
Varsta sotului 20-24 ani, Varsta sotiei 35-39 ani, Anul 2006, Numar persoane, 129
Varsta sotului 20-24 ani, Varsta sotiei 35-39 ani, Anul 2007, Numar persoane, 110
Varsta sotului 20-24 ani, Varsta sotiei 35-39 ani, Anul 2008, Numar persoane, 72
Varsta sotului 20-24 ani, Varsta sotiei 35-39 ani, Anul 2009, Numar persoane, 85
Varsta sotului 20-24 ani, Varsta sotiei 35-39 ani, Anul 2010, Numar persoane, 68
Varsta sotului 20-24 ani, Varsta sotiei 35-39 ani, Anul 2011, Numar persoane, 61
Varsta sotului 20-24 ani, Varsta sotiei 35-39 ani, Anul 2012, Numar persoane, 71
Varsta sotului 20-24 ani, Varsta sotiei 35-39 ani, Anul 2013, Numar persoane, 52
Varsta sotului 20-24 ani, Varsta sotiei 35-39 ani, Anul 2014, Numar persoane, 59
Varsta sotului 20-24 ani, Varsta sotiei 35-39 ani, Anul 2015, Numar persoane, 56
Varsta sotului 20-24 ani, Varsta sotiei 35-39 ani, Anul 2016, Numar persoane, 57
Varsta sotului 20-24 ani, Varsta sotiei 40-44 ani, Anul 1990, Numar persoane, 21
Varsta sotului 20-24 ani, Varsta sotiei 40-44 ani, Anul 1991, Numar persoane, 25
Varsta sotului 20-24 ani, Varsta sotiei 40-44 ani, Anul 1992, Numar persoane, 23
Varsta sotului 20-24 ani, Varsta sotiei 40-44 ani, Anul 1993, Numar persoane, 10
Varsta sotului 20-24 ani, Varsta sotiei 40-44 ani, Anul 1994, Numar persoane, 16
Varsta sotului 20-24 ani, Varsta sotiei 40-44 ani, Anul 1995, Numar persoane, 19
Varsta sotului 20-24 ani, Varsta sotiei 40-44 ani, Anul 1996, Numar persoane, 14
Varsta sotului 20-24 ani, Varsta sotiei 40-44 ani, Anul 1997, Numar persoane, 15
Varsta sotului 20-24 ani, Varsta sotiei 40-44 ani, Anul 1998, Numar persoane, 11
Varsta sotului 20-24 ani, Varsta sotiei 40-44 ani, Anul 1999, Numar persoane, 14
Varsta sotului 20-24 ani, Varsta sotiei 40-44 ani, Anul 2000, Numar persoane, 12
Varsta sotului 20-24 ani, Varsta sotiei 40-44 ani, Anul 2001, Numar persoane, 18
Varsta sotului 20-24 ani, Varsta sotiei 40-44 ani, Anul 2002, Numar persoane, 16
Varsta sotului 20-24 ani, Varsta sotiei 40-44 ani, Anul 2003, Numar persoane, 22
Varsta sotului 20-24 ani, Varsta sotiei 40-44 ani, Anul 2004, Numar persoane, 24
Varsta sotului 20-24 ani, Varsta sotiei 40-44 ani, Anul 2005, Numar persoane, 26
Varsta sotului 20-24 ani, Varsta sotiei 40-44 ani, Anul 2006, Numar persoane, 34
Varsta sotului 20-24 ani, Varsta sotiei 40-44 ani, Anul 2007, Numar persoane, 11
Varsta sotului 20-24 ani, Varsta sotiei 40-44 ani, Anul 2008, Numar persoane, 21
Varsta sotului 20-24 ani, Varsta sotiei 40-44 ani, Anul 2009, Numar persoane, 11
Varsta sotului 20-24 ani, Varsta sotiei 40-44 ani, Anul 2010, Numar persoane, 7
Varsta sotului 20-24 ani, Varsta sotiei 40-44 ani, Anul 2011, Numar persoane, 14
Varsta sotului 20-24 ani, Varsta sotiei 40-44 ani, Anul 2012, Numar persoane, 14
Varsta sotului 20-24 ani, Varsta sotiei 40-44 ani, Anul 2013, Numar persoane, 6
Varsta sotului 20-24 ani, Varsta sotiei 40-44 ani, Anul 2014, Numar persoane, 11
Varsta sotului 20-24 ani, Varsta sotiei 40-44 ani, Anul 2015, Numar persoane, 12
Varsta sotului 20-24 ani, Varsta sotiei 40-44 ani, Anul 2016, Numar persoane, 12
Varsta sotului 20-24 ani, Varsta sotiei 45-49 ani, Anul 1990, Numar persoane, 15
Varsta sotului 20-24 ani, Varsta sotiei 45-49 ani, Anul 1991, Numar persoane, 7
Varsta sotului 20-24 ani, Varsta sotiei 45-49 ani, Anul 1992, Numar persoane, 5
Varsta sotului 20-24 ani, Varsta sotiei 45-49 ani, Anul 1993, Numar persoane, 4
Varsta sotului 20-24 ani, Varsta sotiei 45-49 ani, Anul 1994, Numar persoane, 3
Varsta sotului 20-24 ani, Varsta sotiei 45-49 ani, Anul 1995, Numar persoane, 2
Varsta sotului 20-24 ani, Varsta sotiei 45-49 ani, Anul 1996, Numar persoane, 6
Varsta sotului 20-24 ani, Varsta sotiei 45-49 ani, Anul 1997, Numar persoane, 10
Varsta sotului 20-24 ani, Varsta sotiei 45-49 ani, Anul 1998, Numar persoane, 4
Varsta sotului 20-24 ani, Varsta sotiei 45-49 ani, Anul 1999, Numar persoane, 5
Varsta sotului 20-24 ani, Varsta sotiei 45-49 ani, Anul 2000, Numar persoane, 6
Varsta sotului 20-24 ani, Varsta sotiei 45-49 ani, Anul 2001, Numar persoane, 5
Varsta sotului 20-24 ani, Varsta sotiei 45-49 ani, Anul 2002, Numar persoane, 7
Varsta sotului 20-24 ani, Varsta sotiei 45-49 ani, Anul 2003, Numar persoane, 5
Varsta sotului 20-24 ani, Varsta sotiei 45-49 ani, Anul 2004, Numar persoane, 13
Varsta sotului 20-24 ani, Varsta sotiei 45-49 ani, Anul 2005, Numar persoane, 11
Varsta sotului 20-24 ani, Varsta sotiei 45-49 ani, Anul 2006, Numar persoane, 17
Varsta sotului 20-24 ani, Varsta sotiei 45-49 ani, Anul 2007, Numar persoane, 7
Varsta sotului 20-24 ani, Varsta sotiei 45-49 ani, Anul 2009, Numar persoane, 3
Varsta sotului 20-24 ani, Varsta sotiei 45-49 ani, Anul 2010, Numar persoane, 5
Varsta sotului 20-24 ani, Varsta sotiei 45-49 ani, Anul 2011, Numar persoane, 2
Varsta sotului 20-24 ani, Varsta sotiei 45-49 ani, Anul 2012, Numar persoane, 3
Varsta sotului 20-24 ani, Varsta sotiei 45-49 ani, Anul 2013, Numar persoane, 2
Varsta sotului 20-24 ani, Varsta sotiei 45-49 ani, Anul 2014, Numar persoane, 5
Varsta sotului 20-24 ani, Varsta sotiei 45-49 ani, Anul 2015, Numar persoane, 1
Varsta sotului 20-24 ani, Varsta sotiei 45-49 ani, Anul 2016, Numar persoane, 5
Varsta sotului 20-24 ani, Varsta sotiei 50-54 ani, Anul 1990, Numar persoane, 9
Varsta sotului 20-24 ani, Varsta sotiei 50-54 ani, Anul 1991, Numar persoane, 11
Varsta sotului 20-24 ani, Varsta sotiei 50-54 ani, Anul 1992, Numar persoane, 3
Varsta sotului 20-24 ani, Varsta sotiei 50-54 ani, Anul 1993, Numar persoane, 9
Varsta sotului 20-24 ani, Varsta sotiei 50-54 ani, Anul 1994, Numar persoane, 2
Varsta sotului 20-24 ani, Varsta sotiei 50-54 ani, Anul 1995, Numar persoane, 3
Varsta sotului 20-24 ani, Varsta sotiei 50-54 ani, Anul 1996, Numar persoane, 1
Varsta sotului 20-24 ani, Varsta sotiei 50-54 ani, Anul 1997, Numar persoane, 1
Varsta sotului 20-24 ani, Varsta sotiei 50-54 ani, Anul 1999, Numar persoane, 1
Varsta sotului 20-24 ani, Varsta sotiei 50-54 ani, Anul 2000, Numar persoane, 2
Varsta sotului 20-24 ani, Varsta sotiei 50-54 ani, Anul 2002, Numar persoane, 7
Varsta sotului 20-24 ani, Varsta sotiei 50-54 ani, Anul 2003, Numar persoane, 4
Varsta sotului 20-24 ani, Varsta sotiei 50-54 ani, Anul 2004, Numar persoane, 3
Varsta sotului 20-24 ani, Varsta sotiei 50-54 ani, Anul 2005, Numar persoane, 3
Varsta sotului 20-24 ani, Varsta sotiei 50-54 ani, Anul 2006, Numar persoane, 5
Varsta sotului 20-24 ani, Varsta sotiei 50-54 ani, Anul 2007, Numar persoane, 1
Varsta sotului 20-24 ani, Varsta sotiei 50-54 ani, Anul 2008, Numar persoane, 1
Varsta sotului 20-24 ani, Varsta sotiei 50-54 ani, Anul 2010, Numar persoane, 1
Varsta sotului 20-24 ani, Varsta sotiei 50-54 ani, Anul 2012, Numar persoane, 1
Varsta sotului 20-24 ani, Varsta sotiei 50-54 ani, Anul 2014, Numar persoane, 1
Varsta sotului 20-24 ani, Varsta sotiei 50-54 ani, Anul 2015, Numar persoane, 3
Varsta sotului 20-24 ani, Varsta sotiei 55-59 ani, Anul 1990, Numar persoane, 3
Varsta sotului 20-24 ani, Varsta sotiei 55-59 ani, Anul 1993, Numar persoane, 2
Varsta sotului 20-24 ani, Varsta sotiei 55-59 ani, Anul 1994, Numar persoane, 1
Varsta sotului 20-24 ani, Varsta sotiei 55-59 ani, Anul 1995, Numar persoane, 1
Varsta sotului 20-24 ani, Varsta sotiei 55-59 ani, Anul 1996, Numar persoane, 1
Varsta sotului 20-24 ani, Varsta sotiei 55-59 ani, Anul 2001, Numar persoane, 1
Varsta sotului 20-24 ani, Varsta sotiei 55-59 ani, Anul 2002, Numar persoane, 1
Varsta sotului 20-24 ani, Varsta sotiei 55-59 ani, Anul 2003, Numar persoane, 2
Varsta sotului 20-24 ani, Varsta sotiei 55-59 ani, Anul 2004, Numar persoane, 1
Varsta sotului 20-24 ani, Varsta sotiei 55-59 ani, Anul 2005, Numar persoane, 2
Varsta sotului 20-24 ani, Varsta sotiei 55-59 ani, Anul 2006, Numar persoane, 2
Varsta sotului 20-24 ani, Varsta sotiei 55-59 ani, Anul 2013, Numar persoane, 2
Varsta sotului 20-24 ani, Varsta sotiei 60 ani si peste, Anul 1990, Numar persoane, 10
Varsta sotului 20-24 ani, Varsta sotiei 60 ani si peste, Anul 1992, Numar persoane, 1
Varsta sotului 20-24 ani, Varsta sotiei 60 ani si peste, Anul 1993, Numar persoane, 30
Varsta sotului 20-24 ani, Varsta sotiei 60 ani si peste, Anul 1997, Numar persoane, 1
Varsta sotului 20-24 ani, Varsta sotiei 60 ani si peste, Anul 1999, Numar persoane, 1
Varsta sotului 20-24 ani, Varsta sotiei 60 ani si peste, Anul 2001, Numar persoane, 1
Varsta sotului 20-24 ani, Varsta sotiei 60 ani si peste, Anul 2002, Numar persoane, 1
Varsta sotului 20-24 ani, Varsta sotiei 60 ani si peste, Anul 2004, Numar persoane, 1
Varsta sotului 20-24 ani, Varsta sotiei 60 ani si peste, Anul 2006, Numar persoane, 3
Varsta sotului 20-24 ani, Varsta sotiei 60 ani si peste, Anul 2008, Numar persoane, 1
Varsta sotului 20-24 ani, Varsta sotiei 60 ani si peste, Anul 2014, Numar persoane, 1
Varsta sotului 20-24 ani, Varsta sotiei 60 ani si peste, Anul 2015, Numar persoane, 1
Varsta sotului 25-29 ani, Varsta sotiei sub 20 ani, Anul 1990, Numar persoane, 8936
Varsta sotului 25-29 ani, Varsta sotiei sub 20 ani, Anul 1991, Numar persoane, 7633
Varsta sotului 25-29 ani, Varsta sotiei sub 20 ani, Anul 1992, Numar persoane, 8590
Varsta sotului 25-29 ani, Varsta sotiei sub 20 ani, Anul 1993, Numar persoane, 10694
Varsta sotului 25-29 ani, Varsta sotiei sub 20 ani, Anul 1994, Numar persoane, 11028
Varsta sotului 25-29 ani, Varsta sotiei sub 20 ani, Anul 1995, Numar persoane, 10565
Varsta sotului 25-29 ani, Varsta sotiei sub 20 ani, Anul 1996, Numar persoane, 10172
Varsta sotului 25-29 ani, Varsta sotiei sub 20 ani, Anul 1997, Numar persoane, 9314
Varsta sotului 25-29 ani, Varsta sotiei sub 20 ani, Anul 1998, Numar persoane, 8549
Varsta sotului 25-29 ani, Varsta sotiei sub 20 ani, Anul 1999, Numar persoane, 7956
Varsta sotului 25-29 ani, Varsta sotiei sub 20 ani, Anul 2000, Numar persoane, 7575
Varsta sotului 25-29 ani, Varsta sotiei sub 20 ani, Anul 2001, Numar persoane, 6925
Varsta sotului 25-29 ani, Varsta sotiei sub 20 ani, Anul 2002, Numar persoane, 6904
Varsta sotului 25-29 ani, Varsta sotiei sub 20 ani, Anul 2003, Numar persoane, 7204
Varsta sotului 25-29 ani, Varsta sotiei sub 20 ani, Anul 2004, Numar persoane, 7656
Varsta sotului 25-29 ani, Varsta sotiei sub 20 ani, Anul 2005, Numar persoane, 7047
Varsta sotului 25-29 ani, Varsta sotiei sub 20 ani, Anul 2006, Numar persoane, 7083
Varsta sotului 25-29 ani, Varsta sotiei sub 20 ani, Anul 2007, Numar persoane, 7806
Varsta sotului 25-29 ani, Varsta sotiei sub 20 ani, Anul 2008, Numar persoane, 4990
Varsta sotului 25-29 ani, Varsta sotiei sub 20 ani, Anul 2009, Numar persoane, 3932
Varsta sotului 25-29 ani, Varsta sotiei sub 20 ani, Anul 2010, Numar persoane, 3003
Varsta sotului 25-29 ani, Varsta sotiei sub 20 ani, Anul 2011, Numar persoane, 2451
Varsta sotului 25-29 ani, Varsta sotiei sub 20 ani, Anul 2012, Numar persoane, 2562
Varsta sotului 25-29 ani, Varsta sotiei sub 20 ani, Anul 2013, Numar persoane, 2418
Varsta sotului 25-29 ani, Varsta sotiei sub 20 ani, Anul 2014, Numar persoane, 2467
Varsta sotului 25-29 ani, Varsta sotiei sub 20 ani, Anul 2015, Numar persoane, 2704
Varsta sotului 25-29 ani, Varsta sotiei sub 20 ani, Anul 2016, Numar persoane, 2797
Varsta sotului 25-29 ani, Varsta sotiei 20-24 ani, Anul 1990, Numar persoane, 23129
Varsta sotului 25-29 ani, Varsta sotiei 20-24 ani, Anul 1991, Numar persoane, 20457
Varsta sotului 25-29 ani, Varsta sotiei 20-24 ani, Anul 1992, Numar persoane, 20265
Varsta sotului 25-29 ani, Varsta sotiei 20-24 ani, Anul 1993, Numar persoane, 22671
Varsta sotului 25-29 ani, Varsta sotiei 20-24 ani, Anul 1994, Numar persoane, 23168
Varsta sotului 25-29 ani, Varsta sotiei 20-24 ani, Anul 1995, Numar persoane, 24610
Varsta sotului 25-29 ani, Varsta sotiei 20-24 ani, Anul 1996, Numar persoane, 25354
Varsta sotului 25-29 ani, Varsta sotiei 20-24 ani, Anul 1997, Numar persoane, 25444
Varsta sotului 25-29 ani, Varsta sotiei 20-24 ani, Anul 1998, Numar persoane, 24491
Varsta sotului 25-29 ani, Varsta sotiei 20-24 ani, Anul 1999, Numar persoane, 24310
Varsta sotului 25-29 ani, Varsta sotiei 20-24 ani, Anul 2000, Numar persoane, 24470
Varsta sotului 25-29 ani, Varsta sotiei 20-24 ani, Anul 2001, Numar persoane, 23686
Varsta sotului 25-29 ani, Varsta sotiei 20-24 ani, Anul 2002, Numar persoane, 24041
Varsta sotului 25-29 ani, Varsta sotiei 20-24 ani, Anul 2003, Numar persoane, 24759
Varsta sotului 25-29 ani, Varsta sotiei 20-24 ani, Anul 2004, Numar persoane, 25285
Varsta sotului 25-29 ani, Varsta sotiei 20-24 ani, Anul 2005, Numar persoane, 24293
Varsta sotului 25-29 ani, Varsta sotiei 20-24 ani, Anul 2006, Numar persoane, 24234
Varsta sotului 25-29 ani, Varsta sotiei 20-24 ani, Anul 2007, Numar persoane, 29924
Varsta sotului 25-29 ani, Varsta sotiei 20-24 ani, Anul 2008, Numar persoane, 24696
Varsta sotului 25-29 ani, Varsta sotiei 20-24 ani, Anul 2009, Numar persoane, 22694
Varsta sotului 25-29 ani, Varsta sotiei 20-24 ani, Anul 2010, Numar persoane, 19492
Varsta sotului 25-29 ani, Varsta sotiei 20-24 ani, Anul 2011, Numar persoane, 17206
Varsta sotului 25-29 ani, Varsta sotiei 20-24 ani, Anul 2012, Numar persoane, 17421
Varsta sotului 25-29 ani, Varsta sotiei 20-24 ani, Anul 2013, Numar persoane, 16989
Varsta sotului 25-29 ani, Varsta sotiei 20-24 ani, Anul 2014, Numar persoane, 17543
Varsta sotului 25-29 ani, Varsta sotiei 20-24 ani, Anul 2015, Numar persoane, 17991
Varsta sotului 25-29 ani, Varsta sotiei 20-24 ani, Anul 2016, Numar persoane, 18518
Varsta sotului 25-29 ani, Varsta sotiei 25-29 ani, Anul 1990, Numar persoane, 6394
Varsta sotului 25-29 ani, Varsta sotiei 25-29 ani, Anul 1991, Numar persoane, 5283
Varsta sotului 25-29 ani, Varsta sotiei 25-29 ani, Anul 1992, Numar persoane, 5787
Varsta sotului 25-29 ani, Varsta sotiei 25-29 ani, Anul 1993, Numar persoane, 8801
Varsta sotului 25-29 ani, Varsta sotiei 25-29 ani, Anul 1994, Numar persoane, 11238
Varsta sotului 25-29 ani, Varsta sotiei 25-29 ani, Anul 1995, Numar persoane, 13068
Varsta sotului 25-29 ani, Varsta sotiei 25-29 ani, Anul 1996, Numar persoane, 14366
Varsta sotului 25-29 ani, Varsta sotiei 25-29 ani, Anul 1997, Numar persoane, 14101
Varsta sotului 25-29 ani, Varsta sotiei 25-29 ani, Anul 1998, Numar persoane, 12824
Varsta sotului 25-29 ani, Varsta sotiei 25-29 ani, Anul 1999, Numar persoane, 12667
Varsta sotului 25-29 ani, Varsta sotiei 25-29 ani, Anul 2000, Numar persoane, 13211
Varsta sotului 25-29 ani, Varsta sotiei 25-29 ani, Anul 2001, Numar persoane, 13840
Varsta sotului 25-29 ani, Varsta sotiei 25-29 ani, Anul 2002, Numar persoane, 15214
Varsta sotului 25-29 ani, Varsta sotiei 25-29 ani, Anul 2003, Numar persoane, 17718
Varsta sotului 25-29 ani, Varsta sotiei 25-29 ani, Anul 2004, Numar persoane, 19816
Varsta sotului 25-29 ani, Varsta sotiei 25-29 ani, Anul 2005, Numar persoane, 20470
Varsta sotului 25-29 ani, Varsta sotiei 25-29 ani, Anul 2006, Numar persoane, 22156
Varsta sotului 25-29 ani, Varsta sotiei 25-29 ani, Anul 2007, Numar persoane, 26356
Varsta sotului 25-29 ani, Varsta sotiei 25-29 ani, Anul 2008, Numar persoane, 21414
Varsta sotului 25-29 ani, Varsta sotiei 25-29 ani, Anul 2009, Numar persoane, 18946
Varsta sotului 25-29 ani, Varsta sotiei 25-29 ani, Anul 2010, Numar persoane, 17208
Varsta sotului 25-29 ani, Varsta sotiei 25-29 ani, Anul 2011, Numar persoane, 15832
Varsta sotului 25-29 ani, Varsta sotiei 25-29 ani, Anul 2012, Numar persoane, 17036
Varsta sotului 25-29 ani, Varsta sotiei 25-29 ani, Anul 2013, Numar persoane, 18447
Varsta sotului 25-29 ani, Varsta sotiei 25-29 ani, Anul 2014, Numar persoane, 21274
Varsta sotului 25-29 ani, Varsta sotiei 25-29 ani, Anul 2015, Numar persoane, 22839
Varsta sotului 25-29 ani, Varsta sotiei 25-29 ani, Anul 2016, Numar persoane, 23059
Varsta sotului 25-29 ani, Varsta sotiei 30-34 ani, Anul 1990, Numar persoane, 1352
Varsta sotului 25-29 ani, Varsta sotiei 30-34 ani, Anul 1991, Numar persoane, 1097
Varsta sotului 25-29 ani, Varsta sotiei 30-34 ani, Anul 1992, Numar persoane, 998
Varsta sotului 25-29 ani, Varsta sotiei 30-34 ani, Anul 1993, Numar persoane, 1050
Varsta sotului 25-29 ani, Varsta sotiei 30-34 ani, Anul 1994, Numar persoane, 1113
Varsta sotului 25-29 ani, Varsta sotiei 30-34 ani, Anul 1995, Numar persoane, 1335
Varsta sotului 25-29 ani, Varsta sotiei 30-34 ani, Anul 1996, Numar persoane, 1477
Varsta sotului 25-29 ani, Varsta sotiei 30-34 ani, Anul 1997, Numar persoane, 1803
Varsta sotului 25-29 ani, Varsta sotiei 30-34 ani, Anul 1998, Numar persoane, 2260
Varsta sotului 25-29 ani, Varsta sotiei 30-34 ani, Anul 1999, Numar persoane, 2333
Varsta sotului 25-29 ani, Varsta sotiei 30-34 ani, Anul 2000, Numar persoane, 2361
Varsta sotului 25-29 ani, Varsta sotiei 30-34 ani, Anul 2001, Numar persoane, 2504
Varsta sotului 25-29 ani, Varsta sotiei 30-34 ani, Anul 2002, Numar persoane, 2429
Varsta sotului 25-29 ani, Varsta sotiei 30-34 ani, Anul 2003, Numar persoane, 2678
Varsta sotului 25-29 ani, Varsta sotiei 30-34 ani, Anul 2004, Numar persoane, 3133
Varsta sotului 25-29 ani, Varsta sotiei 30-34 ani, Anul 2005, Numar persoane, 3364
Varsta sotului 25-29 ani, Varsta sotiei 30-34 ani, Anul 2006, Numar persoane, 3766
Varsta sotului 25-29 ani, Varsta sotiei 30-34 ani, Anul 2007, Numar persoane, 4425
Varsta sotului 25-29 ani, Varsta sotiei 30-34 ani, Anul 2008, Numar persoane, 3894
Varsta sotului 25-29 ani, Varsta sotiei 30-34 ani, Anul 2009, Numar persoane, 3554
Varsta sotului 25-29 ani, Varsta sotiei 30-34 ani, Anul 2010, Numar persoane, 3128
Varsta sotului 25-29 ani, Varsta sotiei 30-34 ani, Anul 2011, Numar persoane, 2669
Varsta sotului 25-29 ani, Varsta sotiei 30-34 ani, Anul 2012, Numar persoane, 2529
Varsta sotului 25-29 ani, Varsta sotiei 30-34 ani, Anul 2013, Numar persoane, 2595
Varsta sotului 25-29 ani, Varsta sotiei 30-34 ani, Anul 2014, Numar persoane, 2962
Varsta sotului 25-29 ani, Varsta sotiei 30-34 ani, Anul 2015, Numar persoane, 3295
Varsta sotului 25-29 ani, Varsta sotiei 30-34 ani, Anul 2016, Numar persoane, 3728
Varsta sotului 25-29 ani, Varsta sotiei 35-39 ani, Anul 1990, Numar persoane, 349
Varsta sotului 25-29 ani, Varsta sotiei 35-39 ani, Anul 1991, Numar persoane, 267
Varsta sotului 25-29 ani, Varsta sotiei 35-39 ani, Anul 1992, Numar persoane, 225
Varsta sotului 25-29 ani, Varsta sotiei 35-39 ani, Anul 1993, Numar persoane, 234
Varsta sotului 25-29 ani, Varsta sotiei 35-39 ani, Anul 1994, Numar persoane, 261
Varsta sotului 25-29 ani, Varsta sotiei 35-39 ani, Anul 1995, Numar persoane, 298
Varsta sotului 25-29 ani, Varsta sotiei 35-39 ani, Anul 1996, Numar persoane, 301
Varsta sotului 25-29 ani, Varsta sotiei 35-39 ani, Anul 1997, Numar persoane, 310
Varsta sotului 25-29 ani, Varsta sotiei 35-39 ani, Anul 1998, Numar persoane, 300
Varsta sotului 25-29 ani, Varsta sotiei 35-39 ani, Anul 1999, Numar persoane, 247
Varsta sotului 25-29 ani, Varsta sotiei 35-39 ani, Anul 2000, Numar persoane, 270
Varsta sotului 25-29 ani, Varsta sotiei 35-39 ani, Anul 2001, Numar persoane, 263
Varsta sotului 25-29 ani, Varsta sotiei 35-39 ani, Anul 2002, Numar persoane, 325
Varsta sotului 25-29 ani, Varsta sotiei 35-39 ani, Anul 2003, Numar persoane, 507
Varsta sotului 25-29 ani, Varsta sotiei 35-39 ani, Anul 2004, Numar persoane, 620
Varsta sotului 25-29 ani, Varsta sotiei 35-39 ani, Anul 2005, Numar persoane, 684
Varsta sotului 25-29 ani, Varsta sotiei 35-39 ani, Anul 2006, Numar persoane, 738
Varsta sotului 25-29 ani, Varsta sotiei 35-39 ani, Anul 2007, Numar persoane, 735
Varsta sotului 25-29 ani, Varsta sotiei 35-39 ani, Anul 2008, Numar persoane, 617
Varsta sotului 25-29 ani, Varsta sotiei 35-39 ani, Anul 2009, Numar persoane, 509
Varsta sotului 25-29 ani, Varsta sotiei 35-39 ani, Anul 2010, Numar persoane, 455
Varsta sotului 25-29 ani, Varsta sotiei 35-39 ani, Anul 2011, Numar persoane, 406
Varsta sotului 25-29 ani, Varsta sotiei 35-39 ani, Anul 2012, Numar persoane, 428
Varsta sotului 25-29 ani, Varsta sotiei 35-39 ani, Anul 2013, Numar persoane, 472
Varsta sotului 25-29 ani, Varsta sotiei 35-39 ani, Anul 2014, Numar persoane, 539
Varsta sotului 25-29 ani, Varsta sotiei 35-39 ani, Anul 2015, Numar persoane, 551
Varsta sotului 25-29 ani, Varsta sotiei 35-39 ani, Anul 2016, Numar persoane, 650
Varsta sotului 25-29 ani, Varsta sotiei 40-44 ani, Anul 1990, Numar persoane, 62
Varsta sotului 25-29 ani, Varsta sotiei 40-44 ani, Anul 1991, Numar persoane, 52
Varsta sotului 25-29 ani, Varsta sotiei 40-44 ani, Anul 1992, Numar persoane, 36
