Sorszám,Neme?,Életkora,Városban lakik?,A legmagasabb iskolai végzettsége,Hányan élnek egy háztartásban?,"Hogy érzi, mennyire boldog? A jelenlegi élethelyzetében a létra melyik fokán áll?",Hogyan érzékeli a szakmai pályafutását? Jelenleg melyik fokon áll karrier szempontjából?,Hogyan érzékeli az egészségi állapotát? Jelenleg  melyik fokon áll egészségileg?,Milyeneknek érzi a baráti kapcsolatait? Jelenleg  melyik fokon áll az emberi kapcsolatokban?,"Milyennek érzékeli a természeti környezetet, amely körülveszi? Jelenleg  melyik fokon áll a környezetével kapcsolatokban?",Megfelelő kikapcsolódási és szórakozási lehetőségei vannak? Jelenleg  melyik fokon áll a kikapcsolódás és szórakozás terén?,Vallásos-e ön?,Hogyan látja a jövőt? A boldogságát tekintve melyik fokon fog állni 5 év múlva?,Hogyan érzékeli az anyagi helyzetét? Jelenleg  melyik fokon áll anyagilag?,Milyeneknek érzi a családi kapcsolatait? Jelenleg  melyik fokon áll a családi kapcsolatokban?,Egy főre jutó nettó jövedelem a háztartásban,Munkaviszonya,Végez hetente legalább 3-szor legkevesebb 30 perc testmozgást?,"Milyen lesz a természeti környezet, amely körülveszi? 5 év múlva melyik fokon fog állni a környezetével kapcsolatokban?",Milyen a spiritualitással való kapcsolata? Jelenleg a létra melyik fokán áll a spiritualitás terén?,"Ha bajba kerül vagy problémája adódik, van-e valaki a családjában vagy a közvetlen környezetében, akinek a segítségére vagy támogatására számíthat?","Melyik székely szék településén van állandó lakhelye? (Az, ahol valóban lakik, nem az, amit a személyazonossági igazolványa ír.)","Szokott-e pénzzel vagy önkéntes munkával segíteni rászorulóknak, esetleg a rászorulókat támogató szervezeteknek? ",Adományozott-e pénzt (bármilyen csekély összeget) az elmúlt hónapban?,"Leggyakrabban (nem a jelen pillanatban) milyen a kedélyállapota? Ha az előző szakaszban említett létrán 0 a mély depresszió és 10 a maximális eufória, akkor jelenleg a létra melyik fokán áll általános kedélyállapotát tekintve?","Az ön közvetlen családjában (szülők, testvérek, házastárs, vagy gyermek) volt-e öngyilkossági kísérlet?","Önnek, személy szerint volt-e öngyilkossági kísérlete?","Úgy érzi, hogy van elég választási szabadsága, amikor fontos élethelyzetekben kell döntenie?",Korruptnak tartja-e a kormányzatot?,Korruptnak tartja-e a székelyföldi politikusokat?,Korruptnak tartja-e a székelyföldi üzletembereket? A helyi gazdasági életben csak korrupcióval lehet érvényesülni?,,
67,férfi,35-44,Igen,felsőfokú,3,8,6,5,5,9,5,nem hiszek semmilyen vallásban vagy teremtőben,8,8,9,3000 RON fölött,Vállalkozó / cégtulajdonos,nem,8,1,Igen,Udvarhelyszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Igen,8,Nem,Nem,Nem,Igen!,Igen!,Igen!,,
68,nő,25-34,Nem,felsőfokú,2,9,8,10,9,10,9,"valamennyire igen, évente többször járok templomba",9,8,10,2000 - 2999 RON között,Alkalmazott,igen,10,9,Igen,Udvarhelyszék,"Pénzzel és önkéntes munkával is szoktam támogatni őket, ha meggyőznek kérésük jogosságáról.",Igen,8,Nem,Nem,Igen,Igen!,Igen!,Nem!,,
69,férfi,35-44,Igen,elemi,3,3,3,7,7,1,0,"valamennyire igen, de nem járok templomba",0,0,7,999 RON alatt,Alkalmazott,nem,5,5,Igen,Csíkszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Nem,10,Nem,Nem,Nem,Igen!,Igen!,Igen!,,
70,férfi,25-34,Igen,felsőfokú,3,8,7,9,8,8,7,"igen, heti rendszerességgel járok templomba",9,7,9,2000 - 2999 RON között,Alkalmazott,nem,9,6,Igen,Udvarhelyszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Nem,8,Nem,Nem,Igen,Igen!,Igen!,Nem!,,
71,férfi,25-34,Nem,felsőfokú,3,8,5,8,7,7,5,"igen, heti rendszerességgel járok templomba",9,4,7,1000 - 1999 RON között,Alkalmazott,igen,8,8,Igen,Gyergyószék,"Pénzzel és önkéntes munkával is szoktam támogatni őket, ha meggyőznek kérésük jogosságáról.",Igen,7,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
72,nő,35-44,Igen,felsőfokú,egyedül él,6,7,8,6,7,6,"nem vagyok vallásos, de hiszek valamiféle teremtő erőben",9,6,6,2000 - 2999 RON között,Vállalkozó / cégtulajdonos,igen,7,8,Igen,Udvarhelyszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Nem,5,Nem,Nem,Nem,Igen!,Igen!,Nem!,,
73,nő,25-34,Igen,felsőfokú,egyedül él,7,7,6,8,7,5,"valamennyire igen, évente többször járok templomba",9,3,8,1000 - 1999 RON között,Alkalmazott,igen,8,7,Igen,Marosszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Nem,7,Nem,Nem,Igen,Igen!,Nem!,Igen!,,
74,nő,55-64,Igen,középiskola,egyedül él,6,4,8,8,7,6,"valamennyire igen, évente többször járok templomba",6,7,9,1000 - 1999 RON között,Háztartásbeli,igen,7,7,Igen,Gyergyószék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Igen,6,Nem,Igen,Nem,Igen!,Igen!,Igen!,,
75,férfi,15-24,Igen,középiskola,3,5,5,8,10,9,6,"igen, heti rendszerességgel járok templomba",7,4,9,1000 - 1999 RON között,Alkalmazott,nem,10,6,Igen,Udvarhelyszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Nem,7,Nem,Nem,Igen,Igen!,Igen!,Nem!,,
76,nő,25-34,Igen,felsőfokú,5 vagy több,8,5,7,4,7,6,"igen, heti rendszerességgel járok templomba",9,5,10,999 RON alatt,Háztartásbeli,,7,9,Igen,Gyergyószék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Nem,8,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
77,férfi,65-74,Igen,középiskola,2,7,8,7,5,8,6,"igen, heti rendszerességgel járok templomba",6,7,8,1000 - 1999 RON között,Nyugdíjas,igen,5,7,Igen,Udvarhelyszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Igen,8,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
78,férfi,25-34,Igen,középiskola,2,7,4,9,6,9,10,"valamennyire igen, évente többször járok templomba",8,3,7,1000 - 1999 RON között,Tanuló / diák,igen,7,7,Igen,Marosszék,"Pénzzel és önkéntes munkával is szoktam támogatni őket, ha meggyőznek kérésük jogosságáról.",Igen,6,Nem,Nem,Igen,Igen!,Igen!,Nem!,,
79,nő,25-34,Igen,felsőfokú,2,7,6,9,8,4,6,"a magam módján vallásos vagyok, de nem járok semmilyen templomba",9,6,8,1000 - 1999 RON között,Alkalmazott,nem,7,7,Igen,Udvarhelyszék,"Pénzzel és önkéntes munkával is szoktam támogatni őket, ha meggyőznek kérésük jogosságáról.",Nem,8,Nem,Nem,Igen,Igen!,Igen!,Nem!,,
80,férfi,15-24,Igen,elemi,4,4,2,9,7,9,7,"igen, heti rendszerességgel járok templomba",10,5,9,1000 - 1999 RON között,Tanuló / diák,igen,8,3,Igen,Udvarhelyszék,Soha. Nem hatódom meg az ilyen kérésektől.,Nem,10,Nem,Nem,Nem,Igen!,Igen!,Igen!,,
81,férfi,45-54,Igen,felsőfokú,2,8,7,9,9,8,8,nem hiszek semmilyen vallásban vagy teremtőben,8,8,7,1000 - 1999 RON között,Vállalkozó / cégtulajdonos,igen,8,5,Igen,Udvarhelyszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Igen,8,Nem,Nem,Igen,Igen!,Nem!,Nem!,,
82,férfi,35-44,Igen,felsőfokú,2,6,8,6,8,5,6,"nem vagyok vallásos, de hiszek valamiféle teremtő erőben",7,4,8,1000 - 1999 RON között,Alkalmazott,igen,5,5,Igen,Udvarhelyszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Nem,5,Nem,Nem,Nem,Igen!,Igen!,Igen!,,
83,férfi,25-34,Igen,felsőfokú,2,8,6,9,10,6,9,"valamennyire igen, de nem járok templomba",9,7,9,2000 - 2999 RON között,Vállalkozó / cégtulajdonos,igen,8,4,Igen,Udvarhelyszék,"Pénzzel és önkéntes munkával is szoktam támogatni őket, ha meggyőznek kérésük jogosságáról.",Nem,7,Nem,Nem,Igen,Igen!,Nem!,Nem!,,
84,férfi,25-34,Igen,középiskola,4,3,7,3,9,8,2,"valamennyire igen, évente többször járok templomba",9,7,8,999 RON alatt,Alkalmazott,nem,8,7,Igen,Udvarhelyszék,Ritkán. Ha rokonom vagy ismerősöm támogatja őket és ő kér fel.,Nem,7,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
85,férfi,25-34,Nem,középiskola,3,7,8,7,9,8,7,"valamennyire igen, évente többször járok templomba",9,6,9,2000 - 2999 RON között,Vállalkozó / cégtulajdonos,nem,9,8,Igen,Udvarhelyszék,"Pénzzel és önkéntes munkával is szoktam támogatni őket, ha meggyőznek kérésük jogosságáról.",Igen,8,Nem,Igen,Igen,Igen!,Igen!,Nem!,,
86,férfi,15-24,Igen,felsőfokú,5 vagy több,7,6,7,7,10,5,"valamennyire igen, de nem járok templomba",6,8,7,2000 - 2999 RON között,Tanuló / diák,nem,8,4,Igen,Gyergyószék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Nem,4,Nem,Nem,Igen,Igen!,Nem!,Igen!,,
87,férfi,25-34,Nem,középiskola,5 vagy több,8,5,8,8,8,8,"valamennyire igen, évente többször járok templomba",9,5,8,999 RON alatt,Alkalmazott,igen,9,8,Igen,Csíkszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Igen,8,Nem,Nem,Igen,Igen!,Nem!,Igen!,,
88,férfi,45-54,Nem,középiskola,5 vagy több,9,5,5,2,9,6,nem hiszek semmilyen vallásban vagy teremtőben,10,9,9,1000 - 1999 RON között,Nyugdíjas,igen,10,0,Igen,Udvarhelyszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Nem,5,Nem,Nem,Igen,Igen!,Igen!,Nem!,,
89,férfi,45-54,Nem,középiskola,2,8,9,9,6,10,9,"igen, heti rendszerességgel járok templomba",9,6,7,1000 - 1999 RON között,Vállalkozó / cégtulajdonos,igen,10,8,Igen,Udvarhelyszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Igen,9,Nem,Nem,Igen,Igen!,Igen!,Nem!,,
90,férfi,25-34,Nem,középiskola,2,8,9,10,7,9,8,"valamennyire igen, évente többször járok templomba",9,7,7,3000 RON fölött,Alkalmazott,igen,10,4,Igen,Csíkszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Igen,7,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
91,férfi,45-54,Nem,felsőfokú,3,5,6,5,4,9,7,"igen, heti rendszerességgel járok templomba",6,6,9,1000 - 1999 RON között,Egyéb,nem,8,8,Igen,Csíkszék,"Mindig segítek ha kérnek. Nem tudok ""Nem!""-et mondani.",Igen,6,Nem,Nem,Nem,Igen!,Igen!,Igen!,,
92,férfi,25-34,Igen,felsőfokú,4,7,2,7,9,5,4,"igen, heti rendszerességgel járok templomba",10,3,9,999 RON alatt,Alkalmazott,nem,8,5,Igen,Udvarhelyszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Nem,5,Nem,Nem,Nem,Igen!,Igen!,Igen!,,
93,nő,45-54,Igen,felsőfokú,4,7,9,7,8,8,6,"igen, heti rendszerességgel járok templomba",8,8,8,1000 - 1999 RON között,Alkalmazott,nem,8,9,Igen,Csíkszék,Természetesen. Én is tagja vagyok egy ilyen szervezetnek.,Igen,7,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
94,férfi,15-24,Igen,felsőfokú,egyedül él,8,9,8,8,8,10,"valamennyire igen, évente többször járok templomba",10,8,10,1000 - 1999 RON között,Alkalmazott,igen,9,7,Igen,Csíkszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Igen,7,Nem,Nem,Igen,Igen!,Nem!,Igen!,,
95,férfi,65-74,Igen,felsőfokú,2,5,8,8,7,8,6,"valamennyire igen, évente többször járok templomba",5,4,9,1000 - 1999 RON között,Nyugdíjas,igen,7,4,Igen,Gyergyószék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Nem,7,Nem,Nem,Igen,Igen!,Igen!,Nem!,,
96,nő,35-44,Igen,felsőfokú,2,8,6,7,9,7,9,"valamennyire igen, évente többször járok templomba",9,7,10,3000 RON fölött,Alkalmazott,nem,8,6,Igen,Bardóc-Miklósvárszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Nem,6,Nem,Nem,Nem,Igen!,Nem!,Nem!,,
97,férfi,15-24,Igen,középiskola,3,8,9,9,8,7,9,"valamennyire igen, de nem járok templomba",9,7,7,2000 - 2999 RON között,Tanuló / diák,igen,7,5,Igen,Csíkszék,Soha. Nem hatódom meg az ilyen kérésektől.,Nem,7,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
98,férfi,15-24,Nem,középiskola,4,7,5,9,10,5,8,"valamennyire igen, évente többször járok templomba",9,5,9,1000 - 1999 RON között,Alkalmazott,igen,8,7,Igen,Csíkszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Igen,7,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
99,férfi,65-74,Igen,középiskola,2,9,9,8,5,9,5,"valamennyire igen, évente többször járok templomba",7,7,9,2000 - 2999 RON között,Nyugdíjas,igen,8,8,Igen,Csíkszék,"Mindig segítek ha kérnek. Nem tudok ""Nem!""-et mondani.",Nem,8,Nem,Nem,Nem,Igen!,Igen!,Igen!,,
100,nő,25-34,Nem,felsőfokú,4,8,7,7,10,9,8,"valamennyire igen, évente többször járok templomba",10,7,8,1000 - 1999 RON között,Alkalmazott,igen,9,8,Igen,Udvarhelyszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Igen,8,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
101,nő,25-34,Igen,középiskola,4,3,2,2,5,4,3,"a magam módján vallásos vagyok, de nem járok semmilyen templomba",4,2,2,1000 - 1999 RON között,Alkalmazott,igen,4,5,Nem,Csíkszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Nem,6,Nem,Igen,Nem,Igen!,Igen!,Igen!,,
102,férfi,25-34,Igen,felsőfokú,2,8,7,10,8,8,8,"valamennyire igen, de nem járok templomba",9,10,9,3000 RON fölött,Alkalmazott,igen,8,6,Igen,Csíkszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Nem,7,Nem,Nem,Igen,Igen!,Igen!,Nem!,,
103,nő,25-34,Igen,felsőfokú,2,7,7,9,9,8,9,"valamennyire igen, de nem járok templomba",9,6,8,1000 - 1999 RON között,Alkalmazott,igen,9,9,Igen,Udvarhelyszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Igen,8,Igen,Igen,Igen,Igen!,Igen!,Igen!,,
104,férfi,25-34,Igen,felsőfokú,2,7,6,8,7,8,6,"igen, heti rendszerességgel járok templomba",8,6,9,1000 - 1999 RON között,Munkanélküli,igen,7,8,Igen,Csíkszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Igen,7,Nem,Nem,Igen,Igen!,Nem!,Nem!,,
105,férfi,25-34,Nem,doktori,3,8,8,9,2,9,1,"nem vagyok vallásos, de hiszek valamiféle teremtő erőben",7,8,8,3000 RON fölött,Alkalmazott,igen,8,1,Igen,Csíkszék,Ritkán. Ha rokonom vagy ismerősöm támogatja őket és ő kér fel.,Nem,5,Igen,Nem,Nem,Igen!,Igen!,Igen!,,
106,nő,45-54,Igen,felsőfokú,3,5,8,7,7,7,5,"valamennyire igen, évente többször járok templomba",5,5,8,1000 - 1999 RON között,Alkalmazott,igen,7,7,Igen,Csíkszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Igen,7,Nem,Nem,Igen,Igen!,Igen!,Nem!,,
107,nő,45-54,Igen,felsőfokú,4,5,10,8,2,9,4,"a magam módján vallásos vagyok, de nem járok semmilyen templomba",5,10,9,1000 - 1999 RON között,Alkalmazott,nem,6,7,Igen,Sepsiszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Igen,5,Igen,Nem,Nem,Igen!,Igen!,Nem!,,
108,férfi,25-34,Nem,felsőfokú,3,3,2,5,2,7,4,"valamennyire igen, de nem járok templomba",7,4,1,1000 - 1999 RON között,Munkanélküli,igen,7,4,Igen,Udvarhelyszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Nem,5,Nem,Nem,Nem,Nem!,Nem!,Nem!,,
109,férfi,25-34,Igen,felsőfokú,2,7,9,9,6,7,7,"valamennyire igen, de nem járok templomba",9,6,7,2000 - 2999 RON között,Vállalkozó / cégtulajdonos,igen,7,5,Igen,Csíkszék,"Mindig segítek ha kérnek. Nem tudok ""Nem!""-et mondani.",Igen,8,Igen,Nem,Nem,Igen!,Igen!,Igen!,,
110,férfi,15-24,Nem,középiskola,4,8,4,10,8,7,9,"valamennyire igen, évente többször járok templomba",8,5,8,999 RON alatt,Tanuló / diák,igen,8,6,Igen,Csíkszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Nem,7,Nem,Nem,Igen,Igen!,Nem!,Nem!,,
111,nő,35-44,Igen,felsőfokú,2,3,0,7,4,7,7,"valamennyire igen, évente többször járok templomba",8,3,9,1000 - 1999 RON között,Egyéb,igen,7,10,Igen,Udvarhelyszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Igen,4,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
112,nő,45-54,Igen,felsőfokú,2,5,7,8,5,4,3,"valamennyire igen, de nem járok templomba",5,1,7,999 RON alatt,Alkalmazott,,4,3,Igen,Udvarhelyszék,"Pénzzel és önkéntes munkával is szoktam támogatni őket, ha meggyőznek kérésük jogosságáról.",Igen,5,Nem,Nem,Nem,Igen!,Igen!,Igen!,,
113,férfi,45-54,Nem,felsőfokú,4,10,10,10,10,10,10,"igen, heti rendszerességgel járok templomba",10,10,10,1000 - 1999 RON között,Alkalmazott,igen,10,10,Igen,Udvarhelyszék,"Mindig segítek ha kérnek. Nem tudok ""Nem!""-et mondani.",Igen,10,Nem,Nem,Igen,Igen!,Igen!,Nem!,,
114,nő,35-44,Igen,doktori,4,9,10,9,6,6,9,"a magam módján vallásos vagyok, de nem járok semmilyen templomba",8,6,9,999 RON alatt,Alkalmazott,nem,4,5,Igen,Csíkszék,"Pénzzel és önkéntes munkával is szoktam támogatni őket, ha meggyőznek kérésük jogosságáról.",Igen,7,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
115,férfi,25-34,Igen,felsőfokú,2,7,5,8,8,7,6,"valamennyire igen, de nem járok templomba",9,6,9,1000 - 1999 RON között,Vállalkozó / cégtulajdonos,igen,5,3,Igen,Udvarhelyszék,Ritkán. Ha rokonom vagy ismerősöm támogatja őket és ő kér fel.,Nem,7,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
116,férfi,25-34,Igen,felsőfokú,4,8,8,8,8,7,5,"a magam módján vallásos vagyok, de nem járok semmilyen templomba",9,8,8,1000 - 1999 RON között,Vállalkozó / cégtulajdonos,nem,8,5,Igen,Csíkszék,Természetesen. Én is tagja vagyok egy ilyen szervezetnek.,Igen,6,Nem,Nem,Igen,Igen!,Nem!,Nem!,,
117,nő,25-34,Igen,felsőfokú,2,9,10,10,10,10,10,"valamennyire igen, évente többször járok templomba",9,10,10,3000 RON fölött,Alkalmazott,nem,8,9,Igen,Csíkszék,"Pénzzel és önkéntes munkával is szoktam támogatni őket, ha meggyőznek kérésük jogosságáról.",Nem,8,Nem,Nem,Igen,Igen!,Igen!,Nem!,,
118,férfi,25-34,Igen,felsőfokú,4,8,0,9,10,8,10,"valamennyire igen, de nem járok templomba",2,0,10,999 RON alatt,Alkalmazott,nem,8,0,Igen,Csíkszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Igen,8,Nem,Nem,Nem,Igen!,Nem!,Nem!,,
119,nő,45-54,Igen,középiskola,2,2,2,4,1,2,1,"valamennyire igen, évente többször járok templomba",2,2,2,1000 - 1999 RON között,Alkalmazott,igen,2,3,Igen,Udvarhelyszék,Ritkán. Ha rokonom vagy ismerősöm támogatja őket és ő kér fel.,Nem,2,Nem,Igen,Igen,Nem!,Nem!,Igen!,,
120,férfi,15-24,Igen,felsőfokú,4,8,6,9,9,10,9,"valamennyire igen, évente többször járok templomba",9,7,10,2000 - 2999 RON között,Alkalmazott,igen,10,8,Igen,Csíkszék,Ritkán. Ha rokonom vagy ismerősöm támogatja őket és ő kér fel.,Nem,7,Nem,Nem,Igen,Nem!,Nem!,Igen!,,
121,nő,15-24,Nem,középiskola,5 vagy több,6,3,10,10,6,4,"igen, heti rendszerességgel járok templomba",8,5,10,1000 - 1999 RON között,Tanuló / diák,nem,8,7,Igen,Csíkszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Igen,8,Nem,Nem,Igen,Igen!,Nem!,Nem!,,
122,férfi,45-54,Igen,felsőfokú,4,5,9,9,5,8,9,"nem vagyok vallásos, de hiszek valamiféle teremtő erőben",6,8,5,2000 - 2999 RON között,Vállalkozó / cégtulajdonos,igen,7,7,Igen,Udvarhelyszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Igen,6,Nem,Nem,Igen,Nem!,Nem!,Nem!,,
123,férfi,55-64,Igen,felsőfokú,4,6,6,6,8,6,7,"valamennyire igen, évente többször járok templomba",6,6,10,1000 - 1999 RON között,Vállalkozó / cégtulajdonos,igen,6,4,Igen,Csíkszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Igen,7,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
124,nő,45-54,Igen,felsőfokú,2,9,10,7,9,8,9,"valamennyire igen, évente többször járok templomba",9,8,10,1000 - 1999 RON között,Alkalmazott,nem,8,8,Igen,Csíkszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Igen,9,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
125,férfi,45-54,Nem,középiskola,4,9,7,9,7,5,8,"a magam módján vallásos vagyok, de nem járok semmilyen templomba",7,9,9,2000 - 2999 RON között,Alkalmazott,igen,6,0,Igen,Csíkszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Igen,8,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
126,nő,45-54,Nem,felsőfokú,3,8,6,6,2,6,2,"igen, heti rendszerességgel járok templomba",7,9,9,1000 - 1999 RON között,Vállalkozó / cégtulajdonos,igen,8,6,Igen,Udvarhelyszék,"Mindig segítek ha kérnek. Nem tudok ""Nem!""-et mondani.",Igen,7,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
127,férfi,25-34,Igen,felsőfokú,2,7,8,9,7,8,6,"valamennyire igen, de nem járok templomba",9,7,7,1000 - 1999 RON között,Alkalmazott,nem,9,6,Igen,Udvarhelyszék,Ritkán. Ha rokonom vagy ismerősöm támogatja őket és ő kér fel.,Nem,7,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
128,férfi,25-34,Nem,középiskola,3,10,5,10,8,10,8,"valamennyire igen, de nem járok templomba",10,5,9,2000 - 2999 RON között,Alkalmazott,igen,10,0,Igen,Udvarhelyszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Igen,8,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
129,férfi,25-34,Igen,felsőfokú,4,5,2,7,7,8,6,"valamennyire igen, évente többször járok templomba",7,1,7,1000 - 1999 RON között,Egyéb,igen,8,5,Igen,Udvarhelyszék,"Pénzzel és önkéntes munkával is szoktam támogatni őket, ha meggyőznek kérésük jogosságáról.",Igen,6,Nem,Nem,Nem,Igen!,Igen!,Igen!,,
130,férfi,55-64,Igen,középiskola,2,2,0,5,5,5,3,"valamennyire igen, évente többször járok templomba",1,1,9,1000 - 1999 RON között,Nyugdíjas,igen,2,5,Igen,Sepsiszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Igen,5,Nem,Nem,Nem,Igen!,Igen!,Igen!,,
131,nő,35-44,Igen,felsőfokú,4,6,9,7,4,4,2,"nem vagyok vallásos, de hiszek valamiféle teremtő erőben",8,9,9,2000 - 2999 RON között,Alkalmazott,igen,5,5,Igen,Csíkszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Nem,5,Nem,Nem,Igen,Igen!,Igen!,Nem!,,
132,férfi,35-44,Igen,felsőfokú,2,8,7,8,8,8,8,"a magam módján vallásos vagyok, de nem járok semmilyen templomba",7,7,8,1000 - 1999 RON között,Alkalmazott,igen,8,2,Igen,Csíkszék,Ritkán. Ha rokonom vagy ismerősöm támogatja őket és ő kér fel.,Igen,5,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
133,nő,65-74,Igen,középiskola,egyedül él,9,10,8,10,8,10,"nem vagyok vallásos, de hiszek valamiféle teremtő erőben",9,5,10,1000 - 1999 RON között,Nyugdíjas,igen,9,8,Igen,Gyergyószék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Igen,10,Nem,Nem,Igen,Igen!,Nem!,Igen!,,
134,nő,25-34,Igen,felsőfokú,3,7,5,9,10,9,8,"a magam módján vallásos vagyok, de nem járok semmilyen templomba",9,8,9,2000 - 2999 RON között,Alkalmazott,igen,7,5,Igen,Udvarhelyszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Igen,8,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
135,nő,35-44,Igen,felsőfokú,egyedül él,6,6,7,7,7,4,"valamennyire igen, de nem járok templomba",7,4,6,1000 - 1999 RON között,Alkalmazott,igen,6,6,Nem,Udvarhelyszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Igen,5,Nem,Nem,Nem,Igen!,Igen!,Nem!,,
136,nő,25-34,Nem,felsőfokú,3,8,5,9,9,7,7,"igen, heti rendszerességgel járok templomba",9,5,10,2000 - 2999 RON között,Egyéb,nem,6,8,Igen,Csíkszék,Ritkán. Ha rokonom vagy ismerősöm támogatja őket és ő kér fel.,Nem,9,Nem,Nem,Igen,Igen!,Igen!,Igen!,,
137,férfi,35-44,Igen,felsőfokú,3,8,8,8,10,8,8,"nem vagyok vallásos, de hiszek valamiféle teremtő erőben",9,5,10,3000 RON fölött,Alkalmazott,igen,8,8,Igen,Csíkszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Igen,8,Nem,Nem,Igen,Nem!,Igen!,Nem!,,
138,férfi,15-24,Igen,elemi,2,6,8,7,8,3,6,"igen, heti rendszerességgel járok templomba",4,5,10,2000 - 2999 RON között,Tanuló / diák,igen,0,7,Igen,Csíkszék,"Ha időm és/vagy anyagi helyzetem engedi, szívesen szoktam segíteni.",Nem,5,Nem,Nem,Nem,Igen!,Nem!,Igen!,,
139,nő,25-34,Nem,felsőfokú,3,7,6,8,5,8,2,"a magam módján vallásos vagyok, de nem járok semmilyen templomba",9,5,9,1000 - 1999 RON között,Háztartásbeli,igen,10,8,Igen,Udvarhelyszék,"Néha adok egy kevés pénzt, de nem szoktam önkéntes munkát végezni.",Igen,8,Nem,Nem,Nem,Igen!,Igen!,Nem!,,
