
Clasificarea internationala a maladiilor - Revizia a X a 1994, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
Boli infectioase si parazitare, Regiunea BUCURESTI - ILFOV, Anul 1999, Numar persoane, 353
Boli infectioase si parazitare, Regiunea BUCURESTI - ILFOV, Anul 2000, Numar persoane, 348
Boli infectioase si parazitare, Regiunea BUCURESTI - ILFOV, Anul 2001, Numar persoane, 346
Boli infectioase si parazitare, Regiunea BUCURESTI - ILFOV, Anul 2002, Numar persoane, 352
Boli infectioase si parazitare, Regiunea BUCURESTI - ILFOV, Anul 2003, Numar persoane, 361
Boli infectioase si parazitare, Regiunea BUCURESTI - ILFOV, Anul 2004, Numar persoane, 285
Boli infectioase si parazitare, Regiunea BUCURESTI - ILFOV, Anul 2005, Numar persoane, 303
Boli infectioase si parazitare, Regiunea BUCURESTI - ILFOV, Anul 2006, Numar persoane, 242
Boli infectioase si parazitare, Regiunea BUCURESTI - ILFOV, Anul 2007, Numar persoane, 236
Boli infectioase si parazitare, Regiunea BUCURESTI - ILFOV, Anul 2008, Numar persoane, 230
Boli infectioase si parazitare, Regiunea BUCURESTI - ILFOV, Anul 2009, Numar persoane, 185
Boli infectioase si parazitare, Regiunea BUCURESTI - ILFOV, Anul 2010, Numar persoane, 161
Boli infectioase si parazitare, Regiunea BUCURESTI - ILFOV, Anul 2011, Numar persoane, 178
Boli infectioase si parazitare, Regiunea BUCURESTI - ILFOV, Anul 2012, Numar persoane, 191
Boli infectioase si parazitare, Regiunea BUCURESTI - ILFOV, Anul 2013, Numar persoane, 202
Boli infectioase si parazitare, Regiunea SUD-VEST OLTENIA, Anul 1990, Numar persoane, 272
Boli infectioase si parazitare, Regiunea SUD-VEST OLTENIA, Anul 1991, Numar persoane, 252
Boli infectioase si parazitare, Regiunea SUD-VEST OLTENIA, Anul 1992, Numar persoane, 299
Boli infectioase si parazitare, Regiunea SUD-VEST OLTENIA, Anul 1993, Numar persoane, 295
Boli infectioase si parazitare, Regiunea SUD-VEST OLTENIA, Anul 1994, Numar persoane, 351
Boli infectioase si parazitare, Regiunea SUD-VEST OLTENIA, Anul 1995, Numar persoane, 378
Boli infectioase si parazitare, Regiunea SUD-VEST OLTENIA, Anul 1996, Numar persoane, 412
Boli infectioase si parazitare, Regiunea SUD-VEST OLTENIA, Anul 1997, Numar persoane, 376
Boli infectioase si parazitare, Regiunea SUD-VEST OLTENIA, Anul 1998, Numar persoane, 386
Boli infectioase si parazitare, Regiunea SUD-VEST OLTENIA, Anul 1999, Numar persoane, 307
Boli infectioase si parazitare, Regiunea SUD-VEST OLTENIA, Anul 2000, Numar persoane, 297
Boli infectioase si parazitare, Regiunea SUD-VEST OLTENIA, Anul 2001, Numar persoane, 327
Boli infectioase si parazitare, Regiunea SUD-VEST OLTENIA, Anul 2002, Numar persoane, 328
Boli infectioase si parazitare, Regiunea SUD-VEST OLTENIA, Anul 2003, Numar persoane, 329
Boli infectioase si parazitare, Regiunea SUD-VEST OLTENIA, Anul 2004, Numar persoane, 296
Boli infectioase si parazitare, Regiunea SUD-VEST OLTENIA, Anul 2005, Numar persoane, 257
Boli infectioase si parazitare, Regiunea SUD-VEST OLTENIA, Anul 2006, Numar persoane, 294
Boli infectioase si parazitare, Regiunea SUD-VEST OLTENIA, Anul 2007, Numar persoane, 270
Boli infectioase si parazitare, Regiunea SUD-VEST OLTENIA, Anul 2008, Numar persoane, 298
Boli infectioase si parazitare, Regiunea SUD-VEST OLTENIA, Anul 2009, Numar persoane, 254
Boli infectioase si parazitare, Regiunea SUD-VEST OLTENIA, Anul 2010, Numar persoane, 254
Boli infectioase si parazitare, Regiunea SUD-VEST OLTENIA, Anul 2011, Numar persoane, 211
Boli infectioase si parazitare, Regiunea SUD-VEST OLTENIA, Anul 2012, Numar persoane, 242
Boli infectioase si parazitare, Regiunea SUD-VEST OLTENIA, Anul 2013, Numar persoane, 199
Boli infectioase si parazitare, Regiunea VEST, Anul 1990, Numar persoane, 282
Boli infectioase si parazitare, Regiunea VEST, Anul 1991, Numar persoane, 283
Boli infectioase si parazitare, Regiunea VEST, Anul 1992, Numar persoane, 340
Boli infectioase si parazitare, Regiunea VEST, Anul 1993, Numar persoane, 358
Boli infectioase si parazitare, Regiunea VEST, Anul 1994, Numar persoane, 334
Boli infectioase si parazitare, Regiunea VEST, Anul 1995, Numar persoane, 392
Boli infectioase si parazitare, Regiunea VEST, Anul 1996, Numar persoane, 376
Boli infectioase si parazitare, Regiunea VEST, Anul 1997, Numar persoane, 411
Boli infectioase si parazitare, Regiunea VEST, Anul 1998, Numar persoane, 375
Boli infectioase si parazitare, Regiunea VEST, Anul 1999, Numar persoane, 356
Boli infectioase si parazitare, Regiunea VEST, Anul 2000, Numar persoane, 327
Boli infectioase si parazitare, Regiunea VEST, Anul 2001, Numar persoane, 363
Boli infectioase si parazitare, Regiunea VEST, Anul 2002, Numar persoane, 367
Boli infectioase si parazitare, Regiunea VEST, Anul 2003, Numar persoane, 341
Boli infectioase si parazitare, Regiunea VEST, Anul 2004, Numar persoane, 303
Boli infectioase si parazitare, Regiunea VEST, Anul 2005, Numar persoane, 247
Boli infectioase si parazitare, Regiunea VEST, Anul 2006, Numar persoane, 229
Boli infectioase si parazitare, Regiunea VEST, Anul 2007, Numar persoane, 215
Boli infectioase si parazitare, Regiunea VEST, Anul 2008, Numar persoane, 245
Boli infectioase si parazitare, Regiunea VEST, Anul 2009, Numar persoane, 197
Boli infectioase si parazitare, Regiunea VEST, Anul 2010, Numar persoane, 240
Boli infectioase si parazitare, Regiunea VEST, Anul 2011, Numar persoane, 221
Boli infectioase si parazitare, Regiunea VEST, Anul 2012, Numar persoane, 195
Boli infectioase si parazitare, Regiunea VEST, Anul 2013, Numar persoane, 231
din care: Tuberculoza, TOTAL, Anul 1990, Numar persoane, 1602
din care: Tuberculoza, TOTAL, Anul 1991, Numar persoane, 1695
din care: Tuberculoza, TOTAL, Anul 1992, Numar persoane, 1961
din care: Tuberculoza, TOTAL, Anul 1993, Numar persoane, 2312
din care: Tuberculoza, TOTAL, Anul 1994, Numar persoane, 2398
din care: Tuberculoza, TOTAL, Anul 1995, Numar persoane, 2560
din care: Tuberculoza, TOTAL, Anul 1996, Numar persoane, 2583
din care: Tuberculoza, TOTAL, Anul 1997, Numar persoane, 2662
din care: Tuberculoza, TOTAL, Anul 1998, Numar persoane, 2369
din care: Tuberculoza, TOTAL, Anul 1999, Numar persoane, 2152
din care: Tuberculoza, TOTAL, Anul 2000, Numar persoane, 2130
din care: Tuberculoza, TOTAL, Anul 2001, Numar persoane, 2387
din care: Tuberculoza, TOTAL, Anul 2002, Numar persoane, 2339
din care: Tuberculoza, TOTAL, Anul 2003, Numar persoane, 2237
din care: Tuberculoza, TOTAL, Anul 2004, Numar persoane, 2089
din care: Tuberculoza, TOTAL, Anul 2005, Numar persoane, 1784
din care: Tuberculoza, TOTAL, Anul 2006, Numar persoane, 1704
din care: Tuberculoza, TOTAL, Anul 2007, Numar persoane, 1606
din care: Tuberculoza, TOTAL, Anul 2008, Numar persoane, 1639
din care: Tuberculoza, TOTAL, Anul 2009, Numar persoane, 1523
din care: Tuberculoza, TOTAL, Anul 2010, Numar persoane, 1482
din care: Tuberculoza, TOTAL, Anul 2011, Numar persoane, 1283
din care: Tuberculoza, TOTAL, Anul 2012, Numar persoane, 1249
din care: Tuberculoza, TOTAL, Anul 2013, Numar persoane, 1136
din care: Tuberculoza, Regiunea NORD-VEST, Anul 1990, Numar persoane, 187
din care: Tuberculoza, Regiunea NORD-VEST, Anul 1991, Numar persoane, 182
din care: Tuberculoza, Regiunea NORD-VEST, Anul 1992, Numar persoane, 208
din care: Tuberculoza, Regiunea NORD-VEST, Anul 1993, Numar persoane, 332
din care: Tuberculoza, Regiunea NORD-VEST, Anul 1994, Numar persoane, 284
din care: Tuberculoza, Regiunea NORD-VEST, Anul 1995, Numar persoane, 269
din care: Tuberculoza, Regiunea NORD-VEST, Anul 1996, Numar persoane, 245
din care: Tuberculoza, Regiunea NORD-VEST, Anul 1997, Numar persoane, 265
din care: Tuberculoza, Regiunea NORD-VEST, Anul 1998, Numar persoane, 240
din care: Tuberculoza, Regiunea NORD-VEST, Anul 1999, Numar persoane, 220
din care: Tuberculoza, Regiunea NORD-VEST, Anul 2000, Numar persoane, 214
din care: Tuberculoza, Regiunea NORD-VEST, Anul 2001, Numar persoane, 249
din care: Tuberculoza, Regiunea NORD-VEST, Anul 2002, Numar persoane, 239
din care: Tuberculoza, Regiunea NORD-VEST, Anul 2003, Numar persoane, 226
din care: Tuberculoza, Regiunea NORD-VEST, Anul 2004, Numar persoane, 223
din care: Tuberculoza, Regiunea NORD-VEST, Anul 2005, Numar persoane, 169
din care: Tuberculoza, Regiunea NORD-VEST, Anul 2006, Numar persoane, 178
din care: Tuberculoza, Regiunea NORD-VEST, Anul 2007, Numar persoane, 127
din care: Tuberculoza, Regiunea NORD-VEST, Anul 2008, Numar persoane, 162
din care: Tuberculoza, Regiunea NORD-VEST, Anul 2009, Numar persoane, 156
din care: Tuberculoza, Regiunea NORD-VEST, Anul 2010, Numar persoane, 136
din care: Tuberculoza, Regiunea NORD-VEST, Anul 2011, Numar persoane, 103
din care: Tuberculoza, Regiunea NORD-VEST, Anul 2012, Numar persoane, 125
din care: Tuberculoza, Regiunea NORD-VEST, Anul 2013, Numar persoane, 112
din care: Tuberculoza, Regiunea CENTRU, Anul 1990, Numar persoane, 113
din care: Tuberculoza, Regiunea CENTRU, Anul 1991, Numar persoane, 138
din care: Tuberculoza, Regiunea CENTRU, Anul 1992, Numar persoane, 169
din care: Tuberculoza, Regiunea CENTRU, Anul 1993, Numar persoane, 172
din care: Tuberculoza, Regiunea CENTRU, Anul 1994, Numar persoane, 201
din care: Tuberculoza, Regiunea CENTRU, Anul 1995, Numar persoane, 196
din care: Tuberculoza, Regiunea CENTRU, Anul 1996, Numar persoane, 218
din care: Tuberculoza, Regiunea CENTRU, Anul 1997, Numar persoane, 201
din care: Tuberculoza, Regiunea CENTRU, Anul 1998, Numar persoane, 202
din care: Tuberculoza, Regiunea CENTRU, Anul 1999, Numar persoane, 207
din care: Tuberculoza, Regiunea CENTRU, Anul 2000, Numar persoane, 162
din care: Tuberculoza, Regiunea CENTRU, Anul 2001, Numar persoane, 174
din care: Tuberculoza, Regiunea CENTRU, Anul 2002, Numar persoane, 193
din care: Tuberculoza, Regiunea CENTRU, Anul 2003, Numar persoane, 156
din care: Tuberculoza, Regiunea CENTRU, Anul 2004, Numar persoane, 140
din care: Tuberculoza, Regiunea CENTRU, Anul 2005, Numar persoane, 129
din care: Tuberculoza, Regiunea CENTRU, Anul 2006, Numar persoane, 121
din care: Tuberculoza, Regiunea CENTRU, Anul 2007, Numar persoane, 104
din care: Tuberculoza, Regiunea CENTRU, Anul 2008, Numar persoane, 121
din care: Tuberculoza, Regiunea CENTRU, Anul 2009, Numar persoane, 120
din care: Tuberculoza, Regiunea CENTRU, Anul 2010, Numar persoane, 124
din care: Tuberculoza, Regiunea CENTRU, Anul 2011, Numar persoane, 96
din care: Tuberculoza, Regiunea CENTRU, Anul 2012, Numar persoane, 98
din care: Tuberculoza, Regiunea CENTRU, Anul 2013, Numar persoane, 71
din care: Tuberculoza, Regiunea NORD-EST, Anul 1990, Numar persoane, 256
din care: Tuberculoza, Regiunea NORD-EST, Anul 1991, Numar persoane, 294
din care: Tuberculoza, Regiunea NORD-EST, Anul 1992, Numar persoane, 327
din care: Tuberculoza, Regiunea NORD-EST, Anul 1993, Numar persoane, 397
din care: Tuberculoza, Regiunea NORD-EST, Anul 1994, Numar persoane, 413
din care: Tuberculoza, Regiunea NORD-EST, Anul 1995, Numar persoane, 426
din care: Tuberculoza, Regiunea NORD-EST, Anul 1996, Numar persoane, 414
din care: Tuberculoza, Regiunea NORD-EST, Anul 1997, Numar persoane, 446
din care: Tuberculoza, Regiunea NORD-EST, Anul 1998, Numar persoane, 375
din care: Tuberculoza, Regiunea NORD-EST, Anul 1999, Numar persoane, 332
din care: Tuberculoza, Regiunea NORD-EST, Anul 2000, Numar persoane, 319
din care: Tuberculoza, Regiunea NORD-EST, Anul 2001, Numar persoane, 381
din care: Tuberculoza, Regiunea NORD-EST, Anul 2002, Numar persoane, 353
din care: Tuberculoza, Regiunea NORD-EST, Anul 2003, Numar persoane, 328
din care: Tuberculoza, Regiunea NORD-EST, Anul 2004, Numar persoane, 348
din care: Tuberculoza, Regiunea NORD-EST, Anul 2005, Numar persoane, 308
din care: Tuberculoza, Regiunea NORD-EST, Anul 2006, Numar persoane, 316
din care: Tuberculoza, Regiunea NORD-EST, Anul 2007, Numar persoane, 270
din care: Tuberculoza, Regiunea NORD-EST, Anul 2008, Numar persoane, 245
din care: Tuberculoza, Regiunea NORD-EST, Anul 2009, Numar persoane, 281
din care: Tuberculoza, Regiunea NORD-EST, Anul 2010, Numar persoane, 297
din care: Tuberculoza, Regiunea NORD-EST, Anul 2011, Numar persoane, 253
din care: Tuberculoza, Regiunea NORD-EST, Anul 2012, Numar persoane, 235
din care: Tuberculoza, Regiunea NORD-EST, Anul 2013, Numar persoane, 245
din care: Tuberculoza, Regiunea SUD-EST, Anul 1990, Numar persoane, 217
din care: Tuberculoza, Regiunea SUD-EST, Anul 1991, Numar persoane, 216
din care: Tuberculoza, Regiunea SUD-EST, Anul 1992, Numar persoane, 236
din care: Tuberculoza, Regiunea SUD-EST, Anul 1993, Numar persoane, 290
din care: Tuberculoza, Regiunea SUD-EST, Anul 1994, Numar persoane, 336
din care: Tuberculoza, Regiunea SUD-EST, Anul 1995, Numar persoane, 368
din care: Tuberculoza, Regiunea SUD-EST, Anul 1996, Numar persoane, 372
din care: Tuberculoza, Regiunea SUD-EST, Anul 1997, Numar persoane, 399
din care: Tuberculoza, Regiunea SUD-EST, Anul 1998, Numar persoane, 294
din care: Tuberculoza, Regiunea SUD-EST, Anul 1999, Numar persoane, 284
din care: Tuberculoza, Regiunea SUD-EST, Anul 2000, Numar persoane, 353
din care: Tuberculoza, Regiunea SUD-EST, Anul 2001, Numar persoane, 351
din care: Tuberculoza, Regiunea SUD-EST, Anul 2002, Numar persoane, 299
din care: Tuberculoza, Regiunea SUD-EST, Anul 2003, Numar persoane, 324
din care: Tuberculoza, Regiunea SUD-EST, Anul 2004, Numar persoane, 288
din care: Tuberculoza, Regiunea SUD-EST, Anul 2005, Numar persoane, 257
din care: Tuberculoza, Regiunea SUD-EST, Anul 2006, Numar persoane, 213
din care: Tuberculoza, Regiunea SUD-EST, Anul 2007, Numar persoane, 240
din care: Tuberculoza, Regiunea SUD-EST, Anul 2008, Numar persoane, 252
din care: Tuberculoza, Regiunea SUD-EST, Anul 2009, Numar persoane, 204
din care: Tuberculoza, Regiunea SUD-EST, Anul 2010, Numar persoane, 190
din care: Tuberculoza, Regiunea SUD-EST, Anul 2011, Numar persoane, 172
din care: Tuberculoza, Regiunea SUD-EST, Anul 2012, Numar persoane, 151
din care: Tuberculoza, Regiunea SUD-EST, Anul 2013, Numar persoane, 150
din care: Tuberculoza, Regiunea SUD-MUNTENIA, Anul 1990, Numar persoane, 291
din care: Tuberculoza, Regiunea SUD-MUNTENIA, Anul 1991, Numar persoane, 293
din care: Tuberculoza, Regiunea SUD-MUNTENIA, Anul 1992, Numar persoane, 334
din care: Tuberculoza, Regiunea SUD-MUNTENIA, Anul 1993, Numar persoane, 361
din care: Tuberculoza, Regiunea SUD-MUNTENIA, Anul 1994, Numar persoane, 352
din care: Tuberculoza, Regiunea SUD-MUNTENIA, Anul 1995, Numar persoane, 413
din care: Tuberculoza, Regiunea SUD-MUNTENIA, Anul 1996, Numar persoane, 426
din care: Tuberculoza, Regiunea SUD-MUNTENIA, Anul 1997, Numar persoane, 460
din care: Tuberculoza, Regiunea SUD-MUNTENIA, Anul 1998, Numar persoane, 404
din care: Tuberculoza, Regiunea SUD-MUNTENIA, Anul 1999, Numar persoane, 357
din care: Tuberculoza, Regiunea SUD-MUNTENIA, Anul 2000, Numar persoane, 357
din care: Tuberculoza, Regiunea SUD-MUNTENIA, Anul 2001, Numar persoane, 438
din care: Tuberculoza, Regiunea SUD-MUNTENIA, Anul 2002, Numar persoane, 442
din care: Tuberculoza, Regiunea SUD-MUNTENIA, Anul 2003, Numar persoane, 384
din care: Tuberculoza, Regiunea SUD-MUNTENIA, Anul 2004, Numar persoane, 400
din care: Tuberculoza, Regiunea SUD-MUNTENIA, Anul 2005, Numar persoane, 312
din care: Tuberculoza, Regiunea SUD-MUNTENIA, Anul 2006, Numar persoane, 263
din care: Tuberculoza, Regiunea SUD-MUNTENIA, Anul 2007, Numar persoane, 299
din care: Tuberculoza, Regiunea SUD-MUNTENIA, Anul 2008, Numar persoane, 291
din care: Tuberculoza, Regiunea SUD-MUNTENIA, Anul 2009, Numar persoane, 282
din care: Tuberculoza, Regiunea SUD-MUNTENIA, Anul 2010, Numar persoane, 273
din care: Tuberculoza, Regiunea SUD-MUNTENIA, Anul 2011, Numar persoane, 223
din care: Tuberculoza, Regiunea SUD-MUNTENIA, Anul 2012, Numar persoane, 213
din care: Tuberculoza, Regiunea SUD-MUNTENIA, Anul 2013, Numar persoane, 177
din care: Tuberculoza, Regiunea BUCURESTI - ILFOV, Anul 1990, Numar persoane, 177
din care: Tuberculoza, Regiunea BUCURESTI - ILFOV, Anul 1991, Numar persoane, 170
din care: Tuberculoza, Regiunea BUCURESTI - ILFOV, Anul 1992, Numar persoane, 211
din care: Tuberculoza, Regiunea BUCURESTI - ILFOV, Anul 1993, Numar persoane, 254
din care: Tuberculoza, Regiunea BUCURESTI - ILFOV, Anul 1994, Numar persoane, 329
din care: Tuberculoza, Regiunea BUCURESTI - ILFOV, Anul 1995, Numar persoane, 317
din care: Tuberculoza, Regiunea BUCURESTI - ILFOV, Anul 1996, Numar persoane, 345
din care: Tuberculoza, Regiunea BUCURESTI - ILFOV, Anul 1997, Numar persoane, 344
din care: Tuberculoza, Regiunea BUCURESTI - ILFOV, Anul 1998, Numar persoane, 325
din care: Tuberculoza, Regiunea BUCURESTI - ILFOV, Anul 1999, Numar persoane, 256
din care: Tuberculoza, Regiunea BUCURESTI - ILFOV, Anul 2000, Numar persoane, 252
din care: Tuberculoza, Regiunea BUCURESTI - ILFOV, Anul 2001, Numar persoane, 264
din care: Tuberculoza, Regiunea BUCURESTI - ILFOV, Anul 2002, Numar persoane, 260
din care: Tuberculoza, Regiunea BUCURESTI - ILFOV, Anul 2003, Numar persoane, 261
din care: Tuberculoza, Regiunea BUCURESTI - ILFOV, Anul 2004, Numar persoane, 213
din care: Tuberculoza, Regiunea BUCURESTI - ILFOV, Anul 2005, Numar persoane, 221
din care: Tuberculoza, Regiunea BUCURESTI - ILFOV, Anul 2006, Numar persoane, 189
din care: Tuberculoza, Regiunea BUCURESTI - ILFOV, Anul 2007, Numar persoane, 185
din care: Tuberculoza, Regiunea BUCURESTI - ILFOV, Anul 2008, Numar persoane, 178
din care: Tuberculoza, Regiunea BUCURESTI - ILFOV, Anul 2009, Numar persoane, 148
din care: Tuberculoza, Regiunea BUCURESTI - ILFOV, Anul 2010, Numar persoane, 114
din care: Tuberculoza, Regiunea BUCURESTI - ILFOV, Anul 2011, Numar persoane, 115
din care: Tuberculoza, Regiunea BUCURESTI - ILFOV, Anul 2012, Numar persoane, 108
din care: Tuberculoza, Regiunea BUCURESTI - ILFOV, Anul 2013, Numar persoane, 105
din care: Tuberculoza, Regiunea SUD-VEST OLTENIA, Anul 1990, Numar persoane, 177
din care: Tuberculoza, Regiunea SUD-VEST OLTENIA, Anul 1991, Numar persoane, 194
din care: Tuberculoza, Regiunea SUD-VEST OLTENIA, Anul 1992, Numar persoane, 221
din care: Tuberculoza, Regiunea SUD-VEST OLTENIA, Anul 1993, Numar persoane, 225
din care: Tuberculoza, Regiunea SUD-VEST OLTENIA, Anul 1994, Numar persoane, 218
din care: Tuberculoza, Regiunea SUD-VEST OLTENIA, Anul 1995, Numar persoane, 254
din care: Tuberculoza, Regiunea SUD-VEST OLTENIA, Anul 1996, Numar persoane, 263
din care: Tuberculoza, Regiunea SUD-VEST OLTENIA, Anul 1997, Numar persoane, 250
din care: Tuberculoza, Regiunea SUD-VEST OLTENIA, Anul 1998, Numar persoane, 231
din care: Tuberculoza, Regiunea SUD-VEST OLTENIA, Anul 1999, Numar persoane, 232
din care: Tuberculoza, Regiunea SUD-VEST OLTENIA, Anul 2000, Numar persoane, 225
din care: Tuberculoza, Regiunea SUD-VEST OLTENIA, Anul 2001, Numar persoane, 250
din care: Tuberculoza, Regiunea SUD-VEST OLTENIA, Anul 2002, Numar persoane, 278
din care: Tuberculoza, Regiunea SUD-VEST OLTENIA, Anul 2003, Numar persoane, 275
din care: Tuberculoza, Regiunea SUD-VEST OLTENIA, Anul 2004, Numar persoane, 232
din care: Tuberculoza, Regiunea SUD-VEST OLTENIA, Anul 2005, Numar persoane, 207
din care: Tuberculoza, Regiunea SUD-VEST OLTENIA, Anul 2006, Numar persoane, 224
din care: Tuberculoza, Regiunea SUD-VEST OLTENIA, Anul 2007, Numar persoane, 195
din care: Tuberculoza, Regiunea SUD-VEST OLTENIA, Anul 2008, Numar persoane, 211
din care: Tuberculoza, Regiunea SUD-VEST OLTENIA, Anul 2009, Numar persoane, 199
din care: Tuberculoza, Regiunea SUD-VEST OLTENIA, Anul 2010, Numar persoane, 196
din care: Tuberculoza, Regiunea SUD-VEST OLTENIA, Anul 2011, Numar persoane, 163
din care: Tuberculoza, Regiunea SUD-VEST OLTENIA, Anul 2012, Numar persoane, 191
din care: Tuberculoza, Regiunea SUD-VEST OLTENIA, Anul 2013, Numar persoane, 140
din care: Tuberculoza, Regiunea VEST, Anul 1990, Numar persoane, 184
