
Sexe, Grupe de varsta , Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
Total, 30-34 ani, Harghita, Anul 2001, Numar persoane, 56
Total, 30-34 ani, Harghita, Anul 2002, Numar persoane, 31
Total, 30-34 ani, Harghita, Anul 2003, Numar persoane, 49
Total, 30-34 ani, Harghita, Anul 2004, Numar persoane, 37
Total, 30-34 ani, Harghita, Anul 2005, Numar persoane, 36
Total, 30-34 ani, Harghita, Anul 2006, Numar persoane, 29
Total, 30-34 ani, Harghita, Anul 2007, Numar persoane, 20
Total, 30-34 ani, Harghita, Anul 2008, Numar persoane, 34
Total, 30-34 ani, Harghita, Anul 2009, Numar persoane, 25
Total, 30-34 ani, Harghita, Anul 2010, Numar persoane, 32
Total, 30-34 ani, Harghita, Anul 2011, Numar persoane, 27
Total, 30-34 ani, Harghita, Anul 2012, Numar persoane, 35
Total, 30-34 ani, Mures, Anul 1999, Numar persoane, 60
Total, 30-34 ani, Mures, Anul 2000, Numar persoane, 76
Total, 30-34 ani, Mures, Anul 2001, Numar persoane, 74
Total, 30-34 ani, Mures, Anul 2002, Numar persoane, 69
Total, 30-34 ani, Mures, Anul 2003, Numar persoane, 56
Total, 30-34 ani, Mures, Anul 2004, Numar persoane, 64
Total, 30-34 ani, Mures, Anul 2005, Numar persoane, 47
Total, 30-34 ani, Mures, Anul 2006, Numar persoane, 52
Total, 30-34 ani, Mures, Anul 2007, Numar persoane, 41
Total, 30-34 ani, Mures, Anul 2008, Numar persoane, 59
Total, 30-34 ani, Mures, Anul 2009, Numar persoane, 40
Total, 30-34 ani, Mures, Anul 2010, Numar persoane, 40
Total, 30-34 ani, Mures, Anul 2011, Numar persoane, 59
Total, 30-34 ani, Mures, Anul 2012, Numar persoane, 47
Total, 35-39 ani, TOTAL, Anul 1999, Numar persoane, 3344
Total, 35-39 ani, TOTAL, Anul 2000, Numar persoane, 3109
Total, 35-39 ani, TOTAL, Anul 2001, Numar persoane, 2929
Total, 35-39 ani, TOTAL, Anul 2002, Numar persoane, 2936
Total, 35-39 ani, TOTAL, Anul 2003, Numar persoane, 3167
Total, 35-39 ani, TOTAL, Anul 2004, Numar persoane, 3257
Total, 35-39 ani, TOTAL, Anul 2005, Numar persoane, 3273
Total, 35-39 ani, TOTAL, Anul 2006, Numar persoane, 3348
Total, 35-39 ani, TOTAL, Anul 2007, Numar persoane, 3295
Total, 35-39 ani, TOTAL, Anul 2008, Numar persoane, 3055
Total, 35-39 ani, TOTAL, Anul 2009, Numar persoane, 2841
Total, 35-39 ani, TOTAL, Anul 2010, Numar persoane, 2781
Total, 35-39 ani, TOTAL, Anul 2011, Numar persoane, 2390
Total, 35-39 ani, TOTAL, Anul 2012, Numar persoane, 2370
Total, 35-39 ani, Covasna, Anul 1999, Numar persoane, 44
Total, 35-39 ani, Covasna, Anul 2000, Numar persoane, 28
Total, 35-39 ani, Covasna, Anul 2001, Numar persoane, 27
Total, 35-39 ani, Covasna, Anul 2002, Numar persoane, 16
Total, 35-39 ani, Covasna, Anul 2003, Numar persoane, 35
Total, 35-39 ani, Covasna, Anul 2004, Numar persoane, 35
Total, 35-39 ani, Covasna, Anul 2005, Numar persoane, 38
Total, 35-39 ani, Covasna, Anul 2006, Numar persoane, 39
Total, 35-39 ani, Covasna, Anul 2007, Numar persoane, 41
Total, 35-39 ani, Covasna, Anul 2008, Numar persoane, 25
Total, 35-39 ani, Covasna, Anul 2009, Numar persoane, 30
Total, 35-39 ani, Covasna, Anul 2010, Numar persoane, 30
Total, 35-39 ani, Covasna, Anul 2011, Numar persoane, 28
Total, 35-39 ani, Covasna, Anul 2012, Numar persoane, 33
Total, 35-39 ani, Harghita, Anul 1999, Numar persoane, 58
Total, 35-39 ani, Harghita, Anul 2000, Numar persoane, 50
Total, 35-39 ani, Harghita, Anul 2001, Numar persoane, 43
Total, 35-39 ani, Harghita, Anul 2002, Numar persoane, 53
Total, 35-39 ani, Harghita, Anul 2003, Numar persoane, 47
Total, 35-39 ani, Harghita, Anul 2004, Numar persoane, 56
Total, 35-39 ani, Harghita, Anul 2005, Numar persoane, 48
Total, 35-39 ani, Harghita, Anul 2006, Numar persoane, 50
Total, 35-39 ani, Harghita, Anul 2007, Numar persoane, 50
Total, 35-39 ani, Harghita, Anul 2008, Numar persoane, 37
Total, 35-39 ani, Harghita, Anul 2009, Numar persoane, 47
Total, 35-39 ani, Harghita, Anul 2010, Numar persoane, 25
Total, 35-39 ani, Harghita, Anul 2011, Numar persoane, 40
Total, 35-39 ani, Harghita, Anul 2012, Numar persoane, 34
Total, 35-39 ani, Mures, Anul 1999, Numar persoane, 97
Total, 35-39 ani, Mures, Anul 2000, Numar persoane, 70
Total, 35-39 ani, Mures, Anul 2001, Numar persoane, 73
Total, 35-39 ani, Mures, Anul 2002, Numar persoane, 78
Total, 35-39 ani, Mures, Anul 2003, Numar persoane, 83
Total, 35-39 ani, Mures, Anul 2004, Numar persoane, 111
Total, 35-39 ani, Mures, Anul 2005, Numar persoane, 96
Total, 35-39 ani, Mures, Anul 2006, Numar persoane, 101
Total, 35-39 ani, Mures, Anul 2007, Numar persoane, 78
Total, 35-39 ani, Mures, Anul 2008, Numar persoane, 73
Total, 35-39 ani, Mures, Anul 2009, Numar persoane, 80
Total, 35-39 ani, Mures, Anul 2010, Numar persoane, 72
Total, 35-39 ani, Mures, Anul 2011, Numar persoane, 72
Total, 35-39 ani, Mures, Anul 2012, Numar persoane, 76
Total, 40-44 ani, TOTAL, Anul 1999, Numar persoane, 6970
Total, 40-44 ani, TOTAL, Anul 2000, Numar persoane, 6400
Total, 40-44 ani, TOTAL, Anul 2001, Numar persoane, 6197
Total, 40-44 ani, TOTAL, Anul 2002, Numar persoane, 5926
Total, 40-44 ani, TOTAL, Anul 2003, Numar persoane, 5391
Total, 40-44 ani, TOTAL, Anul 2004, Numar persoane, 4856
Total, 40-44 ani, TOTAL, Anul 2005, Numar persoane, 4296
Total, 40-44 ani, TOTAL, Anul 2006, Numar persoane, 3841
Total, 40-44 ani, TOTAL, Anul 2007, Numar persoane, 3841
Total, 40-44 ani, TOTAL, Anul 2008, Numar persoane, 4294
Total, 40-44 ani, TOTAL, Anul 2009, Numar persoane, 4766
Total, 40-44 ani, TOTAL, Anul 2010, Numar persoane, 4924
Total, 40-44 ani, TOTAL, Anul 2011, Numar persoane, 4464
Total, 40-44 ani, TOTAL, Anul 2012, Numar persoane, 4530
Total, 40-44 ani, Covasna, Anul 1999, Numar persoane, 78
Total, 40-44 ani, Covasna, Anul 2000, Numar persoane, 61
Total, 40-44 ani, Covasna, Anul 2001, Numar persoane, 59
Total, 40-44 ani, Covasna, Anul 2002, Numar persoane, 58
Total, 40-44 ani, Covasna, Anul 2003, Numar persoane, 49
Total, 40-44 ani, Covasna, Anul 2004, Numar persoane, 35
Total, 40-44 ani, Covasna, Anul 2005, Numar persoane, 40
Total, 40-44 ani, Covasna, Anul 2006, Numar persoane, 33
Total, 40-44 ani, Covasna, Anul 2007, Numar persoane, 45
Total, 40-44 ani, Covasna, Anul 2008, Numar persoane, 56
Total, 40-44 ani, Covasna, Anul 2009, Numar persoane, 50
Total, 40-44 ani, Covasna, Anul 2010, Numar persoane, 45
Total, 40-44 ani, Covasna, Anul 2011, Numar persoane, 29
Total, 40-44 ani, Covasna, Anul 2012, Numar persoane, 42
Total, 40-44 ani, Harghita, Anul 1999, Numar persoane, 124
Total, 40-44 ani, Harghita, Anul 2000, Numar persoane, 83
Total, 40-44 ani, Harghita, Anul 2001, Numar persoane, 88
Total, 40-44 ani, Harghita, Anul 2002, Numar persoane, 73
Total, 40-44 ani, Harghita, Anul 2003, Numar persoane, 89
Total, 40-44 ani, Harghita, Anul 2004, Numar persoane, 74
Total, 40-44 ani, Harghita, Anul 2005, Numar persoane, 69
Total, 40-44 ani, Harghita, Anul 2006, Numar persoane, 65
Total, 40-44 ani, Harghita, Anul 2007, Numar persoane, 58
Total, 40-44 ani, Harghita, Anul 2008, Numar persoane, 63
Total, 40-44 ani, Harghita, Anul 2009, Numar persoane, 74
Total, 40-44 ani, Harghita, Anul 2010, Numar persoane, 78
Total, 40-44 ani, Harghita, Anul 2011, Numar persoane, 66
Total, 40-44 ani, Harghita, Anul 2012, Numar persoane, 62
Total, 40-44 ani, Mures, Anul 1999, Numar persoane, 206
Total, 40-44 ani, Mures, Anul 2000, Numar persoane, 182
Total, 40-44 ani, Mures, Anul 2001, Numar persoane, 146
Total, 40-44 ani, Mures, Anul 2002, Numar persoane, 166
Total, 40-44 ani, Mures, Anul 2003, Numar persoane, 137
Total, 40-44 ani, Mures, Anul 2004, Numar persoane, 114
Total, 40-44 ani, Mures, Anul 2005, Numar persoane, 131
Total, 40-44 ani, Mures, Anul 2006, Numar persoane, 106
Total, 40-44 ani, Mures, Anul 2007, Numar persoane, 96
Total, 40-44 ani, Mures, Anul 2008, Numar persoane, 116
Total, 40-44 ani, Mures, Anul 2009, Numar persoane, 133
Total, 40-44 ani, Mures, Anul 2010, Numar persoane, 122
Total, 40-44 ani, Mures, Anul 2011, Numar persoane, 115
Total, 40-44 ani, Mures, Anul 2012, Numar persoane, 119
Total, 45-49 ani, TOTAL, Anul 1999, Numar persoane, 10023
Total, 45-49 ani, TOTAL, Anul 2000, Numar persoane, 9782
Total, 45-49 ani, TOTAL, Anul 2001, Numar persoane, 10207
Total, 45-49 ani, TOTAL, Anul 2002, Numar persoane, 10450
Total, 45-49 ani, TOTAL, Anul 2003, Numar persoane, 10253
Total, 45-49 ani, TOTAL, Anul 2004, Numar persoane, 9560
Total, 45-49 ani, TOTAL, Anul 2005, Numar persoane, 9099
Total, 45-49 ani, TOTAL, Anul 2006, Numar persoane, 8146
Total, 45-49 ani, TOTAL, Anul 2007, Numar persoane, 7602
Total, 45-49 ani, TOTAL, Anul 2008, Numar persoane, 7136
Total, 45-49 ani, TOTAL, Anul 2009, Numar persoane, 6862
Total, 45-49 ani, TOTAL, Anul 2010, Numar persoane, 6149
Total, 45-49 ani, TOTAL, Anul 2011, Numar persoane, 5349
Total, 45-49 ani, TOTAL, Anul 2012, Numar persoane, 5170
Total, 45-49 ani, Covasna, Anul 1999, Numar persoane, 115
Total, 45-49 ani, Covasna, Anul 2000, Numar persoane, 92
Total, 45-49 ani, Covasna, Anul 2001, Numar persoane, 104
Total, 45-49 ani, Covasna, Anul 2002, Numar persoane, 106
Total, 45-49 ani, Covasna, Anul 2003, Numar persoane, 124
Total, 45-49 ani, Covasna, Anul 2004, Numar persoane, 91
Total, 45-49 ani, Covasna, Anul 2005, Numar persoane, 105
Total, 45-49 ani, Covasna, Anul 2006, Numar persoane, 76
Total, 45-49 ani, Covasna, Anul 2007, Numar persoane, 74
Total, 45-49 ani, Covasna, Anul 2008, Numar persoane, 57
Total, 45-49 ani, Covasna, Anul 2009, Numar persoane, 71
Total, 45-49 ani, Covasna, Anul 2010, Numar persoane, 61
Total, 45-49 ani, Covasna, Anul 2011, Numar persoane, 47
Total, 45-49 ani, Covasna, Anul 2012, Numar persoane, 65
Total, 45-49 ani, Harghita, Anul 1999, Numar persoane, 150
Total, 45-49 ani, Harghita, Anul 2000, Numar persoane, 154
Total, 45-49 ani, Harghita, Anul 2001, Numar persoane, 160
Total, 45-49 ani, Harghita, Anul 2002, Numar persoane, 165
Total, 45-49 ani, Harghita, Anul 2003, Numar persoane, 186
Total, 45-49 ani, Harghita, Anul 2004, Numar persoane, 143
Total, 45-49 ani, Harghita, Anul 2005, Numar persoane, 126
Total, 45-49 ani, Harghita, Anul 2006, Numar persoane, 134
Total, 45-49 ani, Harghita, Anul 2007, Numar persoane, 110
Total, 45-49 ani, Harghita, Anul 2008, Numar persoane, 103
Total, 45-49 ani, Harghita, Anul 2009, Numar persoane, 106
Total, 45-49 ani, Harghita, Anul 2010, Numar persoane, 87
Total, 45-49 ani, Harghita, Anul 2011, Numar persoane, 82
Total, 45-49 ani, Harghita, Anul 2012, Numar persoane, 76
Total, 45-49 ani, Mures, Anul 1999, Numar persoane, 281
Total, 45-49 ani, Mures, Anul 2000, Numar persoane, 267
Total, 45-49 ani, Mures, Anul 2001, Numar persoane, 287
Total, 45-49 ani, Mures, Anul 2002, Numar persoane, 290
Total, 45-49 ani, Mures, Anul 2003, Numar persoane, 295
Total, 45-49 ani, Mures, Anul 2004, Numar persoane, 263
Total, 45-49 ani, Mures, Anul 2005, Numar persoane, 254
Total, 45-49 ani, Mures, Anul 2006, Numar persoane, 231
Total, 45-49 ani, Mures, Anul 2007, Numar persoane, 205
Total, 45-49 ani, Mures, Anul 2008, Numar persoane, 206
Total, 45-49 ani, Mures, Anul 2009, Numar persoane, 171
Total, 45-49 ani, Mures, Anul 2010, Numar persoane, 160
Total, 45-49 ani, Mures, Anul 2011, Numar persoane, 143
Total, 45-49 ani, Mures, Anul 2012, Numar persoane, 151
Total, 50-54 ani, TOTAL, Anul 1999, Numar persoane, 11143
Total, 50-54 ani, TOTAL, Anul 2000, Numar persoane, 11360
Total, 50-54 ani, TOTAL, Anul 2001, Numar persoane, 12683
Total, 50-54 ani, TOTAL, Anul 2002, Numar persoane, 13595
Total, 50-54 ani, TOTAL, Anul 2003, Numar persoane, 13517
Total, 50-54 ani, TOTAL, Anul 2004, Numar persoane, 13364
Total, 50-54 ani, TOTAL, Anul 2005, Numar persoane, 13024
Total, 50-54 ani, TOTAL, Anul 2006, Numar persoane, 13063
Total, 50-54 ani, TOTAL, Anul 2007, Numar persoane, 12866
Total, 50-54 ani, TOTAL, Anul 2008, Numar persoane, 13280
Total, 50-54 ani, TOTAL, Anul 2009, Numar persoane, 13021
Total, 50-54 ani, TOTAL, Anul 2010, Numar persoane, 12246
Total, 50-54 ani, TOTAL, Anul 2011, Numar persoane, 10631
Total, 50-54 ani, TOTAL, Anul 2012, Numar persoane, 9953
Total, 50-54 ani, Covasna, Anul 1999, Numar persoane, 101
Total, 50-54 ani, Covasna, Anul 2000, Numar persoane, 103
Total, 50-54 ani, Covasna, Anul 2001, Numar persoane, 94
Total, 50-54 ani, Covasna, Anul 2002, Numar persoane, 145
Total, 50-54 ani, Covasna, Anul 2003, Numar persoane, 136
Total, 50-54 ani, Covasna, Anul 2004, Numar persoane, 121
Total, 50-54 ani, Covasna, Anul 2005, Numar persoane, 116
Total, 50-54 ani, Covasna, Anul 2006, Numar persoane, 140
Total, 50-54 ani, Covasna, Anul 2007, Numar persoane, 137
Total, 50-54 ani, Covasna, Anul 2008, Numar persoane, 139
Total, 50-54 ani, Covasna, Anul 2009, Numar persoane, 98
Total, 50-54 ani, Covasna, Anul 2010, Numar persoane, 120
Total, 50-54 ani, Covasna, Anul 2011, Numar persoane, 117
Total, 50-54 ani, Covasna, Anul 2012, Numar persoane, 93
Total, 50-54 ani, Harghita, Anul 1999, Numar persoane, 164
Total, 50-54 ani, Harghita, Anul 2000, Numar persoane, 154
Total, 50-54 ani, Harghita, Anul 2001, Numar persoane, 162
Total, 50-54 ani, Harghita, Anul 2002, Numar persoane, 184
Total, 50-54 ani, Harghita, Anul 2003, Numar persoane, 222
Total, 50-54 ani, Harghita, Anul 2004, Numar persoane, 205
Total, 50-54 ani, Harghita, Anul 2005, Numar persoane, 195
Total, 50-54 ani, Harghita, Anul 2006, Numar persoane, 196
Total, 50-54 ani, Harghita, Anul 2007, Numar persoane, 170
Total, 50-54 ani, Harghita, Anul 2008, Numar persoane, 199
Total, 50-54 ani, Harghita, Anul 2009, Numar persoane, 191
Total, 50-54 ani, Harghita, Anul 2010, Numar persoane, 167
Total, 50-54 ani, Harghita, Anul 2011, Numar persoane, 140
Total, 50-54 ani, Harghita, Anul 2012, Numar persoane, 124
Total, 50-54 ani, Mures, Anul 1999, Numar persoane, 321
Total, 50-54 ani, Mures, Anul 2000, Numar persoane, 315
Total, 50-54 ani, Mures, Anul 2001, Numar persoane, 340
Total, 50-54 ani, Mures, Anul 2002, Numar persoane, 400
Total, 50-54 ani, Mures, Anul 2003, Numar persoane, 356
Total, 50-54 ani, Mures, Anul 2004, Numar persoane, 337
Total, 50-54 ani, Mures, Anul 2005, Numar persoane, 369
Total, 50-54 ani, Mures, Anul 2006, Numar persoane, 374
Total, 50-54 ani, Mures, Anul 2007, Numar persoane, 348
Total, 50-54 ani, Mures, Anul 2008, Numar persoane, 334
Total, 50-54 ani, Mures, Anul 2009, Numar persoane, 364
Total, 50-54 ani, Mures, Anul 2010, Numar persoane, 310
Total, 50-54 ani, Mures, Anul 2011, Numar persoane, 274
Total, 50-54 ani, Mures, Anul 2012, Numar persoane, 259
Total, 55- 59 ani, TOTAL, Anul 1999, Numar persoane, 14799
Total, 55- 59 ani, TOTAL, Anul 2000, Numar persoane, 13851
Total, 55- 59 ani, TOTAL, Anul 2001, Numar persoane, 14088
Total, 55- 59 ani, TOTAL, Anul 2002, Numar persoane, 14060
Total, 55- 59 ani, TOTAL, Anul 2003, Numar persoane, 14463
Total, 55- 59 ani, TOTAL, Anul 2004, Numar persoane, 14279
Total, 55- 59 ani, TOTAL, Anul 2005, Numar persoane, 15271
Total, 55- 59 ani, TOTAL, Anul 2006, Numar persoane, 15686
Total, 55- 59 ani, TOTAL, Anul 2007, Numar persoane, 15958
Total, 55- 59 ani, TOTAL, Anul 2008, Numar persoane, 17144
Total, 55- 59 ani, TOTAL, Anul 2009, Numar persoane, 17319
Total, 55- 59 ani, TOTAL, Anul 2010, Numar persoane, 17135
Total, 55- 59 ani, TOTAL, Anul 2011, Numar persoane, 16034
Total, 55- 59 ani, TOTAL, Anul 2012, Numar persoane, 16416
Total, 55- 59 ani, Covasna, Anul 1999, Numar persoane, 156
Total, 55- 59 ani, Covasna, Anul 2000, Numar persoane, 153
Total, 55- 59 ani, Covasna, Anul 2001, Numar persoane, 148
Total, 55- 59 ani, Covasna, Anul 2002, Numar persoane, 141
Total, 55- 59 ani, Covasna, Anul 2003, Numar persoane, 138
Total, 55- 59 ani, Covasna, Anul 2004, Numar persoane, 133
Total, 55- 59 ani, Covasna, Anul 2005, Numar persoane, 134
Total, 55- 59 ani, Covasna, Anul 2006, Numar persoane, 165
Total, 55- 59 ani, Covasna, Anul 2007, Numar persoane, 154
Total, 55- 59 ani, Covasna, Anul 2008, Numar persoane, 172
Total, 55- 59 ani, Covasna, Anul 2009, Numar persoane, 191
Total, 55- 59 ani, Covasna, Anul 2010, Numar persoane, 190
Total, 55- 59 ani, Covasna, Anul 2011, Numar persoane, 166
Total, 55- 59 ani, Covasna, Anul 2012, Numar persoane, 145
Total, 55- 59 ani, Harghita, Anul 1999, Numar persoane, 269
Total, 55- 59 ani, Harghita, Anul 2000, Numar persoane, 191
Total, 55- 59 ani, Harghita, Anul 2001, Numar persoane, 229
Total, 55- 59 ani, Harghita, Anul 2002, Numar persoane, 229
Total, 55- 59 ani, Harghita, Anul 2003, Numar persoane, 208
Total, 55- 59 ani, Harghita, Anul 2004, Numar persoane, 199
Total, 55- 59 ani, Harghita, Anul 2005, Numar persoane, 219
Total, 55- 59 ani, Harghita, Anul 2006, Numar persoane, 234
Total, 55- 59 ani, Harghita, Anul 2007, Numar persoane, 224
Total, 55- 59 ani, Harghita, Anul 2008, Numar persoane, 256
Total, 55- 59 ani, Harghita, Anul 2009, Numar persoane, 230
Total, 55- 59 ani, Harghita, Anul 2010, Numar persoane, 256
Total, 55- 59 ani, Harghita, Anul 2011, Numar persoane, 254
Total, 55- 59 ani, Harghita, Anul 2012, Numar persoane, 231
Total, 55- 59 ani, Mures, Anul 1999, Numar persoane, 416
Total, 55- 59 ani, Mures, Anul 2000, Numar persoane, 401
Total, 55- 59 ani, Mures, Anul 2001, Numar persoane, 457
Total, 55- 59 ani, Mures, Anul 2002, Numar persoane, 437
Total, 55- 59 ani, Mures, Anul 2003, Numar persoane, 397
Total, 55- 59 ani, Mures, Anul 2004, Numar persoane, 396
Total, 55- 59 ani, Mures, Anul 2005, Numar persoane, 454
Total, 55- 59 ani, Mures, Anul 2006, Numar persoane, 447
Total, 55- 59 ani, Mures, Anul 2007, Numar persoane, 410
Total, 55- 59 ani, Mures, Anul 2008, Numar persoane, 449
Total, 55- 59 ani, Mures, Anul 2009, Numar persoane, 446
Total, 55- 59 ani, Mures, Anul 2010, Numar persoane, 480
Total, 55- 59 ani, Mures, Anul 2011, Numar persoane, 439
Total, 55- 59 ani, Mures, Anul 2012, Numar persoane, 446
Total, 60-64 ani, TOTAL, Anul 1999, Numar persoane, 23913
Total, 60-64 ani, TOTAL, Anul 2000, Numar persoane, 23148
Total, 60-64 ani, TOTAL, Anul 2001, Numar persoane, 22898
Total, 60-64 ani, TOTAL, Anul 2002, Numar persoane, 22254
Total, 60-64 ani, TOTAL, Anul 2003, Numar persoane, 20461
Total, 60-64 ani, TOTAL, Anul 2004, Numar persoane, 18418
Total, 60-64 ani, TOTAL, Anul 2005, Numar persoane, 17432
Total, 60-64 ani, TOTAL, Anul 2006, Numar persoane, 16893
Total, 60-64 ani, TOTAL, Anul 2007, Numar persoane, 16745
Total, 60-64 ani, TOTAL, Anul 2008, Numar persoane, 16953
Total, 60-64 ani, TOTAL, Anul 2009, Numar persoane, 18187
Total, 60-64 ani, TOTAL, Anul 2010, Numar persoane, 19233
Total, 60-64 ani, TOTAL, Anul 2011, Numar persoane, 19470
Total, 60-64 ani, TOTAL, Anul 2012, Numar persoane, 20006
Total, 60-64 ani, Covasna, Anul 1999, Numar persoane, 184
Total, 60-64 ani, Covasna, Anul 2000, Numar persoane, 180
Total, 60-64 ani, Covasna, Anul 2001, Numar persoane, 189
Total, 60-64 ani, Covasna, Anul 2002, Numar persoane, 214
Total, 60-64 ani, Covasna, Anul 2003, Numar persoane, 189
Total, 60-64 ani, Covasna, Anul 2004, Numar persoane, 191
Total, 60-64 ani, Covasna, Anul 2005, Numar persoane, 181
Total, 60-64 ani, Covasna, Anul 2006, Numar persoane, 173
Total, 60-64 ani, Covasna, Anul 2007, Numar persoane, 197
Total, 60-64 ani, Covasna, Anul 2008, Numar persoane, 180
Total, 60-64 ani, Covasna, Anul 2009, Numar persoane, 167
Total, 60-64 ani, Covasna, Anul 2010, Numar persoane, 183
Total, 60-64 ani, Covasna, Anul 2011, Numar persoane, 185
Total, 60-64 ani, Covasna, Anul 2012, Numar persoane, 194
Total, 60-64 ani, Harghita, Anul 1999, Numar persoane, 326
Total, 60-64 ani, Harghita, Anul 2000, Numar persoane, 317
Total, 60-64 ani, Harghita, Anul 2001, Numar persoane, 262
Total, 60-64 ani, Harghita, Anul 2002, Numar persoane, 309
Total, 60-64 ani, Harghita, Anul 2003, Numar persoane, 266
Total, 60-64 ani, Harghita, Anul 2004, Numar persoane, 283
Total, 60-64 ani, Harghita, Anul 2005, Numar persoane, 281
Total, 60-64 ani, Harghita, Anul 2006, Numar persoane, 289
Total, 60-64 ani, Harghita, Anul 2007, Numar persoane, 283
Total, 60-64 ani, Harghita, Anul 2008, Numar persoane, 233
Total, 60-64 ani, Harghita, Anul 2009, Numar persoane, 269
Total, 60-64 ani, Harghita, Anul 2010, Numar persoane, 272
Total, 60-64 ani, Harghita, Anul 2011, Numar persoane, 258
Total, 60-64 ani, Harghita, Anul 2012, Numar persoane, 266
Total, 60-64 ani, Mures, Anul 1999, Numar persoane, 631
Total, 60-64 ani, Mures, Anul 2000, Numar persoane, 568
Total, 60-64 ani, Mures, Anul 2001, Numar persoane, 615
Total, 60-64 ani, Mures, Anul 2002, Numar persoane, 614
Total, 60-64 ani, Mures, Anul 2003, Numar persoane, 544
Total, 60-64 ani, Mures, Anul 2004, Numar persoane, 493
Total, 60-64 ani, Mures, Anul 2005, Numar persoane, 533
Total, 60-64 ani, Mures, Anul 2006, Numar persoane, 515
Total, 60-64 ani, Mures, Anul 2007, Numar persoane, 475
Total, 60-64 ani, Mures, Anul 2008, Numar persoane, 482
Total, 60-64 ani, Mures, Anul 2009, Numar persoane, 494
Total, 60-64 ani, Mures, Anul 2010, Numar persoane, 524
Total, 60-64 ani, Mures, Anul 2011, Numar persoane, 539
Total, 60-64 ani, Mures, Anul 2012, Numar persoane, 493
Total, 65-69 ani, TOTAL, Anul 1999, Numar persoane, 31884
Total, 65-69 ani, TOTAL, Anul 2000, Numar persoane, 30259
Total, 65-69 ani, TOTAL, Anul 2001, Numar persoane, 30616
Total, 65-69 ani, TOTAL, Anul 2002, Numar persoane, 31404
Total, 65-69 ani, TOTAL, Anul 2003, Numar persoane, 30913
Total, 65-69 ani, TOTAL, Anul 2004, Numar persoane, 29796
Total, 65-69 ani, TOTAL, Anul 2005, Numar persoane, 29265
