
Sexe, Grupe de varsta , Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
Total, 0-  4 ani, Regiunea SUD-MUNTENIA, Anul 2012, Numar persoane, 323
Total, 0-  4 ani, Regiunea SUD-MUNTENIA, Anul 2013, Numar persoane, 273
Total, 0-  4 ani, Regiunea BUCURESTI - ILFOV, Anul 1990, Numar persoane, 713
Total, 0-  4 ani, Regiunea BUCURESTI - ILFOV, Anul 1991, Numar persoane, 485
Total, 0-  4 ani, Regiunea BUCURESTI - ILFOV, Anul 1992, Numar persoane, 424
Total, 0-  4 ani, Regiunea BUCURESTI - ILFOV, Anul 1993, Numar persoane, 444
Total, 0-  4 ani, Regiunea BUCURESTI - ILFOV, Anul 1994, Numar persoane, 381
Total, 0-  4 ani, Regiunea BUCURESTI - ILFOV, Anul 1995, Numar persoane, 324
Total, 0-  4 ani, Regiunea BUCURESTI - ILFOV, Anul 1996, Numar persoane, 340
Total, 0-  4 ani, Regiunea BUCURESTI - ILFOV, Anul 1997, Numar persoane, 318
Total, 0-  4 ani, Regiunea BUCURESTI - ILFOV, Anul 1998, Numar persoane, 296
Total, 0-  4 ani, Regiunea BUCURESTI - ILFOV, Anul 1999, Numar persoane, 262
Total, 0-  4 ani, Regiunea BUCURESTI - ILFOV, Anul 2000, Numar persoane, 278
Total, 0-  4 ani, Regiunea BUCURESTI - ILFOV, Anul 2001, Numar persoane, 235
Total, 0-  4 ani, Regiunea BUCURESTI - ILFOV, Anul 2002, Numar persoane, 204
Total, 0-  4 ani, Regiunea BUCURESTI - ILFOV, Anul 2003, Numar persoane, 210
Total, 0-  4 ani, Regiunea BUCURESTI - ILFOV, Anul 2004, Numar persoane, 238
Total, 0-  4 ani, Regiunea BUCURESTI - ILFOV, Anul 2005, Numar persoane, 230
Total, 0-  4 ani, Regiunea BUCURESTI - ILFOV, Anul 2006, Numar persoane, 242
Total, 0-  4 ani, Regiunea BUCURESTI - ILFOV, Anul 2007, Numar persoane, 198
Total, 0-  4 ani, Regiunea BUCURESTI - ILFOV, Anul 2008, Numar persoane, 195
Total, 0-  4 ani, Regiunea BUCURESTI - ILFOV, Anul 2009, Numar persoane, 182
Total, 0-  4 ani, Regiunea BUCURESTI - ILFOV, Anul 2010, Numar persoane, 173
Total, 0-  4 ani, Regiunea BUCURESTI - ILFOV, Anul 2011, Numar persoane, 151
Total, 0-  4 ani, Regiunea BUCURESTI - ILFOV, Anul 2012, Numar persoane, 123
Total, 0-  4 ani, Regiunea BUCURESTI - ILFOV, Anul 2013, Numar persoane, 153
Total, 0-  4 ani, Regiunea SUD-VEST OLTENIA, Anul 1990, Numar persoane, 1192
Total, 0-  4 ani, Regiunea SUD-VEST OLTENIA, Anul 1991, Numar persoane, 837
Total, 0-  4 ani, Regiunea SUD-VEST OLTENIA, Anul 1992, Numar persoane, 786
Total, 0-  4 ani, Regiunea SUD-VEST OLTENIA, Anul 1993, Numar persoane, 740
Total, 0-  4 ani, Regiunea SUD-VEST OLTENIA, Anul 1994, Numar persoane, 833
Total, 0-  4 ani, Regiunea SUD-VEST OLTENIA, Anul 1995, Numar persoane, 695
Total, 0-  4 ani, Regiunea SUD-VEST OLTENIA, Anul 1996, Numar persoane, 725
Total, 0-  4 ani, Regiunea SUD-VEST OLTENIA, Anul 1997, Numar persoane, 662
Total, 0-  4 ani, Regiunea SUD-VEST OLTENIA, Anul 1998, Numar persoane, 654
Total, 0-  4 ani, Regiunea SUD-VEST OLTENIA, Anul 1999, Numar persoane, 528
Total, 0-  4 ani, Regiunea SUD-VEST OLTENIA, Anul 2000, Numar persoane, 513
Total, 0-  4 ani, Regiunea SUD-VEST OLTENIA, Anul 2001, Numar persoane, 421
Total, 0-  4 ani, Regiunea SUD-VEST OLTENIA, Anul 2002, Numar persoane, 418
Total, 0-  4 ani, Regiunea SUD-VEST OLTENIA, Anul 2003, Numar persoane, 394
Total, 0-  4 ani, Regiunea SUD-VEST OLTENIA, Anul 2004, Numar persoane, 442
Total, 0-  4 ani, Regiunea SUD-VEST OLTENIA, Anul 2005, Numar persoane, 388
Total, 0-  4 ani, Regiunea SUD-VEST OLTENIA, Anul 2006, Numar persoane, 374
Total, 0-  4 ani, Regiunea SUD-VEST OLTENIA, Anul 2007, Numar persoane, 277
Total, 0-  4 ani, Regiunea SUD-VEST OLTENIA, Anul 2008, Numar persoane, 261
Total, 0-  4 ani, Regiunea SUD-VEST OLTENIA, Anul 2009, Numar persoane, 257
Total, 0-  4 ani, Regiunea SUD-VEST OLTENIA, Anul 2010, Numar persoane, 216
Total, 0-  4 ani, Regiunea SUD-VEST OLTENIA, Anul 2011, Numar persoane, 197
Total, 0-  4 ani, Regiunea SUD-VEST OLTENIA, Anul 2012, Numar persoane, 209
Total, 0-  4 ani, Regiunea SUD-VEST OLTENIA, Anul 2013, Numar persoane, 194
Total, 0-  4 ani, Regiunea VEST, Anul 1990, Numar persoane, 925
Total, 0-  4 ani, Regiunea VEST, Anul 1991, Numar persoane, 753
Total, 0-  4 ani, Regiunea VEST, Anul 1992, Numar persoane, 654
Total, 0-  4 ani, Regiunea VEST, Anul 1993, Numar persoane, 652
Total, 0-  4 ani, Regiunea VEST, Anul 1994, Numar persoane, 598
Total, 0-  4 ani, Regiunea VEST, Anul 1995, Numar persoane, 505
Total, 0-  4 ani, Regiunea VEST, Anul 1996, Numar persoane, 527
Total, 0-  4 ani, Regiunea VEST, Anul 1997, Numar persoane, 500
Total, 0-  4 ani, Regiunea VEST, Anul 1998, Numar persoane, 426
Total, 0-  4 ani, Regiunea VEST, Anul 1999, Numar persoane, 401
Total, 0-  4 ani, Regiunea VEST, Anul 2000, Numar persoane, 418
Total, 0-  4 ani, Regiunea VEST, Anul 2001, Numar persoane, 368
Total, 0-  4 ani, Regiunea VEST, Anul 2002, Numar persoane, 346
Total, 0-  4 ani, Regiunea VEST, Anul 2003, Numar persoane, 329
Total, 0-  4 ani, Regiunea VEST, Anul 2004, Numar persoane, 356
Total, 0-  4 ani, Regiunea VEST, Anul 2005, Numar persoane, 305
Total, 0-  4 ani, Regiunea VEST, Anul 2006, Numar persoane, 293
Total, 0-  4 ani, Regiunea VEST, Anul 2007, Numar persoane, 249
Total, 0-  4 ani, Regiunea VEST, Anul 2008, Numar persoane, 249
Total, 0-  4 ani, Regiunea VEST, Anul 2009, Numar persoane, 231
Total, 0-  4 ani, Regiunea VEST, Anul 2010, Numar persoane, 211
Total, 0-  4 ani, Regiunea VEST, Anul 2011, Numar persoane, 169
Total, 0-  4 ani, Regiunea VEST, Anul 2012, Numar persoane, 174
Total, 0-  4 ani, Regiunea VEST, Anul 2013, Numar persoane, 154
Total, 5-  9 ani, TOTAL, Anul 1990, Numar persoane, 1011
Total, 5-  9 ani, TOTAL, Anul 1991, Numar persoane, 951
Total, 5-  9 ani, TOTAL, Anul 1992, Numar persoane, 836
Total, 5-  9 ani, TOTAL, Anul 1993, Numar persoane, 950
Total, 5-  9 ani, TOTAL, Anul 1994, Numar persoane, 1226
Total, 5-  9 ani, TOTAL, Anul 1995, Numar persoane, 1350
Total, 5-  9 ani, TOTAL, Anul 1996, Numar persoane, 1398
Total, 5-  9 ani, TOTAL, Anul 1997, Numar persoane, 1359
Total, 5-  9 ani, TOTAL, Anul 1998, Numar persoane, 1167
Total, 5-  9 ani, TOTAL, Anul 1999, Numar persoane, 776
Total, 5-  9 ani, TOTAL, Anul 2000, Numar persoane, 537
Total, 5-  9 ani, TOTAL, Anul 2001, Numar persoane, 456
Total, 5-  9 ani, TOTAL, Anul 2002, Numar persoane, 436
Total, 5-  9 ani, TOTAL, Anul 2003, Numar persoane, 383
Total, 5-  9 ani, TOTAL, Anul 2004, Numar persoane, 359
Total, 5-  9 ani, TOTAL, Anul 2005, Numar persoane, 361
Total, 5-  9 ani, TOTAL, Anul 2006, Numar persoane, 334
Total, 5-  9 ani, TOTAL, Anul 2007, Numar persoane, 327
Total, 5-  9 ani, TOTAL, Anul 2008, Numar persoane, 325
Total, 5-  9 ani, TOTAL, Anul 2009, Numar persoane, 266
Total, 5-  9 ani, TOTAL, Anul 2010, Numar persoane, 282
Total, 5-  9 ani, TOTAL, Anul 2011, Numar persoane, 206
Total, 5-  9 ani, TOTAL, Anul 2012, Numar persoane, 217
Total, 5-  9 ani, TOTAL, Anul 2013, Numar persoane, 208
Total, 5-  9 ani, Regiunea NORD-VEST, Anul 1990, Numar persoane, 135
Total, 5-  9 ani, Regiunea NORD-VEST, Anul 1991, Numar persoane, 122
Total, 5-  9 ani, Regiunea NORD-VEST, Anul 1992, Numar persoane, 114
Total, 5-  9 ani, Regiunea NORD-VEST, Anul 1993, Numar persoane, 99
Total, 5-  9 ani, Regiunea NORD-VEST, Anul 1994, Numar persoane, 116
Total, 5-  9 ani, Regiunea NORD-VEST, Anul 1995, Numar persoane, 96
Total, 5-  9 ani, Regiunea NORD-VEST, Anul 1996, Numar persoane, 97
Total, 5-  9 ani, Regiunea NORD-VEST, Anul 1997, Numar persoane, 107
Total, 5-  9 ani, Regiunea NORD-VEST, Anul 1998, Numar persoane, 101
Total, 5-  9 ani, Regiunea NORD-VEST, Anul 1999, Numar persoane, 77
Total, 5-  9 ani, Regiunea NORD-VEST, Anul 2000, Numar persoane, 61
Total, 5-  9 ani, Regiunea NORD-VEST, Anul 2001, Numar persoane, 50
Total, 5-  9 ani, Regiunea NORD-VEST, Anul 2002, Numar persoane, 50
Total, 5-  9 ani, Regiunea NORD-VEST, Anul 2003, Numar persoane, 45
Total, 5-  9 ani, Regiunea NORD-VEST, Anul 2004, Numar persoane, 42
Total, 5-  9 ani, Regiunea NORD-VEST, Anul 2005, Numar persoane, 52
Total, 5-  9 ani, Regiunea NORD-VEST, Anul 2006, Numar persoane, 41
Total, 5-  9 ani, Regiunea NORD-VEST, Anul 2007, Numar persoane, 45
Total, 5-  9 ani, Regiunea NORD-VEST, Anul 2008, Numar persoane, 31
Total, 5-  9 ani, Regiunea NORD-VEST, Anul 2009, Numar persoane, 34
Total, 5-  9 ani, Regiunea NORD-VEST, Anul 2010, Numar persoane, 34
Total, 5-  9 ani, Regiunea NORD-VEST, Anul 2011, Numar persoane, 27
Total, 5-  9 ani, Regiunea NORD-VEST, Anul 2012, Numar persoane, 22
Total, 5-  9 ani, Regiunea NORD-VEST, Anul 2013, Numar persoane, 23
Total, 5-  9 ani, Regiunea CENTRU, Anul 1990, Numar persoane, 114
Total, 5-  9 ani, Regiunea CENTRU, Anul 1991, Numar persoane, 100
Total, 5-  9 ani, Regiunea CENTRU, Anul 1992, Numar persoane, 91
Total, 5-  9 ani, Regiunea CENTRU, Anul 1993, Numar persoane, 93
Total, 5-  9 ani, Regiunea CENTRU, Anul 1994, Numar persoane, 123
Total, 5-  9 ani, Regiunea CENTRU, Anul 1995, Numar persoane, 140
Total, 5-  9 ani, Regiunea CENTRU, Anul 1996, Numar persoane, 120
Total, 5-  9 ani, Regiunea CENTRU, Anul 1997, Numar persoane, 132
Total, 5-  9 ani, Regiunea CENTRU, Anul 1998, Numar persoane, 120
Total, 5-  9 ani, Regiunea CENTRU, Anul 1999, Numar persoane, 76
Total, 5-  9 ani, Regiunea CENTRU, Anul 2000, Numar persoane, 69
Total, 5-  9 ani, Regiunea CENTRU, Anul 2001, Numar persoane, 40
Total, 5-  9 ani, Regiunea CENTRU, Anul 2002, Numar persoane, 53
Total, 5-  9 ani, Regiunea CENTRU, Anul 2003, Numar persoane, 38
Total, 5-  9 ani, Regiunea CENTRU, Anul 2004, Numar persoane, 45
Total, 5-  9 ani, Regiunea CENTRU, Anul 2005, Numar persoane, 39
Total, 5-  9 ani, Regiunea CENTRU, Anul 2006, Numar persoane, 33
Total, 5-  9 ani, Regiunea CENTRU, Anul 2007, Numar persoane, 36
Total, 5-  9 ani, Regiunea CENTRU, Anul 2008, Numar persoane, 33
Total, 5-  9 ani, Regiunea CENTRU, Anul 2009, Numar persoane, 37
Total, 5-  9 ani, Regiunea CENTRU, Anul 2010, Numar persoane, 33
Total, 5-  9 ani, Regiunea CENTRU, Anul 2011, Numar persoane, 27
Total, 5-  9 ani, Regiunea CENTRU, Anul 2012, Numar persoane, 27
Total, 5-  9 ani, Regiunea CENTRU, Anul 2013, Numar persoane, 25
Total, 5-  9 ani, Regiunea NORD-EST, Anul 1990, Numar persoane, 181
Total, 5-  9 ani, Regiunea NORD-EST, Anul 1991, Numar persoane, 182
Total, 5-  9 ani, Regiunea NORD-EST, Anul 1992, Numar persoane, 164
Total, 5-  9 ani, Regiunea NORD-EST, Anul 1993, Numar persoane, 183
Total, 5-  9 ani, Regiunea NORD-EST, Anul 1994, Numar persoane, 254
Total, 5-  9 ani, Regiunea NORD-EST, Anul 1995, Numar persoane, 304
Total, 5-  9 ani, Regiunea NORD-EST, Anul 1996, Numar persoane, 317
Total, 5-  9 ani, Regiunea NORD-EST, Anul 1997, Numar persoane, 326
Total, 5-  9 ani, Regiunea NORD-EST, Anul 1998, Numar persoane, 257
Total, 5-  9 ani, Regiunea NORD-EST, Anul 1999, Numar persoane, 179
Total, 5-  9 ani, Regiunea NORD-EST, Anul 2000, Numar persoane, 114
Total, 5-  9 ani, Regiunea NORD-EST, Anul 2001, Numar persoane, 105
Total, 5-  9 ani, Regiunea NORD-EST, Anul 2002, Numar persoane, 91
Total, 5-  9 ani, Regiunea NORD-EST, Anul 2003, Numar persoane, 85
Total, 5-  9 ani, Regiunea NORD-EST, Anul 2004, Numar persoane, 82
Total, 5-  9 ani, Regiunea NORD-EST, Anul 2005, Numar persoane, 78
Total, 5-  9 ani, Regiunea NORD-EST, Anul 2006, Numar persoane, 77
Total, 5-  9 ani, Regiunea NORD-EST, Anul 2007, Numar persoane, 71
Total, 5-  9 ani, Regiunea NORD-EST, Anul 2008, Numar persoane, 85
Total, 5-  9 ani, Regiunea NORD-EST, Anul 2009, Numar persoane, 50
Total, 5-  9 ani, Regiunea NORD-EST, Anul 2010, Numar persoane, 72
Total, 5-  9 ani, Regiunea NORD-EST, Anul 2011, Numar persoane, 55
Total, 5-  9 ani, Regiunea NORD-EST, Anul 2012, Numar persoane, 49
Total, 5-  9 ani, Regiunea NORD-EST, Anul 2013, Numar persoane, 37
Total, 5-  9 ani, Regiunea SUD-EST, Anul 1990, Numar persoane, 163
Total, 5-  9 ani, Regiunea SUD-EST, Anul 1991, Numar persoane, 139
Total, 5-  9 ani, Regiunea SUD-EST, Anul 1992, Numar persoane, 133
Total, 5-  9 ani, Regiunea SUD-EST, Anul 1993, Numar persoane, 162
Total, 5-  9 ani, Regiunea SUD-EST, Anul 1994, Numar persoane, 246
Total, 5-  9 ani, Regiunea SUD-EST, Anul 1995, Numar persoane, 240
Total, 5-  9 ani, Regiunea SUD-EST, Anul 1996, Numar persoane, 265
Total, 5-  9 ani, Regiunea SUD-EST, Anul 1997, Numar persoane, 236
Total, 5-  9 ani, Regiunea SUD-EST, Anul 1998, Numar persoane, 204
Total, 5-  9 ani, Regiunea SUD-EST, Anul 1999, Numar persoane, 116
Total, 5-  9 ani, Regiunea SUD-EST, Anul 2000, Numar persoane, 84
Total, 5-  9 ani, Regiunea SUD-EST, Anul 2001, Numar persoane, 69
Total, 5-  9 ani, Regiunea SUD-EST, Anul 2002, Numar persoane, 68
Total, 5-  9 ani, Regiunea SUD-EST, Anul 2003, Numar persoane, 55
Total, 5-  9 ani, Regiunea SUD-EST, Anul 2004, Numar persoane, 40
Total, 5-  9 ani, Regiunea SUD-EST, Anul 2005, Numar persoane, 49
Total, 5-  9 ani, Regiunea SUD-EST, Anul 2006, Numar persoane, 49
Total, 5-  9 ani, Regiunea SUD-EST, Anul 2007, Numar persoane, 46
Total, 5-  9 ani, Regiunea SUD-EST, Anul 2008, Numar persoane, 47
Total, 5-  9 ani, Regiunea SUD-EST, Anul 2009, Numar persoane, 36
Total, 5-  9 ani, Regiunea SUD-EST, Anul 2010, Numar persoane, 38
Total, 5-  9 ani, Regiunea SUD-EST, Anul 2011, Numar persoane, 30
Total, 5-  9 ani, Regiunea SUD-EST, Anul 2012, Numar persoane, 30
Total, 5-  9 ani, Regiunea SUD-EST, Anul 2013, Numar persoane, 35
Total, 5-  9 ani, Regiunea SUD-MUNTENIA, Anul 1990, Numar persoane, 156
Total, 5-  9 ani, Regiunea SUD-MUNTENIA, Anul 1991, Numar persoane, 160
Total, 5-  9 ani, Regiunea SUD-MUNTENIA, Anul 1992, Numar persoane, 118
Total, 5-  9 ani, Regiunea SUD-MUNTENIA, Anul 1993, Numar persoane, 152
Total, 5-  9 ani, Regiunea SUD-MUNTENIA, Anul 1994, Numar persoane, 192
Total, 5-  9 ani, Regiunea SUD-MUNTENIA, Anul 1995, Numar persoane, 199
Total, 5-  9 ani, Regiunea SUD-MUNTENIA, Anul 1996, Numar persoane, 220
Total, 5-  9 ani, Regiunea SUD-MUNTENIA, Anul 1997, Numar persoane, 198
Total, 5-  9 ani, Regiunea SUD-MUNTENIA, Anul 1998, Numar persoane, 196
Total, 5-  9 ani, Regiunea SUD-MUNTENIA, Anul 1999, Numar persoane, 111
Total, 5-  9 ani, Regiunea SUD-MUNTENIA, Anul 2000, Numar persoane, 70
Total, 5-  9 ani, Regiunea SUD-MUNTENIA, Anul 2001, Numar persoane, 68
Total, 5-  9 ani, Regiunea SUD-MUNTENIA, Anul 2002, Numar persoane, 59
Total, 5-  9 ani, Regiunea SUD-MUNTENIA, Anul 2003, Numar persoane, 67
Total, 5-  9 ani, Regiunea SUD-MUNTENIA, Anul 2004, Numar persoane, 64
Total, 5-  9 ani, Regiunea SUD-MUNTENIA, Anul 2005, Numar persoane, 55
Total, 5-  9 ani, Regiunea SUD-MUNTENIA, Anul 2006, Numar persoane, 52
Total, 5-  9 ani, Regiunea SUD-MUNTENIA, Anul 2007, Numar persoane, 55
Total, 5-  9 ani, Regiunea SUD-MUNTENIA, Anul 2008, Numar persoane, 45
Total, 5-  9 ani, Regiunea SUD-MUNTENIA, Anul 2009, Numar persoane, 47
Total, 5-  9 ani, Regiunea SUD-MUNTENIA, Anul 2010, Numar persoane, 41
Total, 5-  9 ani, Regiunea SUD-MUNTENIA, Anul 2011, Numar persoane, 28
Total, 5-  9 ani, Regiunea SUD-MUNTENIA, Anul 2012, Numar persoane, 34
Total, 5-  9 ani, Regiunea SUD-MUNTENIA, Anul 2013, Numar persoane, 50
Total, 5-  9 ani, Regiunea BUCURESTI - ILFOV, Anul 1990, Numar persoane, 85
Total, 5-  9 ani, Regiunea BUCURESTI - ILFOV, Anul 1991, Numar persoane, 84
Total, 5-  9 ani, Regiunea BUCURESTI - ILFOV, Anul 1992, Numar persoane, 59
Total, 5-  9 ani, Regiunea BUCURESTI - ILFOV, Anul 1993, Numar persoane, 66
Total, 5-  9 ani, Regiunea BUCURESTI - ILFOV, Anul 1994, Numar persoane, 82
Total, 5-  9 ani, Regiunea BUCURESTI - ILFOV, Anul 1995, Numar persoane, 89
Total, 5-  9 ani, Regiunea BUCURESTI - ILFOV, Anul 1996, Numar persoane, 87
Total, 5-  9 ani, Regiunea BUCURESTI - ILFOV, Anul 1997, Numar persoane, 56
Total, 5-  9 ani, Regiunea BUCURESTI - ILFOV, Anul 1998, Numar persoane, 45
Total, 5-  9 ani, Regiunea BUCURESTI - ILFOV, Anul 1999, Numar persoane, 39
Total, 5-  9 ani, Regiunea BUCURESTI - ILFOV, Anul 2000, Numar persoane, 33
Total, 5-  9 ani, Regiunea BUCURESTI - ILFOV, Anul 2001, Numar persoane, 17
Total, 5-  9 ani, Regiunea BUCURESTI - ILFOV, Anul 2002, Numar persoane, 22
Total, 5-  9 ani, Regiunea BUCURESTI - ILFOV, Anul 2003, Numar persoane, 18
Total, 5-  9 ani, Regiunea BUCURESTI - ILFOV, Anul 2004, Numar persoane, 19
Total, 5-  9 ani, Regiunea BUCURESTI - ILFOV, Anul 2005, Numar persoane, 27
Total, 5-  9 ani, Regiunea BUCURESTI - ILFOV, Anul 2006, Numar persoane, 20
Total, 5-  9 ani, Regiunea BUCURESTI - ILFOV, Anul 2007, Numar persoane, 16
Total, 5-  9 ani, Regiunea BUCURESTI - ILFOV, Anul 2008, Numar persoane, 22
Total, 5-  9 ani, Regiunea BUCURESTI - ILFOV, Anul 2009, Numar persoane, 17
Total, 5-  9 ani, Regiunea BUCURESTI - ILFOV, Anul 2010, Numar persoane, 16
Total, 5-  9 ani, Regiunea BUCURESTI - ILFOV, Anul 2011, Numar persoane, 11
Total, 5-  9 ani, Regiunea BUCURESTI - ILFOV, Anul 2012, Numar persoane, 17
Total, 5-  9 ani, Regiunea BUCURESTI - ILFOV, Anul 2013, Numar persoane, 12
Total, 5-  9 ani, Regiunea SUD-VEST OLTENIA, Anul 1990, Numar persoane, 97
Total, 5-  9 ani, Regiunea SUD-VEST OLTENIA, Anul 1991, Numar persoane, 103
Total, 5-  9 ani, Regiunea SUD-VEST OLTENIA, Anul 1992, Numar persoane, 93
Total, 5-  9 ani, Regiunea SUD-VEST OLTENIA, Anul 1993, Numar persoane, 121
Total, 5-  9 ani, Regiunea SUD-VEST OLTENIA, Anul 1994, Numar persoane, 138
Total, 5-  9 ani, Regiunea SUD-VEST OLTENIA, Anul 1995, Numar persoane, 176
Total, 5-  9 ani, Regiunea SUD-VEST OLTENIA, Anul 1996, Numar persoane, 168
Total, 5-  9 ani, Regiunea SUD-VEST OLTENIA, Anul 1997, Numar persoane, 172
Total, 5-  9 ani, Regiunea SUD-VEST OLTENIA, Anul 1998, Numar persoane, 156
Total, 5-  9 ani, Regiunea SUD-VEST OLTENIA, Anul 1999, Numar persoane, 109
Total, 5-  9 ani, Regiunea SUD-VEST OLTENIA, Anul 2000, Numar persoane, 71
Total, 5-  9 ani, Regiunea SUD-VEST OLTENIA, Anul 2001, Numar persoane, 66
Total, 5-  9 ani, Regiunea SUD-VEST OLTENIA, Anul 2002, Numar persoane, 48
Total, 5-  9 ani, Regiunea SUD-VEST OLTENIA, Anul 2003, Numar persoane, 39
Total, 5-  9 ani, Regiunea SUD-VEST OLTENIA, Anul 2004, Numar persoane, 35
Total, 5-  9 ani, Regiunea SUD-VEST OLTENIA, Anul 2005, Numar persoane, 39
Total, 5-  9 ani, Regiunea SUD-VEST OLTENIA, Anul 2006, Numar persoane, 37
Total, 5-  9 ani, Regiunea SUD-VEST OLTENIA, Anul 2007, Numar persoane, 36
Total, 5-  9 ani, Regiunea SUD-VEST OLTENIA, Anul 2008, Numar persoane, 39
Total, 5-  9 ani, Regiunea SUD-VEST OLTENIA, Anul 2009, Numar persoane, 27
Total, 5-  9 ani, Regiunea SUD-VEST OLTENIA, Anul 2010, Numar persoane, 26
Total, 5-  9 ani, Regiunea SUD-VEST OLTENIA, Anul 2011, Numar persoane, 17
Total, 5-  9 ani, Regiunea SUD-VEST OLTENIA, Anul 2012, Numar persoane, 15
Total, 5-  9 ani, Regiunea SUD-VEST OLTENIA, Anul 2013, Numar persoane, 15
Total, 5-  9 ani, Regiunea VEST, Anul 1990, Numar persoane, 80
Total, 5-  9 ani, Regiunea VEST, Anul 1991, Numar persoane, 61
Total, 5-  9 ani, Regiunea VEST, Anul 1992, Numar persoane, 64
Total, 5-  9 ani, Regiunea VEST, Anul 1993, Numar persoane, 74
Total, 5-  9 ani, Regiunea VEST, Anul 1994, Numar persoane, 75
Total, 5-  9 ani, Regiunea VEST, Anul 1995, Numar persoane, 106
Total, 5-  9 ani, Regiunea VEST, Anul 1996, Numar persoane, 124
Total, 5-  9 ani, Regiunea VEST, Anul 1997, Numar persoane, 132
Total, 5-  9 ani, Regiunea VEST, Anul 1998, Numar persoane, 88
Total, 5-  9 ani, Regiunea VEST, Anul 1999, Numar persoane, 69
Total, 5-  9 ani, Regiunea VEST, Anul 2000, Numar persoane, 35
Total, 5-  9 ani, Regiunea VEST, Anul 2001, Numar persoane, 41
Total, 5-  9 ani, Regiunea VEST, Anul 2002, Numar persoane, 45
Total, 5-  9 ani, Regiunea VEST, Anul 2003, Numar persoane, 36
Total, 5-  9 ani, Regiunea VEST, Anul 2004, Numar persoane, 32
Total, 5-  9 ani, Regiunea VEST, Anul 2005, Numar persoane, 22
Total, 5-  9 ani, Regiunea VEST, Anul 2006, Numar persoane, 25
Total, 5-  9 ani, Regiunea VEST, Anul 2007, Numar persoane, 22
Total, 5-  9 ani, Regiunea VEST, Anul 2008, Numar persoane, 23
Total, 5-  9 ani, Regiunea VEST, Anul 2009, Numar persoane, 18
Total, 5-  9 ani, Regiunea VEST, Anul 2010, Numar persoane, 22
Total, 5-  9 ani, Regiunea VEST, Anul 2011, Numar persoane, 11
Total, 5-  9 ani, Regiunea VEST, Anul 2012, Numar persoane, 23
Total, 5-  9 ani, Regiunea VEST, Anul 2013, Numar persoane, 11
Total, 10-14 ani, TOTAL, Anul 1990, Numar persoane, 909
Total, 10-14 ani, TOTAL, Anul 1991, Numar persoane, 904
Total, 10-14 ani, TOTAL, Anul 1992, Numar persoane, 797
Total, 10-14 ani, TOTAL, Anul 1993, Numar persoane, 763
Total, 10-14 ani, TOTAL, Anul 1994, Numar persoane, 751
Total, 10-14 ani, TOTAL, Anul 1995, Numar persoane, 744
Total, 10-14 ani, TOTAL, Anul 1996, Numar persoane, 688
Total, 10-14 ani, TOTAL, Anul 1997, Numar persoane, 696
Total, 10-14 ani, TOTAL, Anul 1998, Numar persoane, 881
Total, 10-14 ani, TOTAL, Anul 1999, Numar persoane, 1023
Total, 10-14 ani, TOTAL, Anul 2000, Numar persoane, 1015
Total, 10-14 ani, TOTAL, Anul 2001, Numar persoane, 967
Total, 10-14 ani, TOTAL, Anul 2002, Numar persoane, 787
Total, 10-14 ani, TOTAL, Anul 2003, Numar persoane, 616
Total, 10-14 ani, TOTAL, Anul 2004, Numar persoane, 457
Total, 10-14 ani, TOTAL, Anul 2005, Numar persoane, 392
Total, 10-14 ani, TOTAL, Anul 2006, Numar persoane, 365
Total, 10-14 ani, TOTAL, Anul 2007, Numar persoane, 343
Total, 10-14 ani, TOTAL, Anul 2008, Numar persoane, 315
Total, 10-14 ani, TOTAL, Anul 2009, Numar persoane, 301
