,share,Unnamed: 0,LOC,COUNTRY,LAT,LON,ELEVATION,Dátum,Dátums,Mondás,Jelentés,DS,Dátum:mettől,Dátum:meddig,Kondíció,Érték,Periódus:mettől,Periódus:meddig,Mennyiség,Irány,W
37,24,41,CLUJ NAPOCA,ROMANIA,46.785,23.686,315.8,2019-08-20,augusztus 20.,"Ha Szent István napja esõs, száraz lesz az õsz. ","Ha ezen a dátumon esik, az átlagosnál szárazabb ősz várható.",aug. 20,2019-08-20,2019-08-20,Rain,+,2019-09-21,2019-12-21,Rain,-,
37,30,10,ARAD,ROMANIA,46.177,21.261999999999997,107.3,2019-08-20,augusztus 20.,"Ha Szent István napja esõs, száraz lesz az õsz. ","Ha ezen a dátumon esik, az átlagosnál szárazabb ősz várható.",aug. 20,2019-08-20,2019-08-20,Rain,+,2019-09-21,2019-12-21,Rain,-,
37,25,73,DEVA,ROMANIA,45.867,22.9,231.0,2019-08-20,augusztus 20.,"Ha Szent István napja esõs, száraz lesz az õsz. ","Ha ezen a dátumon esik, az átlagosnál szárazabb ősz várható.",aug. 20,2019-08-20,2019-08-20,Rain,+,2019-09-21,2019-12-21,Rain,-,
37,29,79,TRAIAN VUIA,ROMANIA,45.81,21.338,106.1,2019-08-20,augusztus 20.,"Ha Szent István napja esõs, száraz lesz az õsz. ","Ha ezen a dátumon esik, az átlagosnál szárazabb ősz várható.",aug. 20,2019-08-20,2019-08-20,Rain,+,2019-09-21,2019-12-21,Rain,-,
37,20,82,SIBIU,ROMANIA,45.786,24.090999999999998,456.0,2019-08-20,augusztus 20.,"Ha Szent István napja esõs, száraz lesz az õsz. ","Ha ezen a dátumon esik, az átlagosnál szárazabb ősz várható.",aug. 20,2019-08-20,2019-08-20,Rain,+,2019-09-21,2019-12-21,Rain,-,
38,50,2,MISKOLC,HUNGARY,48.083,20.767,236.0,2019-08-24,augusztus 24.,"Amilyen Szent Bertalan, olyan az õsz.   ","Amilyen ezen a dátumon az idő, olyan lesz az ősz.",aug. 24,2019-08-24,2019-08-24,Temp,A,2019-09-21,2019-12-21,Temp,A,
38,55,5,SZOMBATHELY ARPT / VAS,HUNGARY,47.283,16.633,223.1,2019-08-24,augusztus 24.,"Amilyen Szent Bertalan, olyan az õsz.   ","Amilyen ezen a dátumon az idő, olyan lesz az ősz.",aug. 24,2019-08-24,2019-08-24,Temp,A,2019-09-21,2019-12-21,Temp,A,
38,58,22,SZOLNOK,HUNGARY,47.12300000000001,20.236,98.1,2019-08-24,augusztus 24.,"Amilyen Szent Bertalan, olyan az õsz.   ","Amilyen ezen a dátumon az idő, olyan lesz az ősz.",aug. 24,2019-08-24,2019-08-24,Temp,A,2019-09-21,2019-12-21,Temp,A,
38,37,28,DEBRECEN,HUNGARY,47.489,21.615,110.0,2019-08-24,augusztus 24.,"Amilyen Szent Bertalan, olyan az õsz.   ","Amilyen ezen a dátumon az idő, olyan lesz az ősz.",aug. 24,2019-08-24,2019-08-24,Temp,A,2019-09-21,2019-12-21,Temp,A,
38,36,41,PECS SOUTH,HUNGARY,45.99100000000001,18.241,304.8,2019-08-24,augusztus 24.,"Amilyen Szent Bertalan, olyan az õsz.   ","Amilyen ezen a dátumon az idő, olyan lesz az ősz.",aug. 24,2019-08-24,2019-08-24,Temp,A,2019-09-21,2019-12-21,Temp,A,
38,46,5,SATU MARE,ROMANIA,47.703,22.886,126.2,2019-08-24,augusztus 24.,"Amilyen Szent Bertalan, olyan az õsz.   ","Amilyen ezen a dátumon az idő, olyan lesz az ősz.",aug. 24,2019-08-24,2019-08-24,Temp,A,2019-09-21,2019-12-21,Temp,A,
38,53,41,CLUJ NAPOCA,ROMANIA,46.785,23.686,315.8,2019-08-24,augusztus 24.,"Amilyen Szent Bertalan, olyan az õsz.   ","Amilyen ezen a dátumon az idő, olyan lesz az ősz.",aug. 24,2019-08-24,2019-08-24,Temp,A,2019-09-21,2019-12-21,Temp,A,
38,59,10,ARAD,ROMANIA,46.177,21.261999999999997,107.3,2019-08-24,augusztus 24.,"Amilyen Szent Bertalan, olyan az õsz.   ","Amilyen ezen a dátumon az idő, olyan lesz az ősz.",aug. 24,2019-08-24,2019-08-24,Temp,A,2019-09-21,2019-12-21,Temp,A,
38,45,73,DEVA,ROMANIA,45.867,22.9,231.0,2019-08-24,augusztus 24.,"Amilyen Szent Bertalan, olyan az õsz.   ","Amilyen ezen a dátumon az idő, olyan lesz az ősz.",aug. 24,2019-08-24,2019-08-24,Temp,A,2019-09-21,2019-12-21,Temp,A,
38,64,79,TRAIAN VUIA,ROMANIA,45.81,21.338,106.1,2019-08-24,augusztus 24.,"Amilyen Szent Bertalan, olyan az õsz.   ","Amilyen ezen a dátumon az idő, olyan lesz az ősz.",aug. 24,2019-08-24,2019-08-24,Temp,A,2019-09-21,2019-12-21,Temp,A,
38,54,82,SIBIU,ROMANIA,45.786,24.090999999999998,456.0,2019-08-24,augusztus 24.,"Amilyen Szent Bertalan, olyan az õsz.   ","Amilyen ezen a dátumon az idő, olyan lesz az ősz.",aug. 24,2019-08-24,2019-08-24,Temp,A,2019-09-21,2019-12-21,Temp,A,
39,60,2,MISKOLC,HUNGARY,48.083,20.767,236.0,2019-09-01,szeptember 1.,"Ha Egyed napján esik, esõs lesz az õsz. ","Ha ezen a dátumon esik, az átlagosnál esősebb ősz várható.",szept. 1,2019-09-01,2019-09-01,Rain,+,2019-09-21,2019-12-21,Rain,+,
39,57,5,SZOMBATHELY ARPT / VAS,HUNGARY,47.283,16.633,223.1,2019-09-01,szeptember 1.,"Ha Egyed napján esik, esõs lesz az õsz. ","Ha ezen a dátumon esik, az átlagosnál esősebb ősz várható.",szept. 1,2019-09-01,2019-09-01,Rain,+,2019-09-21,2019-12-21,Rain,+,
39,40,22,SZOLNOK,HUNGARY,47.12300000000001,20.236,98.1,2019-09-01,szeptember 1.,"Ha Egyed napján esik, esõs lesz az õsz. ","Ha ezen a dátumon esik, az átlagosnál esősebb ősz várható.",szept. 1,2019-09-01,2019-09-01,Rain,+,2019-09-21,2019-12-21,Rain,+,
39,60,28,DEBRECEN,HUNGARY,47.489,21.615,110.0,2019-09-01,szeptember 1.,"Ha Egyed napján esik, esõs lesz az õsz. ","Ha ezen a dátumon esik, az átlagosnál esősebb ősz várható.",szept. 1,2019-09-01,2019-09-01,Rain,+,2019-09-21,2019-12-21,Rain,+,
39,66,41,PECS SOUTH,HUNGARY,45.99100000000001,18.241,304.8,2019-09-01,szeptember 1.,"Ha Egyed napján esik, esõs lesz az õsz. ","Ha ezen a dátumon esik, az átlagosnál esősebb ősz várható.",szept. 1,2019-09-01,2019-09-01,Rain,+,2019-09-21,2019-12-21,Rain,+,
39,44,5,SATU MARE,ROMANIA,47.703,22.886,126.2,2019-09-01,szeptember 1.,"Ha Egyed napján esik, esõs lesz az õsz. ","Ha ezen a dátumon esik, az átlagosnál esősebb ősz várható.",szept. 1,2019-09-01,2019-09-01,Rain,+,2019-09-21,2019-12-21,Rain,+,
39,76,41,CLUJ NAPOCA,ROMANIA,46.785,23.686,315.8,2019-09-01,szeptember 1.,"Ha Egyed napján esik, esõs lesz az õsz. ","Ha ezen a dátumon esik, az átlagosnál esősebb ősz várható.",szept. 1,2019-09-01,2019-09-01,Rain,+,2019-09-21,2019-12-21,Rain,+,
39,41,10,ARAD,ROMANIA,46.177,21.261999999999997,107.3,2019-09-01,szeptember 1.,"Ha Egyed napján esik, esõs lesz az õsz. ","Ha ezen a dátumon esik, az átlagosnál esősebb ősz várható.",szept. 1,2019-09-01,2019-09-01,Rain,+,2019-09-21,2019-12-21,Rain,+,
39,58,73,DEVA,ROMANIA,45.867,22.9,231.0,2019-09-01,szeptember 1.,"Ha Egyed napján esik, esõs lesz az õsz. ","Ha ezen a dátumon esik, az átlagosnál esősebb ősz várható.",szept. 1,2019-09-01,2019-09-01,Rain,+,2019-09-21,2019-12-21,Rain,+,
39,37,79,TRAIAN VUIA,ROMANIA,45.81,21.338,106.1,2019-09-01,szeptember 1.,"Ha Egyed napján esik, esõs lesz az õsz. ","Ha ezen a dátumon esik, az átlagosnál esősebb ősz várható.",szept. 1,2019-09-01,2019-09-01,Rain,+,2019-09-21,2019-12-21,Rain,+,
39,50,82,SIBIU,ROMANIA,45.786,24.090999999999998,456.0,2019-09-01,szeptember 1.,"Ha Egyed napján esik, esõs lesz az õsz. ","Ha ezen a dátumon esik, az átlagosnál esősebb ősz várható.",szept. 1,2019-09-01,2019-09-01,Rain,+,2019-09-21,2019-12-21,Rain,+,
40,51,2,MISKOLC,HUNGARY,48.083,20.767,236.0,2019-09-05,szeptember 5.,"Ha Viktor napján szép idõ van, hosszú lesz az õsz. ","Ha ezen a dátumon derűs, az átlagosnál melegebb ősz-vég és tél-elő várható.",szept. 1,2019-09-05,2019-09-05,Visib,+,2019-11-21,2019-01-21,Temp,+,
40,48,5,SZOMBATHELY ARPT / VAS,HUNGARY,47.283,16.633,223.1,2019-09-05,szeptember 5.,"Ha Viktor napján szép idõ van, hosszú lesz az õsz. ","Ha ezen a dátumon derűs, az átlagosnál melegebb ősz-vég és tél-elő várható.",szept. 1,2019-09-05,2019-09-05,Visib,+,2019-11-21,2019-01-21,Temp,+,
40,53,22,SZOLNOK,HUNGARY,47.12300000000001,20.236,98.1,2019-09-05,szeptember 5.,"Ha Viktor napján szép idõ van, hosszú lesz az õsz. ","Ha ezen a dátumon derűs, az átlagosnál melegebb ősz-vég és tél-elő várható.",szept. 1,2019-09-05,2019-09-05,Visib,+,2019-11-21,2019-01-21,Temp,+,
40,54,28,DEBRECEN,HUNGARY,47.489,21.615,110.0,2019-09-05,szeptember 5.,"Ha Viktor napján szép idõ van, hosszú lesz az õsz. ","Ha ezen a dátumon derűs, az átlagosnál melegebb ősz-vég és tél-elő várható.",szept. 1,2019-09-05,2019-09-05,Visib,+,2019-11-21,2019-01-21,Temp,+,
40,59,41,PECS SOUTH,HUNGARY,45.99100000000001,18.241,304.8,2019-09-05,szeptember 5.,"Ha Viktor napján szép idõ van, hosszú lesz az õsz. ","Ha ezen a dátumon derűs, az átlagosnál melegebb ősz-vég és tél-elő várható.",szept. 1,2019-09-05,2019-09-05,Visib,+,2019-11-21,2019-01-21,Temp,+,
40,48,5,SATU MARE,ROMANIA,47.703,22.886,126.2,2019-09-05,szeptember 5.,"Ha Viktor napján szép idõ van, hosszú lesz az õsz. ","Ha ezen a dátumon derűs, az átlagosnál melegebb ősz-vég és tél-elő várható.",szept. 1,2019-09-05,2019-09-05,Visib,+,2019-11-21,2019-01-21,Temp,+,
40,52,41,CLUJ NAPOCA,ROMANIA,46.785,23.686,315.8,2019-09-05,szeptember 5.,"Ha Viktor napján szép idõ van, hosszú lesz az õsz. ","Ha ezen a dátumon derűs, az átlagosnál melegebb ősz-vég és tél-elő várható.",szept. 1,2019-09-05,2019-09-05,Visib,+,2019-11-21,2019-01-21,Temp,+,
40,59,10,ARAD,ROMANIA,46.177,21.261999999999997,107.3,2019-09-05,szeptember 5.,"Ha Viktor napján szép idõ van, hosszú lesz az õsz. ","Ha ezen a dátumon derűs, az átlagosnál melegebb ősz-vég és tél-elő várható.",szept. 1,2019-09-05,2019-09-05,Visib,+,2019-11-21,2019-01-21,Temp,+,
40,58,73,DEVA,ROMANIA,45.867,22.9,231.0,2019-09-05,szeptember 5.,"Ha Viktor napján szép idõ van, hosszú lesz az õsz. ","Ha ezen a dátumon derűs, az átlagosnál melegebb ősz-vég és tél-elő várható.",szept. 1,2019-09-05,2019-09-05,Visib,+,2019-11-21,2019-01-21,Temp,+,
40,66,79,TRAIAN VUIA,ROMANIA,45.81,21.338,106.1,2019-09-05,szeptember 5.,"Ha Viktor napján szép idõ van, hosszú lesz az õsz. ","Ha ezen a dátumon derűs, az átlagosnál melegebb ősz-vég és tél-elő várható.",szept. 1,2019-09-05,2019-09-05,Visib,+,2019-11-21,2019-01-21,Temp,+,
40,57,82,SIBIU,ROMANIA,45.786,24.090999999999998,456.0,2019-09-05,szeptember 5.,"Ha Viktor napján szép idõ van, hosszú lesz az õsz. ","Ha ezen a dátumon derűs, az átlagosnál melegebb ősz-vég és tél-elő várható.",szept. 1,2019-09-05,2019-09-05,Visib,+,2019-11-21,2019-01-21,Temp,+,
41,56,2,MISKOLC,HUNGARY,48.083,20.767,236.0,2019-09-08,szeptember 8.,Szeptemberi meleg éjszakák finom bort érlelnek.,"Ha ezen a dátumon az átlagosnál melegebb az idő, az átlagosnál melegebb ősz várható.",szept. 1,2019-09-08,2019-09-08,Temp,+,2019-09-21,2019-12-21,Temp,+,
41,60,5,SZOMBATHELY ARPT / VAS,HUNGARY,47.283,16.633,223.1,2019-09-08,szeptember 8.,Szeptemberi meleg éjszakák finom bort érlelnek.,"Ha ezen a dátumon az átlagosnál melegebb az idő, az átlagosnál melegebb ősz várható.",szept. 1,2019-09-08,2019-09-08,Temp,+,2019-09-21,2019-12-21,Temp,+,
41,66,22,SZOLNOK,HUNGARY,47.12300000000001,20.236,98.1,2019-09-08,szeptember 8.,Szeptemberi meleg éjszakák finom bort érlelnek.,"Ha ezen a dátumon az átlagosnál melegebb az idő, az átlagosnál melegebb ősz várható.",szept. 1,2019-09-08,2019-09-08,Temp,+,2019-09-21,2019-12-21,Temp,+,
41,40,28,DEBRECEN,HUNGARY,47.489,21.615,110.0,2019-09-08,szeptember 8.,Szeptemberi meleg éjszakák finom bort érlelnek.,"Ha ezen a dátumon az átlagosnál melegebb az idő, az átlagosnál melegebb ősz várható.",szept. 1,2019-09-08,2019-09-08,Temp,+,2019-09-21,2019-12-21,Temp,+,
41,53,41,PECS SOUTH,HUNGARY,45.99100000000001,18.241,304.8,2019-09-08,szeptember 8.,Szeptemberi meleg éjszakák finom bort érlelnek.,"Ha ezen a dátumon az átlagosnál melegebb az idő, az átlagosnál melegebb ősz várható.",szept. 1,2019-09-08,2019-09-08,Temp,+,2019-09-21,2019-12-21,Temp,+,
41,58,5,SATU MARE,ROMANIA,47.703,22.886,126.2,2019-09-08,szeptember 8.,Szeptemberi meleg éjszakák finom bort érlelnek.,"Ha ezen a dátumon az átlagosnál melegebb az idő, az átlagosnál melegebb ősz várható.",szept. 1,2019-09-08,2019-09-08,Temp,+,2019-09-21,2019-12-21,Temp,+,
41,60,41,CLUJ NAPOCA,ROMANIA,46.785,23.686,315.8,2019-09-08,szeptember 8.,Szeptemberi meleg éjszakák finom bort érlelnek.,"Ha ezen a dátumon az átlagosnál melegebb az idő, az átlagosnál melegebb ősz várható.",szept. 1,2019-09-08,2019-09-08,Temp,+,2019-09-21,2019-12-21,Temp,+,
41,57,10,ARAD,ROMANIA,46.177,21.261999999999997,107.3,2019-09-08,szeptember 8.,Szeptemberi meleg éjszakák finom bort érlelnek.,"Ha ezen a dátumon az átlagosnál melegebb az idő, az átlagosnál melegebb ősz várható.",szept. 1,2019-09-08,2019-09-08,Temp,+,2019-09-21,2019-12-21,Temp,+,
41,38,73,DEVA,ROMANIA,45.867,22.9,231.0,2019-09-08,szeptember 8.,Szeptemberi meleg éjszakák finom bort érlelnek.,"Ha ezen a dátumon az átlagosnál melegebb az idő, az átlagosnál melegebb ősz várható.",szept. 1,2019-09-08,2019-09-08,Temp,+,2019-09-21,2019-12-21,Temp,+,
41,60,79,TRAIAN VUIA,ROMANIA,45.81,21.338,106.1,2019-09-08,szeptember 8.,Szeptemberi meleg éjszakák finom bort érlelnek.,"Ha ezen a dátumon az átlagosnál melegebb az idő, az átlagosnál melegebb ősz várható.",szept. 1,2019-09-08,2019-09-08,Temp,+,2019-09-21,2019-12-21,Temp,+,
41,69,82,SIBIU,ROMANIA,45.786,24.090999999999998,456.0,2019-09-08,szeptember 8.,Szeptemberi meleg éjszakák finom bort érlelnek.,"Ha ezen a dátumon az átlagosnál melegebb az idő, az átlagosnál melegebb ősz várható.",szept. 1,2019-09-08,2019-09-08,Temp,+,2019-09-21,2019-12-21,Temp,+,
42,56,2,MISKOLC,HUNGARY,48.083,20.767,236.0,2019-09-08,szeptember 8.,"Ha hidegre fordulnak Máriák, a borok savanyúak lesznek.","Ha ezen a dátumon az átlagosnál hidegebb az idő, az átlagosnál hidegebb ősz várható.",szept. 8,2019-09-08,2019-09-08,Temp,-,2019-09-21,2019-12-21,Temp,-,
42,60,5,SZOMBATHELY ARPT / VAS,HUNGARY,47.283,16.633,223.1,2019-09-08,szeptember 8.,"Ha hidegre fordulnak Máriák, a borok savanyúak lesznek.","Ha ezen a dátumon az átlagosnál hidegebb az idő, az átlagosnál hidegebb ősz várható.",szept. 8,2019-09-08,2019-09-08,Temp,-,2019-09-21,2019-12-21,Temp,-,
42,55,22,SZOLNOK,HUNGARY,47.12300000000001,20.236,98.1,2019-09-08,szeptember 8.,"Ha hidegre fordulnak Máriák, a borok savanyúak lesznek.","Ha ezen a dátumon az átlagosnál hidegebb az idő, az átlagosnál hidegebb ősz várható.",szept. 8,2019-09-08,2019-09-08,Temp,-,2019-09-21,2019-12-21,Temp,-,
42,54,28,DEBRECEN,HUNGARY,47.489,21.615,110.0,2019-09-08,szeptember 8.,"Ha hidegre fordulnak Máriák, a borok savanyúak lesznek.","Ha ezen a dátumon az átlagosnál hidegebb az idő, az átlagosnál hidegebb ősz várható.",szept. 8,2019-09-08,2019-09-08,Temp,-,2019-09-21,2019-12-21,Temp,-,
42,50,41,PECS SOUTH,HUNGARY,45.99100000000001,18.241,304.8,2019-09-08,szeptember 8.,"Ha hidegre fordulnak Máriák, a borok savanyúak lesznek.","Ha ezen a dátumon az átlagosnál hidegebb az idő, az átlagosnál hidegebb ősz várható.",szept. 8,2019-09-08,2019-09-08,Temp,-,2019-09-21,2019-12-21,Temp,-,
42,52,5,SATU MARE,ROMANIA,47.703,22.886,126.2,2019-09-08,szeptember 8.,"Ha hidegre fordulnak Máriák, a borok savanyúak lesznek.","Ha ezen a dátumon az átlagosnál hidegebb az idő, az átlagosnál hidegebb ősz várható.",szept. 8,2019-09-08,2019-09-08,Temp,-,2019-09-21,2019-12-21,Temp,-,
42,54,41,CLUJ NAPOCA,ROMANIA,46.785,23.686,315.8,2019-09-08,szeptember 8.,"Ha hidegre fordulnak Máriák, a borok savanyúak lesznek.","Ha ezen a dátumon az átlagosnál hidegebb az idő, az átlagosnál hidegebb ősz várható.",szept. 8,2019-09-08,2019-09-08,Temp,-,2019-09-21,2019-12-21,Temp,-,
42,45,10,ARAD,ROMANIA,46.177,21.261999999999997,107.3,2019-09-08,szeptember 8.,"Ha hidegre fordulnak Máriák, a borok savanyúak lesznek.","Ha ezen a dátumon az átlagosnál hidegebb az idő, az átlagosnál hidegebb ősz várható.",szept. 8,2019-09-08,2019-09-08,Temp,-,2019-09-21,2019-12-21,Temp,-,
42,46,73,DEVA,ROMANIA,45.867,22.9,231.0,2019-09-08,szeptember 8.,"Ha hidegre fordulnak Máriák, a borok savanyúak lesznek.","Ha ezen a dátumon az átlagosnál hidegebb az idő, az átlagosnál hidegebb ősz várható.",szept. 8,2019-09-08,2019-09-08,Temp,-,2019-09-21,2019-12-21,Temp,-,
42,54,79,TRAIAN VUIA,ROMANIA,45.81,21.338,106.1,2019-09-08,szeptember 8.,"Ha hidegre fordulnak Máriák, a borok savanyúak lesznek.","Ha ezen a dátumon az átlagosnál hidegebb az idő, az átlagosnál hidegebb ősz várható.",szept. 8,2019-09-08,2019-09-08,Temp,-,2019-09-21,2019-12-21,Temp,-,
42,50,82,SIBIU,ROMANIA,45.786,24.090999999999998,456.0,2019-09-08,szeptember 8.,"Ha hidegre fordulnak Máriák, a borok savanyúak lesznek.","Ha ezen a dátumon az átlagosnál hidegebb az idő, az átlagosnál hidegebb ősz várható.",szept. 8,2019-09-08,2019-09-08,Temp,-,2019-09-21,2019-12-21,Temp,-,
43,58,2,MISKOLC,HUNGARY,48.083,20.767,236.0,2019-09-12,szeptember 12.,"Ha Mária napján szép idõ van, szép lesz az õsz.    ","Ha ezen a dátumon derűs, az átlagosnál melegebb ősz várható.",szept. 12,2019-09-12,2019-09-12,Visib,+,2019-09-21,2019-12-21,Temp,+,
43,50,5,SZOMBATHELY ARPT / VAS,HUNGARY,47.283,16.633,223.1,2019-09-12,szeptember 12.,"Ha Mária napján szép idõ van, szép lesz az õsz.    ","Ha ezen a dátumon derűs, az átlagosnál melegebb ősz várható.",szept. 12,2019-09-12,2019-09-12,Visib,+,2019-09-21,2019-12-21,Temp,+,
43,50,22,SZOLNOK,HUNGARY,47.12300000000001,20.236,98.1,2019-09-12,szeptember 12.,"Ha Mária napján szép idõ van, szép lesz az õsz.    ","Ha ezen a dátumon derűs, az átlagosnál melegebb ősz várható.",szept. 12,2019-09-12,2019-09-12,Visib,+,2019-09-21,2019-12-21,Temp,+,
43,42,28,DEBRECEN,HUNGARY,47.489,21.615,110.0,2019-09-12,szeptember 12.,"Ha Mária napján szép idõ van, szép lesz az õsz.    ","Ha ezen a dátumon derűs, az átlagosnál melegebb ősz várható.",szept. 12,2019-09-12,2019-09-12,Visib,+,2019-09-21,2019-12-21,Temp,+,
43,52,41,PECS SOUTH,HUNGARY,45.99100000000001,18.241,304.8,2019-09-12,szeptember 12.,"Ha Mária napján szép idõ van, szép lesz az õsz.    ","Ha ezen a dátumon derűs, az átlagosnál melegebb ősz várható.",szept. 12,2019-09-12,2019-09-12,Visib,+,2019-09-21,2019-12-21,Temp,+,
43,50,5,SATU MARE,ROMANIA,47.703,22.886,126.2,2019-09-12,szeptember 12.,"Ha Mária napján szép idõ van, szép lesz az õsz.    ","Ha ezen a dátumon derűs, az átlagosnál melegebb ősz várható.",szept. 12,2019-09-12,2019-09-12,Visib,+,2019-09-21,2019-12-21,Temp,+,
43,50,41,CLUJ NAPOCA,ROMANIA,46.785,23.686,315.8,2019-09-12,szeptember 12.,"Ha Mária napján szép idõ van, szép lesz az õsz.    ","Ha ezen a dátumon derűs, az átlagosnál melegebb ősz várható.",szept. 12,2019-09-12,2019-09-12,Visib,+,2019-09-21,2019-12-21,Temp,+,
43,56,10,ARAD,ROMANIA,46.177,21.261999999999997,107.3,2019-09-12,szeptember 12.,"Ha Mária napján szép idõ van, szép lesz az õsz.    ","Ha ezen a dátumon derűs, az átlagosnál melegebb ősz várható.",szept. 12,2019-09-12,2019-09-12,Visib,+,2019-09-21,2019-12-21,Temp,+,
43,51,73,DEVA,ROMANIA,45.867,22.9,231.0,2019-09-12,szeptember 12.,"Ha Mária napján szép idõ van, szép lesz az õsz.    ","Ha ezen a dátumon derűs, az átlagosnál melegebb ősz várható.",szept. 12,2019-09-12,2019-09-12,Visib,+,2019-09-21,2019-12-21,Temp,+,
43,50,79,TRAIAN VUIA,ROMANIA,45.81,21.338,106.1,2019-09-12,szeptember 12.,"Ha Mária napján szép idõ van, szép lesz az õsz.    ","Ha ezen a dátumon derűs, az átlagosnál melegebb ősz várható.",szept. 12,2019-09-12,2019-09-12,Visib,+,2019-09-21,2019-12-21,Temp,+,
43,58,82,SIBIU,ROMANIA,45.786,24.090999999999998,456.0,2019-09-12,szeptember 12.,"Ha Mária napján szép idõ van, szép lesz az õsz.    ","Ha ezen a dátumon derűs, az átlagosnál melegebb ősz várható.",szept. 12,2019-09-12,2019-09-12,Visib,+,2019-09-21,2019-12-21,Temp,+,
44,70,2,MISKOLC,HUNGARY,48.083,20.767,236.0,2019-09-14,szeptember 14.,"Ha Lambert napján szép az idő, szép lesz majd a tavasz is.","Ha ezen a dátumon derűs, az átlagosnál melegebb tavasz várható.",szept. 14,2019-09-14,2019-09-14,Visib,+,2019-03-21,2019-06-21,Temp,+,
44,58,5,SZOMBATHELY ARPT / VAS,HUNGARY,47.283,16.633,223.1,2019-09-14,szeptember 14.,"Ha Lambert napján szép az idő, szép lesz majd a tavasz is.","Ha ezen a dátumon derűs, az átlagosnál melegebb tavasz várható.",szept. 14,2019-09-14,2019-09-14,Visib,+,2019-03-21,2019-06-21,Temp,+,
44,57,22,SZOLNOK,HUNGARY,47.12300000000001,20.236,98.1,2019-09-14,szeptember 14.,"Ha Lambert napján szép az idő, szép lesz majd a tavasz is.","Ha ezen a dátumon derűs, az átlagosnál melegebb tavasz várható.",szept. 14,2019-09-14,2019-09-14,Visib,+,2019-03-21,2019-06-21,Temp,+,
44,70,28,DEBRECEN,HUNGARY,47.489,21.615,110.0,2019-09-14,szeptember 14.,"Ha Lambert napján szép az idő, szép lesz majd a tavasz is.","Ha ezen a dátumon derűs, az átlagosnál melegebb tavasz várható.",szept. 14,2019-09-14,2019-09-14,Visib,+,2019-03-21,2019-06-21,Temp,+,
44,62,41,PECS SOUTH,HUNGARY,45.99100000000001,18.241,304.8,2019-09-14,szeptember 14.,"Ha Lambert napján szép az idő, szép lesz majd a tavasz is.","Ha ezen a dátumon derűs, az átlagosnál melegebb tavasz várható.",szept. 14,2019-09-14,2019-09-14,Visib,+,2019-03-21,2019-06-21,Temp,+,
44,55,5,SATU MARE,ROMANIA,47.703,22.886,126.2,2019-09-14,szeptember 14.,"Ha Lambert napján szép az idő, szép lesz majd a tavasz is.","Ha ezen a dátumon derűs, az átlagosnál melegebb tavasz várható.",szept. 14,2019-09-14,2019-09-14,Visib,+,2019-03-21,2019-06-21,Temp,+,
44,47,41,CLUJ NAPOCA,ROMANIA,46.785,23.686,315.8,2019-09-14,szeptember 14.,"Ha Lambert napján szép az idő, szép lesz majd a tavasz is.","Ha ezen a dátumon derűs, az átlagosnál melegebb tavasz várható.",szept. 14,2019-09-14,2019-09-14,Visib,+,2019-03-21,2019-06-21,Temp,+,
44,51,10,ARAD,ROMANIA,46.177,21.261999999999997,107.3,2019-09-14,szeptember 14.,"Ha Lambert napján szép az idő, szép lesz majd a tavasz is.","Ha ezen a dátumon derűs, az átlagosnál melegebb tavasz várható.",szept. 14,2019-09-14,2019-09-14,Visib,+,2019-03-21,2019-06-21,Temp,+,
44,75,73,DEVA,ROMANIA,45.867,22.9,231.0,2019-09-14,szeptember 14.,"Ha Lambert napján szép az idő, szép lesz majd a tavasz is.","Ha ezen a dátumon derűs, az átlagosnál melegebb tavasz várható.",szept. 14,2019-09-14,2019-09-14,Visib,+,2019-03-21,2019-06-21,Temp,+,
44,67,79,TRAIAN VUIA,ROMANIA,45.81,21.338,106.1,2019-09-14,szeptember 14.,"Ha Lambert napján szép az idő, szép lesz majd a tavasz is.","Ha ezen a dátumon derűs, az átlagosnál melegebb tavasz várható.",szept. 14,2019-09-14,2019-09-14,Visib,+,2019-03-21,2019-06-21,Temp,+,
44,83,82,SIBIU,ROMANIA,45.786,24.090999999999998,456.0,2019-09-14,szeptember 14.,"Ha Lambert napján szép az idő, szép lesz majd a tavasz is.","Ha ezen a dátumon derűs, az átlagosnál melegebb tavasz várható.",szept. 14,2019-09-14,2019-09-14,Visib,+,2019-03-21,2019-06-21,Temp,+,
45,81,2,MISKOLC,HUNGARY,48.083,20.767,236.0,2019-09-18,szeptember 18.,"Negyven napig olyan időt várj, mint Péterkor.","Amilyen ezen a dátumon az idő, olyan lesz a következő 40 napban.",szept. 18,2019-09-18,2019-09-18,Visib,A,2019-09-18,2019-10-18,Visib,A,
45,62,5,SZOMBATHELY ARPT / VAS,HUNGARY,47.283,16.633,223.1,2019-09-18,szeptember 18.,"Negyven napig olyan időt várj, mint Péterkor.","Amilyen ezen a dátumon az idő, olyan lesz a következő 40 napban.",szept. 18,2019-09-18,2019-09-18,Visib,A,2019-09-18,2019-10-18,Visib,A,
45,51,22,SZOLNOK,HUNGARY,47.12300000000001,20.236,98.1,2019-09-18,szeptember 18.,"Negyven napig olyan időt várj, mint Péterkor.","Amilyen ezen a dátumon az idő, olyan lesz a következő 40 napban.",szept. 18,2019-09-18,2019-09-18,Visib,A,2019-09-18,2019-10-18,Visib,A,
