
CAEN Rev.1 (activitati ale economiei nationale - sectiuni), Sexe, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Mii persoane, Valoare
Total, Total, Hunedoara, Anul 2002, Mii persoane, 195.8
Total, Total, Hunedoara, Anul 2003, Mii persoane, 187
Total, Total, Hunedoara, Anul 2004, Mii persoane, 191.6
Total, Total, Hunedoara, Anul 2005, Mii persoane, 193.8
Total, Total, Hunedoara, Anul 2006, Mii persoane, 192
Total, Total, Hunedoara, Anul 2007, Mii persoane, 199.5
Total, Total, Hunedoara, Anul 2008, Mii persoane, 192.8
Total, Total, Timis, Anul 2001, Mii persoane, 291.1
Total, Total, Timis, Anul 2002, Mii persoane, 301.8
Total, Total, Timis, Anul 2003, Mii persoane, 302.7
Total, Total, Timis, Anul 2004, Mii persoane, 309.1
Total, Total, Timis, Anul 2005, Mii persoane, 318.8
Total, Total, Timis, Anul 2006, Mii persoane, 324.6
Total, Total, Timis, Anul 2007, Mii persoane, 335.5
Total, Total, Timis, Anul 2008, Mii persoane, 334.4
Total, Feminin, TOTAL, Anul 2001, Mii persoane, 4153.9
Total, Feminin, TOTAL, Anul 2002, Mii persoane, 4012.2
Total, Feminin, TOTAL, Anul 2003, Mii persoane, 3927.1
Total, Feminin, TOTAL, Anul 2004, Mii persoane, 3920.3
Total, Feminin, TOTAL, Anul 2005, Mii persoane, 3965.3
Total, Feminin, TOTAL, Anul 2006, Mii persoane, 4010.1
Total, Feminin, TOTAL, Anul 2007, Mii persoane, 4081.7
Total, Feminin, TOTAL, Anul 2008, Mii persoane, 4044
Total, Feminin, MACROREGIUNEA UNU, Anul 2001, Mii persoane, 1095
Total, Feminin, MACROREGIUNEA UNU, Anul 2002, Mii persoane, 1055.9
Total, Feminin, MACROREGIUNEA UNU, Anul 2003, Mii persoane, 1022.7
Total, Feminin, MACROREGIUNEA UNU, Anul 2004, Mii persoane, 1016.9
Total, Feminin, MACROREGIUNEA UNU, Anul 2005, Mii persoane, 1029.3
Total, Feminin, MACROREGIUNEA UNU, Anul 2006, Mii persoane, 1039.4
Total, Feminin, MACROREGIUNEA UNU, Anul 2007, Mii persoane, 1042.2
Total, Feminin, MACROREGIUNEA UNU, Anul 2008, Mii persoane, 1037.1
Total, Feminin, Regiunea NORD-VEST, Anul 2001, Mii persoane, 585.8
Total, Feminin, Regiunea NORD-VEST, Anul 2002, Mii persoane, 556.9
Total, Feminin, Regiunea NORD-VEST, Anul 2003, Mii persoane, 540.1
Total, Feminin, Regiunea NORD-VEST, Anul 2004, Mii persoane, 542.7
Total, Feminin, Regiunea NORD-VEST, Anul 2005, Mii persoane, 555.6
Total, Feminin, Regiunea NORD-VEST, Anul 2006, Mii persoane, 554.7
Total, Feminin, Regiunea NORD-VEST, Anul 2007, Mii persoane, 557.2
Total, Feminin, Regiunea NORD-VEST, Anul 2008, Mii persoane, 555.8
Total, Feminin, Bihor, Anul 2001, Mii persoane, 140.8
Total, Feminin, Bihor, Anul 2002, Mii persoane, 135.8
Total, Feminin, Bihor, Anul 2003, Mii persoane, 130.5
Total, Feminin, Bihor, Anul 2004, Mii persoane, 132.2
Total, Feminin, Bihor, Anul 2005, Mii persoane, 134
Total, Feminin, Bihor, Anul 2006, Mii persoane, 136.5
Total, Feminin, Bihor, Anul 2007, Mii persoane, 132.5
Total, Feminin, Bihor, Anul 2008, Mii persoane, 129.4
Total, Feminin, Bistrita-Nasaud, Anul 2001, Mii persoane, 57.2
Total, Feminin, Bistrita-Nasaud, Anul 2002, Mii persoane, 55.8
Total, Feminin, Bistrita-Nasaud, Anul 2003, Mii persoane, 54.4
Total, Feminin, Bistrita-Nasaud, Anul 2004, Mii persoane, 55.1
Total, Feminin, Bistrita-Nasaud, Anul 2005, Mii persoane, 57.1
Total, Feminin, Bistrita-Nasaud, Anul 2006, Mii persoane, 58.4
Total, Feminin, Bistrita-Nasaud, Anul 2007, Mii persoane, 58.2
Total, Feminin, Bistrita-Nasaud, Anul 2008, Mii persoane, 58.8
Total, Feminin, Cluj, Anul 2001, Mii persoane, 148.5
Total, Feminin, Cluj, Anul 2002, Mii persoane, 143.9
Total, Feminin, Cluj, Anul 2003, Mii persoane, 140.4
Total, Feminin, Cluj, Anul 2004, Mii persoane, 142.1
Total, Feminin, Cluj, Anul 2005, Mii persoane, 148.2
Total, Feminin, Cluj, Anul 2006, Mii persoane, 142.6
Total, Feminin, Cluj, Anul 2007, Mii persoane, 151
Total, Feminin, Cluj, Anul 2008, Mii persoane, 153.7
Total, Feminin, Maramures, Anul 2001, Mii persoane, 105.6
Total, Feminin, Maramures, Anul 2002, Mii persoane, 97
Total, Feminin, Maramures, Anul 2003, Mii persoane, 95.5
Total, Feminin, Maramures, Anul 2004, Mii persoane, 96.7
Total, Feminin, Maramures, Anul 2005, Mii persoane, 96.9
Total, Feminin, Maramures, Anul 2006, Mii persoane, 96.2
Total, Feminin, Maramures, Anul 2007, Mii persoane, 94.3
Total, Feminin, Maramures, Anul 2008, Mii persoane, 94.4
Total, Feminin, Satu Mare, Anul 2001, Mii persoane, 81.5
Total, Feminin, Satu Mare, Anul 2002, Mii persoane, 76.4
Total, Feminin, Satu Mare, Anul 2003, Mii persoane, 73.1
Total, Feminin, Satu Mare, Anul 2004, Mii persoane, 72.3
Total, Feminin, Satu Mare, Anul 2005, Mii persoane, 73.1
Total, Feminin, Satu Mare, Anul 2006, Mii persoane, 72.9
Total, Feminin, Satu Mare, Anul 2007, Mii persoane, 73
Total, Feminin, Satu Mare, Anul 2008, Mii persoane, 72.2
Total, Feminin, Salaj, Anul 2001, Mii persoane, 52.2
Total, Feminin, Salaj, Anul 2002, Mii persoane, 48
Total, Feminin, Salaj, Anul 2003, Mii persoane, 46.2
Total, Feminin, Salaj, Anul 2004, Mii persoane, 44.3
Total, Feminin, Salaj, Anul 2005, Mii persoane, 46.3
Total, Feminin, Salaj, Anul 2006, Mii persoane, 48.1
Total, Feminin, Salaj, Anul 2007, Mii persoane, 48.2
Total, Feminin, Salaj, Anul 2008, Mii persoane, 47.3
Total, Feminin, Regiunea CENTRU, Anul 2001, Mii persoane, 509.2
Total, Feminin, Regiunea CENTRU, Anul 2002, Mii persoane, 499
Total, Feminin, Regiunea CENTRU, Anul 2003, Mii persoane, 482.6
Total, Feminin, Regiunea CENTRU, Anul 2004, Mii persoane, 474.2
Total, Feminin, Regiunea CENTRU, Anul 2005, Mii persoane, 473.7
Total, Feminin, Regiunea CENTRU, Anul 2006, Mii persoane, 484.7
Total, Feminin, Regiunea CENTRU, Anul 2007, Mii persoane, 485
Total, Feminin, Regiunea CENTRU, Anul 2008, Mii persoane, 481.3
Total, Feminin, Alba, Anul 2001, Mii persoane, 86.3
Total, Feminin, Alba, Anul 2002, Mii persoane, 86.8
Total, Feminin, Alba, Anul 2003, Mii persoane, 79.9
Total, Feminin, Alba, Anul 2004, Mii persoane, 78.6
Total, Feminin, Alba, Anul 2005, Mii persoane, 80.5
Total, Feminin, Alba, Anul 2006, Mii persoane, 82.7
Total, Feminin, Alba, Anul 2007, Mii persoane, 82.4
Total, Feminin, Alba, Anul 2008, Mii persoane, 80.1
Total, Feminin, Brasov, Anul 2001, Mii persoane, 112.2
Total, Feminin, Brasov, Anul 2002, Mii persoane, 111.6
Total, Feminin, Brasov, Anul 2003, Mii persoane, 108
Total, Feminin, Brasov, Anul 2004, Mii persoane, 106.6
Total, Feminin, Brasov, Anul 2005, Mii persoane, 101.2
Total, Feminin, Brasov, Anul 2006, Mii persoane, 106.9
Total, Feminin, Brasov, Anul 2007, Mii persoane, 105.9
Total, Feminin, Brasov, Anul 2008, Mii persoane, 103.9
Total, Feminin, Covasna, Anul 2001, Mii persoane, 45.3
Total, Feminin, Covasna, Anul 2002, Mii persoane, 42.8
Total, Feminin, Covasna, Anul 2003, Mii persoane, 44.6
Total, Feminin, Covasna, Anul 2004, Mii persoane, 42.2
Total, Feminin, Covasna, Anul 2005, Mii persoane, 42.1
Total, Feminin, Covasna, Anul 2006, Mii persoane, 41.3
Total, Feminin, Covasna, Anul 2007, Mii persoane, 41.8
Total, Feminin, Covasna, Anul 2008, Mii persoane, 42.6
Total, Feminin, Harghita, Anul 2001, Mii persoane, 71.5
Total, Feminin, Harghita, Anul 2002, Mii persoane, 64.3
Total, Feminin, Harghita, Anul 2003, Mii persoane, 61.7
Total, Feminin, Harghita, Anul 2004, Mii persoane, 60.5
Total, Feminin, Harghita, Anul 2005, Mii persoane, 62.2
Total, Feminin, Harghita, Anul 2006, Mii persoane, 62.7
Total, Feminin, Harghita, Anul 2007, Mii persoane, 63.7
Total, Feminin, Harghita, Anul 2008, Mii persoane, 62.6
Total, Feminin, Mures, Anul 2001, Mii persoane, 116.5
Total, Feminin, Mures, Anul 2002, Mii persoane, 115.2
Total, Feminin, Mures, Anul 2003, Mii persoane, 112.8
Total, Feminin, Mures, Anul 2004, Mii persoane, 110.2
Total, Feminin, Mures, Anul 2005, Mii persoane, 110.9
Total, Feminin, Mures, Anul 2006, Mii persoane, 110.7
Total, Feminin, Mures, Anul 2007, Mii persoane, 108.2
Total, Feminin, Mures, Anul 2008, Mii persoane, 108.3
Total, Feminin, Sibiu, Anul 2001, Mii persoane, 77.4
Total, Feminin, Sibiu, Anul 2002, Mii persoane, 78.3
Total, Feminin, Sibiu, Anul 2003, Mii persoane, 75.6
Total, Feminin, Sibiu, Anul 2004, Mii persoane, 76.1
Total, Feminin, Sibiu, Anul 2005, Mii persoane, 76.8
Total, Feminin, Sibiu, Anul 2006, Mii persoane, 80.4
Total, Feminin, Sibiu, Anul 2007, Mii persoane, 83
Total, Feminin, Sibiu, Anul 2008, Mii persoane, 83.8
Total, Feminin, MACROREGIUNEA DOI, Anul 2001, Mii persoane, 1205.6
Total, Feminin, MACROREGIUNEA DOI, Anul 2002, Mii persoane, 1145.4
Total, Feminin, MACROREGIUNEA DOI, Anul 2003, Mii persoane, 1114.8
Total, Feminin, MACROREGIUNEA DOI, Anul 2004, Mii persoane, 1099.5
Total, Feminin, MACROREGIUNEA DOI, Anul 2005, Mii persoane, 1099.1
Total, Feminin, MACROREGIUNEA DOI, Anul 2006, Mii persoane, 1088.4
Total, Feminin, MACROREGIUNEA DOI, Anul 2007, Mii persoane, 1080.4
Total, Feminin, MACROREGIUNEA DOI, Anul 2008, Mii persoane, 1061.8
Total, Feminin, Regiunea NORD-EST, Anul 2001, Mii persoane, 696.5
Total, Feminin, Regiunea NORD-EST, Anul 2002, Mii persoane, 650.5
Total, Feminin, Regiunea NORD-EST, Anul 2003, Mii persoane, 635.8
Total, Feminin, Regiunea NORD-EST, Anul 2004, Mii persoane, 618.1
Total, Feminin, Regiunea NORD-EST, Anul 2005, Mii persoane, 615.6
Total, Feminin, Regiunea NORD-EST, Anul 2006, Mii persoane, 605.2
Total, Feminin, Regiunea NORD-EST, Anul 2007, Mii persoane, 596.5
Total, Feminin, Regiunea NORD-EST, Anul 2008, Mii persoane, 585.4
Total, Feminin, Bacau, Anul 2001, Mii persoane, 120.4
Total, Feminin, Bacau, Anul 2002, Mii persoane, 111.2
Total, Feminin, Bacau, Anul 2003, Mii persoane, 111.7
Total, Feminin, Bacau, Anul 2004, Mii persoane, 105.4
Total, Feminin, Bacau, Anul 2005, Mii persoane, 104.9
Total, Feminin, Bacau, Anul 2006, Mii persoane, 100
Total, Feminin, Bacau, Anul 2007, Mii persoane, 97.7
Total, Feminin, Bacau, Anul 2008, Mii persoane, 97.8
Total, Feminin, Botosani, Anul 2001, Mii persoane, 90.8
Total, Feminin, Botosani, Anul 2002, Mii persoane, 85
Total, Feminin, Botosani, Anul 2003, Mii persoane, 79.8
Total, Feminin, Botosani, Anul 2004, Mii persoane, 80.2
Total, Feminin, Botosani, Anul 2005, Mii persoane, 77.9
Total, Feminin, Botosani, Anul 2006, Mii persoane, 77.7
Total, Feminin, Botosani, Anul 2007, Mii persoane, 76.7
Total, Feminin, Botosani, Anul 2008, Mii persoane, 72.9
Total, Feminin, Iasi, Anul 2001, Mii persoane, 155
Total, Feminin, Iasi, Anul 2002, Mii persoane, 151.1
Total, Feminin, Iasi, Anul 2003, Mii persoane, 146.7
Total, Feminin, Iasi, Anul 2004, Mii persoane, 144.3
Total, Feminin, Iasi, Anul 2005, Mii persoane, 140.1
Total, Feminin, Iasi, Anul 2006, Mii persoane, 141.1
Total, Feminin, Iasi, Anul 2007, Mii persoane, 139.9
Total, Feminin, Iasi, Anul 2008, Mii persoane, 135.6
Total, Feminin, Neamt, Anul 2001, Mii persoane, 110.2
Total, Feminin, Neamt, Anul 2002, Mii persoane, 101.6
Total, Feminin, Neamt, Anul 2003, Mii persoane, 99.6
Total, Feminin, Neamt, Anul 2004, Mii persoane, 98.7
Total, Feminin, Neamt, Anul 2005, Mii persoane, 98.2
Total, Feminin, Neamt, Anul 2006, Mii persoane, 96.4
Total, Feminin, Neamt, Anul 2007, Mii persoane, 91
Total, Feminin, Neamt, Anul 2008, Mii persoane, 90.1
Total, Feminin, Suceava, Anul 2001, Mii persoane, 134
Total, Feminin, Suceava, Anul 2002, Mii persoane, 124.3
Total, Feminin, Suceava, Anul 2003, Mii persoane, 121
Total, Feminin, Suceava, Anul 2004, Mii persoane, 115.7
Total, Feminin, Suceava, Anul 2005, Mii persoane, 118.4
Total, Feminin, Suceava, Anul 2006, Mii persoane, 115.4
Total, Feminin, Suceava, Anul 2007, Mii persoane, 116.9
Total, Feminin, Suceava, Anul 2008, Mii persoane, 115.9
Total, Feminin, Vaslui, Anul 2001, Mii persoane, 86.1
Total, Feminin, Vaslui, Anul 2002, Mii persoane, 77.3
Total, Feminin, Vaslui, Anul 2003, Mii persoane, 77
Total, Feminin, Vaslui, Anul 2004, Mii persoane, 73.8
Total, Feminin, Vaslui, Anul 2005, Mii persoane, 76.1
Total, Feminin, Vaslui, Anul 2006, Mii persoane, 74.6
Total, Feminin, Vaslui, Anul 2007, Mii persoane, 74.3
Total, Feminin, Vaslui, Anul 2008, Mii persoane, 73.1
Total, Feminin, Regiunea SUD-EST, Anul 2001, Mii persoane, 509.1
Total, Feminin, Regiunea SUD-EST, Anul 2002, Mii persoane, 494.9
Total, Feminin, Regiunea SUD-EST, Anul 2003, Mii persoane, 479
Total, Feminin, Regiunea SUD-EST, Anul 2004, Mii persoane, 481.4
Total, Feminin, Regiunea SUD-EST, Anul 2005, Mii persoane, 483.5
Total, Feminin, Regiunea SUD-EST, Anul 2006, Mii persoane, 483.2
Total, Feminin, Regiunea SUD-EST, Anul 2007, Mii persoane, 483.9
Total, Feminin, Regiunea SUD-EST, Anul 2008, Mii persoane, 476.4
Total, Feminin, Braila, Anul 2001, Mii persoane, 65.5
Total, Feminin, Braila, Anul 2002, Mii persoane, 64.4
Total, Feminin, Braila, Anul 2003, Mii persoane, 62.4
Total, Feminin, Braila, Anul 2004, Mii persoane, 60.1
Total, Feminin, Braila, Anul 2005, Mii persoane, 63.5
Total, Feminin, Braila, Anul 2006, Mii persoane, 63.4
Total, Feminin, Braila, Anul 2007, Mii persoane, 63.8
Total, Feminin, Braila, Anul 2008, Mii persoane, 61.1
Total, Feminin, Buzau, Anul 2001, Mii persoane, 94.1
Total, Feminin, Buzau, Anul 2002, Mii persoane, 89
Total, Feminin, Buzau, Anul 2003, Mii persoane, 88.5
Total, Feminin, Buzau, Anul 2004, Mii persoane, 88.5
Total, Feminin, Buzau, Anul 2005, Mii persoane, 87.7
Total, Feminin, Buzau, Anul 2006, Mii persoane, 88.5
Total, Feminin, Buzau, Anul 2007, Mii persoane, 84.7
Total, Feminin, Buzau, Anul 2008, Mii persoane, 84.6
Total, Feminin, Constanta, Anul 2001, Mii persoane, 122.5
Total, Feminin, Constanta, Anul 2002, Mii persoane, 125.5
Total, Feminin, Constanta, Anul 2003, Mii persoane, 120.9
Total, Feminin, Constanta, Anul 2004, Mii persoane, 123.7
Total, Feminin, Constanta, Anul 2005, Mii persoane, 124.5
Total, Feminin, Constanta, Anul 2006, Mii persoane, 123.3
Total, Feminin, Constanta, Anul 2007, Mii persoane, 128.3
Total, Feminin, Constanta, Anul 2008, Mii persoane, 128.5
Total, Feminin, Galati, Anul 2001, Mii persoane, 101.1
Total, Feminin, Galati, Anul 2002, Mii persoane, 97.2
Total, Feminin, Galati, Anul 2003, Mii persoane, 90.8
Total, Feminin, Galati, Anul 2004, Mii persoane, 93.1
Total, Feminin, Galati, Anul 2005, Mii persoane, 92.5
Total, Feminin, Galati, Anul 2006, Mii persoane, 92.9
Total, Feminin, Galati, Anul 2007, Mii persoane, 91
Total, Feminin, Galati, Anul 2008, Mii persoane, 90.7
Total, Feminin, Tulcea, Anul 2001, Mii persoane, 46.2
Total, Feminin, Tulcea, Anul 2002, Mii persoane, 43.6
Total, Feminin, Tulcea, Anul 2003, Mii persoane, 43.2
Total, Feminin, Tulcea, Anul 2004, Mii persoane, 42
Total, Feminin, Tulcea, Anul 2005, Mii persoane, 42.7
Total, Feminin, Tulcea, Anul 2006, Mii persoane, 42.2
Total, Feminin, Tulcea, Anul 2007, Mii persoane, 43
Total, Feminin, Tulcea, Anul 2008, Mii persoane, 41
Total, Feminin, Vrancea, Anul 2001, Mii persoane, 79.7
Total, Feminin, Vrancea, Anul 2002, Mii persoane, 75.2
Total, Feminin, Vrancea, Anul 2003, Mii persoane, 73.2
Total, Feminin, Vrancea, Anul 2004, Mii persoane, 74
Total, Feminin, Vrancea, Anul 2005, Mii persoane, 72.6
Total, Feminin, Vrancea, Anul 2006, Mii persoane, 72.9
Total, Feminin, Vrancea, Anul 2007, Mii persoane, 73.1
Total, Feminin, Vrancea, Anul 2008, Mii persoane, 70.5
Total, Feminin, MACROREGIUNEA TREI, Anul 2001, Mii persoane, 1006.6
Total, Feminin, MACROREGIUNEA TREI, Anul 2002, Mii persoane, 1004.5
Total, Feminin, MACROREGIUNEA TREI, Anul 2003, Mii persoane, 995
Total, Feminin, MACROREGIUNEA TREI, Anul 2004, Mii persoane, 1008.7
Total, Feminin, MACROREGIUNEA TREI, Anul 2005, Mii persoane, 1033.2
Total, Feminin, MACROREGIUNEA TREI, Anul 2006, Mii persoane, 1081.3
Total, Feminin, MACROREGIUNEA TREI, Anul 2007, Mii persoane, 1148.2
Total, Feminin, MACROREGIUNEA TREI, Anul 2008, Mii persoane, 1159.2
Total, Feminin, Regiunea SUD-MUNTENIA, Anul 2001, Mii persoane, 608.2
Total, Feminin, Regiunea SUD-MUNTENIA, Anul 2002, Mii persoane, 583.7
Total, Feminin, Regiunea SUD-MUNTENIA, Anul 2003, Mii persoane, 575.7
Total, Feminin, Regiunea SUD-MUNTENIA, Anul 2004, Mii persoane, 565.3
Total, Feminin, Regiunea SUD-MUNTENIA, Anul 2005, Mii persoane, 563
Total, Feminin, Regiunea SUD-MUNTENIA, Anul 2006, Mii persoane, 561.4
Total, Feminin, Regiunea SUD-MUNTENIA, Anul 2007, Mii persoane, 569.1
Total, Feminin, Regiunea SUD-MUNTENIA, Anul 2008, Mii persoane, 552.3
Total, Feminin, Arges, Anul 2001, Mii persoane, 131.1
Total, Feminin, Arges, Anul 2002, Mii persoane, 126.2
Total, Feminin, Arges, Anul 2003, Mii persoane, 119.7
Total, Feminin, Arges, Anul 2004, Mii persoane, 117.4
Total, Feminin, Arges, Anul 2005, Mii persoane, 118.1
Total, Feminin, Arges, Anul 2006, Mii persoane, 120.4
Total, Feminin, Arges, Anul 2007, Mii persoane, 123.6
Total, Feminin, Arges, Anul 2008, Mii persoane, 120.4
Total, Feminin, Calarasi, Anul 2001, Mii persoane, 54.2
Total, Feminin, Calarasi, Anul 2002, Mii persoane, 50.8
Total, Feminin, Calarasi, Anul 2003, Mii persoane, 52.1
Total, Feminin, Calarasi, Anul 2004, Mii persoane, 51.5
Total, Feminin, Calarasi, Anul 2005, Mii persoane, 50.9
Total, Feminin, Calarasi, Anul 2006, Mii persoane, 51.3
Total, Feminin, Calarasi, Anul 2007, Mii persoane, 50.5
Total, Feminin, Calarasi, Anul 2008, Mii persoane, 51
Total, Feminin, Dambovita, Anul 2001, Mii persoane, 98.1
Total, Feminin, Dambovita, Anul 2002, Mii persoane, 96.1
Total, Feminin, Dambovita, Anul 2003, Mii persoane, 93.8
Total, Feminin, Dambovita, Anul 2004, Mii persoane, 93.2
Total, Feminin, Dambovita, Anul 2005, Mii persoane, 93.2
Total, Feminin, Dambovita, Anul 2006, Mii persoane, 90
Total, Feminin, Dambovita, Anul 2007, Mii persoane, 91.1
Total, Feminin, Dambovita, Anul 2008, Mii persoane, 86.6
Total, Feminin, Giurgiu, Anul 2001, Mii persoane, 49.6
Total, Feminin, Giurgiu, Anul 2002, Mii persoane, 46.7
Total, Feminin, Giurgiu, Anul 2003, Mii persoane, 44.7
Total, Feminin, Giurgiu, Anul 2004, Mii persoane, 43.6
Total, Feminin, Giurgiu, Anul 2005, Mii persoane, 44
Total, Feminin, Giurgiu, Anul 2006, Mii persoane, 42.3
Total, Feminin, Giurgiu, Anul 2007, Mii persoane, 42.9
Total, Feminin, Giurgiu, Anul 2008, Mii persoane, 41.7
Total, Feminin, Ialomita, Anul 2001, Mii persoane, 50.5
Total, Feminin, Ialomita, Anul 2002, Mii persoane, 48.7
Total, Feminin, Ialomita, Anul 2003, Mii persoane, 48.1
Total, Feminin, Ialomita, Anul 2004, Mii persoane, 48.8
Total, Feminin, Ialomita, Anul 2005, Mii persoane, 47.4
Total, Feminin, Ialomita, Anul 2006, Mii persoane, 48.3
Total, Feminin, Ialomita, Anul 2007, Mii persoane, 48.8
Total, Feminin, Ialomita, Anul 2008, Mii persoane, 47.3
Total, Feminin, Prahova, Anul 2001, Mii persoane, 134.5
Total, Feminin, Prahova, Anul 2002, Mii persoane, 129.9
Total, Feminin, Prahova, Anul 2003, Mii persoane, 134.8
Total, Feminin, Prahova, Anul 2004, Mii persoane, 133.9
Total, Feminin, Prahova, Anul 2005, Mii persoane, 130.1
Total, Feminin, Prahova, Anul 2006, Mii persoane, 130.8
Total, Feminin, Prahova, Anul 2007, Mii persoane, 133.8
Total, Feminin, Prahova, Anul 2008, Mii persoane, 129.7
Total, Feminin, Teleorman, Anul 2001, Mii persoane, 90.2
Total, Feminin, Teleorman, Anul 2002, Mii persoane, 85.3
Total, Feminin, Teleorman, Anul 2003, Mii persoane, 82.5
Total, Feminin, Teleorman, Anul 2004, Mii persoane, 76.9
Total, Feminin, Teleorman, Anul 2005, Mii persoane, 79.3
Total, Feminin, Teleorman, Anul 2006, Mii persoane, 78.3
Total, Feminin, Teleorman, Anul 2007, Mii persoane, 78.4
Total, Feminin, Teleorman, Anul 2008, Mii persoane, 75.6
Total, Feminin, Regiunea BUCURESTI - ILFOV, Anul 2001, Mii persoane, 398.4
Total, Feminin, Regiunea BUCURESTI - ILFOV, Anul 2002, Mii persoane, 420.8
Total, Feminin, Regiunea BUCURESTI - ILFOV, Anul 2003, Mii persoane, 419.3
Total, Feminin, Regiunea BUCURESTI - ILFOV, Anul 2004, Mii persoane, 443.4
Total, Feminin, Regiunea BUCURESTI - ILFOV, Anul 2005, Mii persoane, 470.2
Total, Feminin, Regiunea BUCURESTI - ILFOV, Anul 2006, Mii persoane, 519.9
Total, Feminin, Regiunea BUCURESTI - ILFOV, Anul 2007, Mii persoane, 579.1
Total, Feminin, Regiunea BUCURESTI - ILFOV, Anul 2008, Mii persoane, 606.9
Total, Feminin, Ilfov, Anul 2001, Mii persoane, 51.5
Total, Feminin, Ilfov, Anul 2002, Mii persoane, 53.4
Total, Feminin, Ilfov, Anul 2003, Mii persoane, 51.1
Total, Feminin, Ilfov, Anul 2004, Mii persoane, 53.2
Total, Feminin, Ilfov, Anul 2005, Mii persoane, 60.6
Total, Feminin, Ilfov, Anul 2006, Mii persoane, 65.1
Total, Feminin, Ilfov, Anul 2007, Mii persoane, 66.8
Total, Feminin, Ilfov, Anul 2008, Mii persoane, 69.6
Total, Feminin, Municipiul Bucuresti, Anul 2001, Mii persoane, 346.9
Total, Feminin, Municipiul Bucuresti, Anul 2002, Mii persoane, 367.4
Total, Feminin, Municipiul Bucuresti, Anul 2003, Mii persoane, 368.2
Total, Feminin, Municipiul Bucuresti, Anul 2004, Mii persoane, 390.2
Total, Feminin, Municipiul Bucuresti, Anul 2005, Mii persoane, 409.6
Total, Feminin, Municipiul Bucuresti, Anul 2006, Mii persoane, 454.8
Total, Feminin, Municipiul Bucuresti, Anul 2007, Mii persoane, 512.3
Total, Feminin, Municipiul Bucuresti, Anul 2008, Mii persoane, 537.3
Total, Feminin, MACROREGIUNEA PATRU, Anul 2001, Mii persoane, 846.7
Total, Feminin, MACROREGIUNEA PATRU, Anul 2002, Mii persoane, 806.4
Total, Feminin, MACROREGIUNEA PATRU, Anul 2003, Mii persoane, 794.6
