
CAEN Rev.1 (activitati ale economiei nationale - sectiuni), Sexe, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Mii persoane, Valoare
Total, Total, Mehedinti, Anul 1994, Mii persoane, 140.2
Total, Total, Mehedinti, Anul 1995, Mii persoane, 135.4
Total, Total, Mehedinti, Anul 1996, Mii persoane, 132.5
Total, Total, Mehedinti, Anul 1997, Mii persoane, 133.7
Total, Total, Mehedinti, Anul 1998, Mii persoane, 130.5
Total, Total, Mehedinti, Anul 1999, Mii persoane, 131.3
Total, Total, Mehedinti, Anul 2000, Mii persoane, 126.3
Total, Total, Olt, Anul 1992, Mii persoane, 226.1
Total, Total, Olt, Anul 1993, Mii persoane, 215.4
Total, Total, Olt, Anul 1994, Mii persoane, 214.6
Total, Total, Olt, Anul 1995, Mii persoane, 208.4
Total, Total, Olt, Anul 1996, Mii persoane, 205.8
Total, Total, Olt, Anul 1997, Mii persoane, 201.5
Total, Total, Olt, Anul 1998, Mii persoane, 196.2
Total, Total, Olt, Anul 1999, Mii persoane, 190.3
Total, Total, Olt, Anul 2000, Mii persoane, 194
Total, Total, Valcea, Anul 1992, Mii persoane, 206.9
Total, Total, Valcea, Anul 1993, Mii persoane, 192.8
Total, Total, Valcea, Anul 1994, Mii persoane, 203.7
Total, Total, Valcea, Anul 1995, Mii persoane, 193.3
Total, Total, Valcea, Anul 1996, Mii persoane, 184.6
Total, Total, Valcea, Anul 1997, Mii persoane, 191
Total, Total, Valcea, Anul 1998, Mii persoane, 186.3
Total, Total, Valcea, Anul 1999, Mii persoane, 179.8
Total, Total, Valcea, Anul 2000, Mii persoane, 179.1
Total, Total, Regiunea VEST, Anul 1992, Mii persoane, 976
Total, Total, Regiunea VEST, Anul 1993, Mii persoane, 942.2
Total, Total, Regiunea VEST, Anul 1994, Mii persoane, 953.9
Total, Total, Regiunea VEST, Anul 1995, Mii persoane, 940.1
Total, Total, Regiunea VEST, Anul 1996, Mii persoane, 914.9
Total, Total, Regiunea VEST, Anul 1997, Mii persoane, 881.4
Total, Total, Regiunea VEST, Anul 1998, Mii persoane, 832.6
Total, Total, Regiunea VEST, Anul 1999, Mii persoane, 780.4
Total, Total, Regiunea VEST, Anul 2000, Mii persoane, 821.1
Total, Total, Arad, Anul 1992, Mii persoane, 215.9
Total, Total, Arad, Anul 1993, Mii persoane, 212.2
Total, Total, Arad, Anul 1994, Mii persoane, 205.4
Total, Total, Arad, Anul 1995, Mii persoane, 218.9
Total, Total, Arad, Anul 1996, Mii persoane, 210.5
Total, Total, Arad, Anul 1997, Mii persoane, 224.5
Total, Total, Arad, Anul 1998, Mii persoane, 189.6
Total, Total, Arad, Anul 1999, Mii persoane, 179.4
Total, Total, Arad, Anul 2000, Mii persoane, 189.2
Total, Total, Caras-Severin, Anul 1992, Mii persoane, 160.4
Total, Total, Caras-Severin, Anul 1993, Mii persoane, 143.8
Total, Total, Caras-Severin, Anul 1994, Mii persoane, 158.3
Total, Total, Caras-Severin, Anul 1995, Mii persoane, 148.5
Total, Total, Caras-Severin, Anul 1996, Mii persoane, 144.6
Total, Total, Caras-Severin, Anul 1997, Mii persoane, 146.4
Total, Total, Caras-Severin, Anul 1998, Mii persoane, 144.2
Total, Total, Caras-Severin, Anul 1999, Mii persoane, 134
Total, Total, Caras-Severin, Anul 2000, Mii persoane, 137.9
Total, Total, Hunedoara, Anul 1992, Mii persoane, 261.5
Total, Total, Hunedoara, Anul 1993, Mii persoane, 256.3
Total, Total, Hunedoara, Anul 1994, Mii persoane, 260.8
Total, Total, Hunedoara, Anul 1995, Mii persoane, 252.2
Total, Total, Hunedoara, Anul 1996, Mii persoane, 259.1
Total, Total, Hunedoara, Anul 1997, Mii persoane, 218.9
Total, Total, Hunedoara, Anul 1998, Mii persoane, 203.4
Total, Total, Hunedoara, Anul 1999, Mii persoane, 187.9
Total, Total, Hunedoara, Anul 2000, Mii persoane, 199.1
Total, Total, Timis, Anul 1992, Mii persoane, 338.2
Total, Total, Timis, Anul 1993, Mii persoane, 329.9
Total, Total, Timis, Anul 1994, Mii persoane, 329.4
Total, Total, Timis, Anul 1995, Mii persoane, 320.5
Total, Total, Timis, Anul 1996, Mii persoane, 300.7
Total, Total, Timis, Anul 1997, Mii persoane, 291.6
Total, Total, Timis, Anul 1998, Mii persoane, 295.4
Total, Total, Timis, Anul 1999, Mii persoane, 279.1
Total, Total, Timis, Anul 2000, Mii persoane, 294.9
Total, Feminin, TOTAL, Anul 1992, Mii persoane, 4887.8
Total, Feminin, TOTAL, Anul 1993, Mii persoane, 4646.7
Total, Feminin, TOTAL, Anul 1994, Mii persoane, 4669.5
Total, Feminin, TOTAL, Anul 1995, Mii persoane, 4303.9
Total, Feminin, TOTAL, Anul 1996, Mii persoane, 4357.4
Total, Feminin, TOTAL, Anul 1997, Mii persoane, 4178.3
Total, Feminin, TOTAL, Anul 1998, Mii persoane, 4163.2
Total, Feminin, TOTAL, Anul 1999, Mii persoane, 4057
Total, Feminin, TOTAL, Anul 2000, Mii persoane, 4180.9
Total, Feminin, MACROREGIUNEA UNU, Anul 1992, Mii persoane, 1241.1
Total, Feminin, MACROREGIUNEA UNU, Anul 1993, Mii persoane, 1198.7
Total, Feminin, MACROREGIUNEA UNU, Anul 1994, Mii persoane, 1201.8
Total, Feminin, MACROREGIUNEA UNU, Anul 1995, Mii persoane, 1101
Total, Feminin, MACROREGIUNEA UNU, Anul 1996, Mii persoane, 1131.1
Total, Feminin, MACROREGIUNEA UNU, Anul 1997, Mii persoane, 1071.5
Total, Feminin, MACROREGIUNEA UNU, Anul 1998, Mii persoane, 1094.6
Total, Feminin, MACROREGIUNEA UNU, Anul 1999, Mii persoane, 1074.2
Total, Feminin, MACROREGIUNEA UNU, Anul 2000, Mii persoane, 1100
Total, Feminin, Regiunea NORD-VEST, Anul 1992, Mii persoane, 653.9
Total, Feminin, Regiunea NORD-VEST, Anul 1993, Mii persoane, 627.2
Total, Feminin, Regiunea NORD-VEST, Anul 1994, Mii persoane, 627.2
Total, Feminin, Regiunea NORD-VEST, Anul 1995, Mii persoane, 565.5
Total, Feminin, Regiunea NORD-VEST, Anul 1996, Mii persoane, 578.2
Total, Feminin, Regiunea NORD-VEST, Anul 1997, Mii persoane, 556.4
Total, Feminin, Regiunea NORD-VEST, Anul 1998, Mii persoane, 580.6
Total, Feminin, Regiunea NORD-VEST, Anul 1999, Mii persoane, 563.3
Total, Feminin, Regiunea NORD-VEST, Anul 2000, Mii persoane, 583.5
Total, Feminin, Bihor, Anul 1992, Mii persoane, 147.8
Total, Feminin, Bihor, Anul 1993, Mii persoane, 145.5
Total, Feminin, Bihor, Anul 1994, Mii persoane, 147.8
Total, Feminin, Bihor, Anul 1995, Mii persoane, 123
Total, Feminin, Bihor, Anul 1996, Mii persoane, 127.3
Total, Feminin, Bihor, Anul 1997, Mii persoane, 122.5
Total, Feminin, Bihor, Anul 1998, Mii persoane, 134.2
Total, Feminin, Bihor, Anul 1999, Mii persoane, 128.6
Total, Feminin, Bihor, Anul 2000, Mii persoane, 143.5
Total, Feminin, Bistrita-Nasaud, Anul 1992, Mii persoane, 69.5
Total, Feminin, Bistrita-Nasaud, Anul 1993, Mii persoane, 63.3
Total, Feminin, Bistrita-Nasaud, Anul 1994, Mii persoane, 58.3
Total, Feminin, Bistrita-Nasaud, Anul 1995, Mii persoane, 57.7
Total, Feminin, Bistrita-Nasaud, Anul 1996, Mii persoane, 59.1
Total, Feminin, Bistrita-Nasaud, Anul 1997, Mii persoane, 60.4
Total, Feminin, Bistrita-Nasaud, Anul 1998, Mii persoane, 56.7
Total, Feminin, Bistrita-Nasaud, Anul 1999, Mii persoane, 56.6
Total, Feminin, Bistrita-Nasaud, Anul 2000, Mii persoane, 57
Total, Feminin, Cluj, Anul 1992, Mii persoane, 179.3
Total, Feminin, Cluj, Anul 1993, Mii persoane, 171
Total, Feminin, Cluj, Anul 1994, Mii persoane, 171.2
Total, Feminin, Cluj, Anul 1995, Mii persoane, 152.7
Total, Feminin, Cluj, Anul 1996, Mii persoane, 153.3
Total, Feminin, Cluj, Anul 1997, Mii persoane, 150.3
Total, Feminin, Cluj, Anul 1998, Mii persoane, 150.3
Total, Feminin, Cluj, Anul 1999, Mii persoane, 143.6
Total, Feminin, Cluj, Anul 2000, Mii persoane, 145
Total, Feminin, Maramures, Anul 1992, Mii persoane, 115
Total, Feminin, Maramures, Anul 1993, Mii persoane, 113.9
Total, Feminin, Maramures, Anul 1994, Mii persoane, 111.4
Total, Feminin, Maramures, Anul 1995, Mii persoane, 101.2
Total, Feminin, Maramures, Anul 1996, Mii persoane, 106.1
Total, Feminin, Maramures, Anul 1997, Mii persoane, 100.3
Total, Feminin, Maramures, Anul 1998, Mii persoane, 112.1
Total, Feminin, Maramures, Anul 1999, Mii persoane, 103.6
Total, Feminin, Maramures, Anul 2000, Mii persoane, 105.8
Total, Feminin, Satu Mare, Anul 1992, Mii persoane, 86.5
Total, Feminin, Satu Mare, Anul 1993, Mii persoane, 78
Total, Feminin, Satu Mare, Anul 1994, Mii persoane, 85.6
Total, Feminin, Satu Mare, Anul 1995, Mii persoane, 80.2
Total, Feminin, Satu Mare, Anul 1996, Mii persoane, 80.3
Total, Feminin, Satu Mare, Anul 1997, Mii persoane, 73.4
Total, Feminin, Satu Mare, Anul 1998, Mii persoane, 78.2
Total, Feminin, Satu Mare, Anul 1999, Mii persoane, 75.7
Total, Feminin, Satu Mare, Anul 2000, Mii persoane, 78.5
Total, Feminin, Salaj, Anul 1992, Mii persoane, 55.8
Total, Feminin, Salaj, Anul 1993, Mii persoane, 55.5
Total, Feminin, Salaj, Anul 1994, Mii persoane, 52.9
Total, Feminin, Salaj, Anul 1995, Mii persoane, 50.7
Total, Feminin, Salaj, Anul 1996, Mii persoane, 52.1
Total, Feminin, Salaj, Anul 1997, Mii persoane, 49.5
Total, Feminin, Salaj, Anul 1998, Mii persoane, 49.1
Total, Feminin, Salaj, Anul 1999, Mii persoane, 55.2
Total, Feminin, Salaj, Anul 2000, Mii persoane, 53.7
Total, Feminin, Regiunea CENTRU, Anul 1992, Mii persoane, 587.2
Total, Feminin, Regiunea CENTRU, Anul 1993, Mii persoane, 571.5
Total, Feminin, Regiunea CENTRU, Anul 1994, Mii persoane, 574.6
Total, Feminin, Regiunea CENTRU, Anul 1995, Mii persoane, 535.5
Total, Feminin, Regiunea CENTRU, Anul 1996, Mii persoane, 552.9
Total, Feminin, Regiunea CENTRU, Anul 1997, Mii persoane, 515.2
Total, Feminin, Regiunea CENTRU, Anul 1998, Mii persoane, 514
Total, Feminin, Regiunea CENTRU, Anul 1999, Mii persoane, 510.9
Total, Feminin, Regiunea CENTRU, Anul 2000, Mii persoane, 516.5
Total, Feminin, Alba, Anul 1992, Mii persoane, 101.6
Total, Feminin, Alba, Anul 1993, Mii persoane, 95.9
Total, Feminin, Alba, Anul 1994, Mii persoane, 92.5
Total, Feminin, Alba, Anul 1995, Mii persoane, 83.6
Total, Feminin, Alba, Anul 1996, Mii persoane, 91.8
Total, Feminin, Alba, Anul 1997, Mii persoane, 78.4
Total, Feminin, Alba, Anul 1998, Mii persoane, 80.1
Total, Feminin, Alba, Anul 1999, Mii persoane, 83.4
Total, Feminin, Alba, Anul 2000, Mii persoane, 86.7
Total, Feminin, Brasov, Anul 1992, Mii persoane, 138.9
Total, Feminin, Brasov, Anul 1993, Mii persoane, 133.5
Total, Feminin, Brasov, Anul 1994, Mii persoane, 134.3
Total, Feminin, Brasov, Anul 1995, Mii persoane, 130.9
Total, Feminin, Brasov, Anul 1996, Mii persoane, 124.1
Total, Feminin, Brasov, Anul 1997, Mii persoane, 120.6
Total, Feminin, Brasov, Anul 1998, Mii persoane, 120.7
Total, Feminin, Brasov, Anul 1999, Mii persoane, 119.2
Total, Feminin, Brasov, Anul 2000, Mii persoane, 115.2
Total, Feminin, Covasna, Anul 1992, Mii persoane, 45.4
Total, Feminin, Covasna, Anul 1993, Mii persoane, 49.1
Total, Feminin, Covasna, Anul 1994, Mii persoane, 48.9
Total, Feminin, Covasna, Anul 1995, Mii persoane, 44.8
Total, Feminin, Covasna, Anul 1996, Mii persoane, 48
Total, Feminin, Covasna, Anul 1997, Mii persoane, 47.1
Total, Feminin, Covasna, Anul 1998, Mii persoane, 49.6
Total, Feminin, Covasna, Anul 1999, Mii persoane, 44
Total, Feminin, Covasna, Anul 2000, Mii persoane, 43.9
Total, Feminin, Harghita, Anul 1992, Mii persoane, 76.1
Total, Feminin, Harghita, Anul 1993, Mii persoane, 72.3
Total, Feminin, Harghita, Anul 1994, Mii persoane, 78.5
Total, Feminin, Harghita, Anul 1995, Mii persoane, 74.5
Total, Feminin, Harghita, Anul 1996, Mii persoane, 77.4
Total, Feminin, Harghita, Anul 1997, Mii persoane, 74
Total, Feminin, Harghita, Anul 1998, Mii persoane, 68.2
Total, Feminin, Harghita, Anul 1999, Mii persoane, 69.9
Total, Feminin, Harghita, Anul 2000, Mii persoane, 72.8
Total, Feminin, Mures, Anul 1992, Mii persoane, 132.8
Total, Feminin, Mures, Anul 1993, Mii persoane, 129.6
Total, Feminin, Mures, Anul 1994, Mii persoane, 131.2
Total, Feminin, Mures, Anul 1995, Mii persoane, 118.2
Total, Feminin, Mures, Anul 1996, Mii persoane, 124.2
Total, Feminin, Mures, Anul 1997, Mii persoane, 114.3
Total, Feminin, Mures, Anul 1998, Mii persoane, 116.2
Total, Feminin, Mures, Anul 1999, Mii persoane, 112.6
Total, Feminin, Mures, Anul 2000, Mii persoane, 118
Total, Feminin, Sibiu, Anul 1992, Mii persoane, 92.4
Total, Feminin, Sibiu, Anul 1993, Mii persoane, 91.1
Total, Feminin, Sibiu, Anul 1994, Mii persoane, 89.2
Total, Feminin, Sibiu, Anul 1995, Mii persoane, 83.5
Total, Feminin, Sibiu, Anul 1996, Mii persoane, 87.4
Total, Feminin, Sibiu, Anul 1997, Mii persoane, 80.8
Total, Feminin, Sibiu, Anul 1998, Mii persoane, 79.2
Total, Feminin, Sibiu, Anul 1999, Mii persoane, 81.8
Total, Feminin, Sibiu, Anul 2000, Mii persoane, 79.9
Total, Feminin, MACROREGIUNEA DOI, Anul 1992, Mii persoane, 1351
Total, Feminin, MACROREGIUNEA DOI, Anul 1993, Mii persoane, 1287.6
Total, Feminin, MACROREGIUNEA DOI, Anul 1994, Mii persoane, 1315.1
Total, Feminin, MACROREGIUNEA DOI, Anul 1995, Mii persoane, 1223
Total, Feminin, MACROREGIUNEA DOI, Anul 1996, Mii persoane, 1263.5
Total, Feminin, MACROREGIUNEA DOI, Anul 1997, Mii persoane, 1210.1
Total, Feminin, MACROREGIUNEA DOI, Anul 1998, Mii persoane, 1191.5
Total, Feminin, MACROREGIUNEA DOI, Anul 1999, Mii persoane, 1195.8
Total, Feminin, MACROREGIUNEA DOI, Anul 2000, Mii persoane, 1224.9
Total, Feminin, Regiunea NORD-EST, Anul 1992, Mii persoane, 771.6
Total, Feminin, Regiunea NORD-EST, Anul 1993, Mii persoane, 735.2
Total, Feminin, Regiunea NORD-EST, Anul 1994, Mii persoane, 750.3
Total, Feminin, Regiunea NORD-EST, Anul 1995, Mii persoane, 695.9
Total, Feminin, Regiunea NORD-EST, Anul 1996, Mii persoane, 722.7
Total, Feminin, Regiunea NORD-EST, Anul 1997, Mii persoane, 695.3
Total, Feminin, Regiunea NORD-EST, Anul 1998, Mii persoane, 677.3
Total, Feminin, Regiunea NORD-EST, Anul 1999, Mii persoane, 681.8
Total, Feminin, Regiunea NORD-EST, Anul 2000, Mii persoane, 695.6
Total, Feminin, Bacau, Anul 1992, Mii persoane, 147
Total, Feminin, Bacau, Anul 1993, Mii persoane, 142.5
Total, Feminin, Bacau, Anul 1994, Mii persoane, 131.8
Total, Feminin, Bacau, Anul 1995, Mii persoane, 124.1
Total, Feminin, Bacau, Anul 1996, Mii persoane, 132.2
Total, Feminin, Bacau, Anul 1997, Mii persoane, 130.1
Total, Feminin, Bacau, Anul 1998, Mii persoane, 121.1
Total, Feminin, Bacau, Anul 1999, Mii persoane, 113.1
Total, Feminin, Bacau, Anul 2000, Mii persoane, 118.6
Total, Feminin, Botosani, Anul 1992, Mii persoane, 96.5
Total, Feminin, Botosani, Anul 1993, Mii persoane, 95.6
Total, Feminin, Botosani, Anul 1994, Mii persoane, 94.7
Total, Feminin, Botosani, Anul 1995, Mii persoane, 85.8
Total, Feminin, Botosani, Anul 1996, Mii persoane, 91.5
Total, Feminin, Botosani, Anul 1997, Mii persoane, 88.4
Total, Feminin, Botosani, Anul 1998, Mii persoane, 83.8
Total, Feminin, Botosani, Anul 1999, Mii persoane, 91.3
Total, Feminin, Botosani, Anul 2000, Mii persoane, 90.6
Total, Feminin, Iasi, Anul 1992, Mii persoane, 162.7
Total, Feminin, Iasi, Anul 1993, Mii persoane, 157.1
Total, Feminin, Iasi, Anul 1994, Mii persoane, 170.2
Total, Feminin, Iasi, Anul 1995, Mii persoane, 162.6
Total, Feminin, Iasi, Anul 1996, Mii persoane, 162.2
Total, Feminin, Iasi, Anul 1997, Mii persoane, 149.1
Total, Feminin, Iasi, Anul 1998, Mii persoane, 155.8
Total, Feminin, Iasi, Anul 1999, Mii persoane, 153.8
Total, Feminin, Iasi, Anul 2000, Mii persoane, 159.1
Total, Feminin, Neamt, Anul 1992, Mii persoane, 123
Total, Feminin, Neamt, Anul 1993, Mii persoane, 112.6
Total, Feminin, Neamt, Anul 1994, Mii persoane, 114.4
Total, Feminin, Neamt, Anul 1995, Mii persoane, 110.4
Total, Feminin, Neamt, Anul 1996, Mii persoane, 114.3
Total, Feminin, Neamt, Anul 1997, Mii persoane, 107.8
Total, Feminin, Neamt, Anul 1998, Mii persoane, 102.1
Total, Feminin, Neamt, Anul 1999, Mii persoane, 106.5
Total, Feminin, Neamt, Anul 2000, Mii persoane, 110.8
Total, Feminin, Suceava, Anul 1992, Mii persoane, 148.1
Total, Feminin, Suceava, Anul 1993, Mii persoane, 136
Total, Feminin, Suceava, Anul 1994, Mii persoane, 148.3
Total, Feminin, Suceava, Anul 1995, Mii persoane, 130.4
Total, Feminin, Suceava, Anul 1996, Mii persoane, 135.7
Total, Feminin, Suceava, Anul 1997, Mii persoane, 131.5
Total, Feminin, Suceava, Anul 1998, Mii persoane, 131.3
Total, Feminin, Suceava, Anul 1999, Mii persoane, 134
Total, Feminin, Suceava, Anul 2000, Mii persoane, 132.3
Total, Feminin, Vaslui, Anul 1992, Mii persoane, 94.3
Total, Feminin, Vaslui, Anul 1993, Mii persoane, 91.4
Total, Feminin, Vaslui, Anul 1994, Mii persoane, 90.9
Total, Feminin, Vaslui, Anul 1995, Mii persoane, 82.6
Total, Feminin, Vaslui, Anul 1996, Mii persoane, 86.8
Total, Feminin, Vaslui, Anul 1997, Mii persoane, 88.4
Total, Feminin, Vaslui, Anul 1998, Mii persoane, 83.2
Total, Feminin, Vaslui, Anul 1999, Mii persoane, 83.1
Total, Feminin, Vaslui, Anul 2000, Mii persoane, 84.2
Total, Feminin, Regiunea SUD-EST, Anul 1992, Mii persoane, 579.4
Total, Feminin, Regiunea SUD-EST, Anul 1993, Mii persoane, 552.4
Total, Feminin, Regiunea SUD-EST, Anul 1994, Mii persoane, 564.8
Total, Feminin, Regiunea SUD-EST, Anul 1995, Mii persoane, 527.1
Total, Feminin, Regiunea SUD-EST, Anul 1996, Mii persoane, 540.8
Total, Feminin, Regiunea SUD-EST, Anul 1997, Mii persoane, 514.7
Total, Feminin, Regiunea SUD-EST, Anul 1998, Mii persoane, 514.2
Total, Feminin, Regiunea SUD-EST, Anul 1999, Mii persoane, 514
Total, Feminin, Regiunea SUD-EST, Anul 2000, Mii persoane, 529.3
Total, Feminin, Braila, Anul 1992, Mii persoane, 77
Total, Feminin, Braila, Anul 1993, Mii persoane, 69.9
Total, Feminin, Braila, Anul 1994, Mii persoane, 72.7
Total, Feminin, Braila, Anul 1995, Mii persoane, 66.6
Total, Feminin, Braila, Anul 1996, Mii persoane, 67.1
Total, Feminin, Braila, Anul 1997, Mii persoane, 61.7
Total, Feminin, Braila, Anul 1998, Mii persoane, 65.6
Total, Feminin, Braila, Anul 1999, Mii persoane, 63.3
Total, Feminin, Braila, Anul 2000, Mii persoane, 79.1
Total, Feminin, Buzau, Anul 1992, Mii persoane, 104.3
Total, Feminin, Buzau, Anul 1993, Mii persoane, 102.9
Total, Feminin, Buzau, Anul 1994, Mii persoane, 99.7
Total, Feminin, Buzau, Anul 1995, Mii persoane, 89.5
Total, Feminin, Buzau, Anul 1996, Mii persoane, 99.6
Total, Feminin, Buzau, Anul 1997, Mii persoane, 94.9
Total, Feminin, Buzau, Anul 1998, Mii persoane, 90.9
Total, Feminin, Buzau, Anul 1999, Mii persoane, 92.6
Total, Feminin, Buzau, Anul 2000, Mii persoane, 92.9
Total, Feminin, Constanta, Anul 1992, Mii persoane, 141.7
Total, Feminin, Constanta, Anul 1993, Mii persoane, 133.9
Total, Feminin, Constanta, Anul 1994, Mii persoane, 144.1
Total, Feminin, Constanta, Anul 1995, Mii persoane, 126.2
Total, Feminin, Constanta, Anul 1996, Mii persoane, 126.1
Total, Feminin, Constanta, Anul 1997, Mii persoane, 130.3
Total, Feminin, Constanta, Anul 1998, Mii persoane, 124.3
Total, Feminin, Constanta, Anul 1999, Mii persoane, 127.5
Total, Feminin, Constanta, Anul 2000, Mii persoane, 124.7
Total, Feminin, Galati, Anul 1992, Mii persoane, 125
Total, Feminin, Galati, Anul 1993, Mii persoane, 118.4
Total, Feminin, Galati, Anul 1994, Mii persoane, 115.9
Total, Feminin, Galati, Anul 1995, Mii persoane, 110.9
Total, Feminin, Galati, Anul 1996, Mii persoane, 112.5
Total, Feminin, Galati, Anul 1997, Mii persoane, 104.7
Total, Feminin, Galati, Anul 1998, Mii persoane, 108.4
Total, Feminin, Galati, Anul 1999, Mii persoane, 105.5
Total, Feminin, Galati, Anul 2000, Mii persoane, 103.8
Total, Feminin, Tulcea, Anul 1992, Mii persoane, 47.7
Total, Feminin, Tulcea, Anul 1993, Mii persoane, 42.9
Total, Feminin, Tulcea, Anul 1994, Mii persoane, 48.2
Total, Feminin, Tulcea, Anul 1995, Mii persoane, 44.8
Total, Feminin, Tulcea, Anul 1996, Mii persoane, 48.6
Total, Feminin, Tulcea, Anul 1997, Mii persoane, 44
Total, Feminin, Tulcea, Anul 1998, Mii persoane, 47.9
Total, Feminin, Tulcea, Anul 1999, Mii persoane, 45.9
Total, Feminin, Tulcea, Anul 2000, Mii persoane, 47.5
Total, Feminin, Vrancea, Anul 1992, Mii persoane, 83.7
Total, Feminin, Vrancea, Anul 1993, Mii persoane, 84.4
Total, Feminin, Vrancea, Anul 1994, Mii persoane, 84.2
Total, Feminin, Vrancea, Anul 1995, Mii persoane, 89.1
Total, Feminin, Vrancea, Anul 1996, Mii persoane, 86.9
Total, Feminin, Vrancea, Anul 1997, Mii persoane, 79.1
Total, Feminin, Vrancea, Anul 1998, Mii persoane, 77.1
Total, Feminin, Vrancea, Anul 1999, Mii persoane, 79.2
Total, Feminin, Vrancea, Anul 2000, Mii persoane, 81.3
Total, Feminin, MACROREGIUNEA TREI, Anul 1992, Mii persoane, 1310.7
Total, Feminin, MACROREGIUNEA TREI, Anul 1993, Mii persoane, 1213.3
Total, Feminin, MACROREGIUNEA TREI, Anul 1994, Mii persoane, 1205.9
Total, Feminin, MACROREGIUNEA TREI, Anul 1995, Mii persoane, 1090.9
Total, Feminin, MACROREGIUNEA TREI, Anul 1996, Mii persoane, 1080.9
Total, Feminin, MACROREGIUNEA TREI, Anul 1997, Mii persoane, 1016
Total, Feminin, MACROREGIUNEA TREI, Anul 1998, Mii persoane, 1040.7
Total, Feminin, MACROREGIUNEA TREI, Anul 1999, Mii persoane, 959.3
Total, Feminin, MACROREGIUNEA TREI, Anul 2000, Mii persoane, 1005.6
Total, Feminin, Regiunea SUD-MUNTENIA, Anul 1992, Mii persoane, 756.6
Total, Feminin, Regiunea SUD-MUNTENIA, Anul 1993, Mii persoane, 722.2
Total, Feminin, Regiunea SUD-MUNTENIA, Anul 1994, Mii persoane, 696.9
Total, Feminin, Regiunea SUD-MUNTENIA, Anul 1995, Mii persoane, 648.4
Total, Feminin, Regiunea SUD-MUNTENIA, Anul 1996, Mii persoane, 653.7
Total, Feminin, Regiunea SUD-MUNTENIA, Anul 1997, Mii persoane, 629.4
Total, Feminin, Regiunea SUD-MUNTENIA, Anul 1998, Mii persoane, 620.6
Total, Feminin, Regiunea SUD-MUNTENIA, Anul 1999, Mii persoane, 611.2
Total, Feminin, Regiunea SUD-MUNTENIA, Anul 2000, Mii persoane, 617.9
